"administrative_level_2","administrative_level_3","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Vilniaus apskr.","Ukmergės r.",2020-03-02,5,-13,NA,NA,5,2
"Vilniaus apskr.","Ukmergės r.",2020-03-03,2,-6,NA,NA,6,-1
"Vilniaus apskr.","Ukmergės r.",2020-03-04,-1,0,NA,NA,3,0
"Vilniaus apskr.","Ukmergės r.",2020-03-05,-4,-10,NA,NA,4,0
"Vilniaus apskr.","Ukmergės r.",2020-03-06,2,-4,NA,NA,4,-1
"Vilniaus apskr.","Ukmergės r.",2020-03-07,1,-1,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-08,11,4,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-09,5,-11,NA,NA,3,1
"Vilniaus apskr.","Ukmergės r.",2020-03-10,18,12,NA,NA,0,-2
"Vilniaus apskr.","Ukmergės r.",2020-03-11,-10,-12,NA,NA,-70,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-12,5,0,NA,NA,2,-2
"Vilniaus apskr.","Ukmergės r.",2020-03-13,-2,0,NA,NA,-13,2
"Vilniaus apskr.","Ukmergės r.",2020-03-14,-5,0,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-15,15,16,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-16,NA,-23,NA,NA,-29,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-17,-45,-24,NA,NA,-35,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-18,-45,-35,NA,NA,-36,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-19,-51,-32,NA,NA,-37,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-20,-49,-31,NA,NA,-39,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-21,NA,-50,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-22,NA,-58,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-23,NA,-45,NA,NA,-44,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-24,NA,-45,NA,NA,-50,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-25,NA,-49,NA,NA,-51,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-26,NA,-46,NA,NA,-48,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-27,NA,-55,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-28,NA,-58,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-29,NA,-64,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-30,NA,-54,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-03-31,NA,-47,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-01,NA,-53,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-02,NA,-54,NA,NA,-49,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-03,NA,-46,NA,NA,-45,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-04,NA,-54,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-05,NA,-52,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-06,NA,-48,NA,NA,-46,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-07,NA,-36,NA,NA,-46,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-08,NA,-36,NA,NA,-44,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-09,NA,-25,NA,NA,-46,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-10,-49,-24,NA,NA,-48,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-11,NA,-54,-49,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-13,NA,-71,NA,NA,-86,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-14,NA,-43,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-15,NA,-46,NA,NA,-48,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-16,NA,-39,NA,NA,-46,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-17,NA,-35,NA,NA,-45,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-18,NA,-39,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-19,NA,-44,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-20,-35,-33,NA,NA,-44,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-21,-40,-31,NA,NA,-42,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-22,-34,-27,NA,NA,-44,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-23,-36,-24,NA,NA,-43,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-24,-37,-28,NA,NA,-44,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-25,-33,-29,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-26,NA,-34,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-27,NA,-28,NA,NA,-38,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-28,-30,-27,NA,NA,-36,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-29,-26,-20,NA,NA,-36,NA
"Vilniaus apskr.","Ukmergės r.",2020-04-30,-11,-11,NA,NA,-39,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-01,-34,-17,NA,NA,-76,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-02,-25,-10,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-03,-10,-3,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-04,NA,-32,NA,NA,-32,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-05,-21,-25,NA,NA,-35,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-06,-19,-22,NA,NA,-36,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-07,NA,-22,NA,NA,-33,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-08,-17,-10,NA,NA,-30,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-09,-18,-5,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-10,-9,-8,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-11,-16,-7,NA,NA,-31,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-12,-15,-8,NA,NA,-32,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-13,-11,-10,NA,NA,-29,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-14,-17,-17,NA,NA,-31,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-15,-28,18,NA,NA,-27,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-16,-22,21,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-17,-29,13,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-18,-23,6,NA,NA,-26,10
"Vilniaus apskr.","Ukmergės r.",2020-05-19,-27,6,NA,NA,-25,8
"Vilniaus apskr.","Ukmergės r.",2020-05-20,-22,18,NA,NA,-25,8
"Vilniaus apskr.","Ukmergės r.",2020-05-21,-26,14,NA,NA,-27,10
"Vilniaus apskr.","Ukmergės r.",2020-05-22,-27,27,NA,NA,-21,6
"Vilniaus apskr.","Ukmergės r.",2020-05-23,-24,30,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-24,NA,24,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-25,-25,15,NA,NA,-23,7
"Vilniaus apskr.","Ukmergės r.",2020-05-26,-24,17,NA,NA,-21,5
"Vilniaus apskr.","Ukmergės r.",2020-05-27,-21,25,NA,NA,-21,4
"Vilniaus apskr.","Ukmergės r.",2020-05-28,-29,18,NA,NA,-22,6
"Vilniaus apskr.","Ukmergės r.",2020-05-29,-30,26,NA,NA,-21,5
"Vilniaus apskr.","Ukmergės r.",2020-05-30,-30,29,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-05-31,-29,35,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-01,-17,15,NA,NA,-17,5
"Vilniaus apskr.","Ukmergės r.",2020-06-02,-25,16,NA,NA,-16,4
"Vilniaus apskr.","Ukmergės r.",2020-06-03,-19,26,NA,NA,-17,6
"Vilniaus apskr.","Ukmergės r.",2020-06-04,-28,18,NA,NA,-18,4
"Vilniaus apskr.","Ukmergės r.",2020-06-05,-27,36,NA,NA,-15,2
"Vilniaus apskr.","Ukmergės r.",2020-06-06,-21,51,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-07,-19,57,NA,NA,NA,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-08,-27,14,NA,NA,-16,4
"Vilniaus apskr.","Ukmergės r.",2020-06-09,-24,23,NA,NA,-16,3
"Vilniaus apskr.","Ukmergės r.",2020-06-10,-19,33,NA,NA,-18,2
"Vilniaus apskr.","Ukmergės r.",2020-06-11,-17,37,NA,NA,-17,1
"Vilniaus apskr.","Ukmergės r.",2020-06-12,-19,47,NA,NA,-16,-2
"Vilniaus apskr.","Ukmergės r.",2020-06-13,-26,41,NA,NA,22,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-14,-28,32,NA,NA,26,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-15,-16,28,NA,NA,-14,2
"Vilniaus apskr.","Ukmergės r.",2020-06-16,-18,35,NA,NA,-15,0
"Vilniaus apskr.","Ukmergės r.",2020-06-17,-16,45,NA,NA,-16,0
"Vilniaus apskr.","Ukmergės r.",2020-06-18,-17,32,NA,NA,-18,-1
"Vilniaus apskr.","Ukmergės r.",2020-06-19,-22,49,NA,NA,-17,-3
"Vilniaus apskr.","Ukmergės r.",2020-06-20,-23,42,NA,NA,29,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-21,-29,41,NA,NA,37,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-22,-15,46,NA,NA,-21,1
"Vilniaus apskr.","Ukmergės r.",2020-06-23,-10,93,NA,NA,-21,-7
"Vilniaus apskr.","Ukmergės r.",2020-06-24,-42,35,NA,NA,-71,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-25,-22,40,NA,NA,-26,-1
"Vilniaus apskr.","Ukmergės r.",2020-06-26,-23,50,NA,NA,-23,-2
"Vilniaus apskr.","Ukmergės r.",2020-06-27,-28,42,NA,NA,21,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-28,-27,45,NA,NA,31,NA
"Vilniaus apskr.","Ukmergės r.",2020-06-29,-15,39,NA,NA,-15,0
"Vilniaus apskr.","Ukmergės r.",2020-06-30,-20,44,NA,NA,-17,2
"Vilniaus apskr.","Ukmergės r.",2020-07-01,-18,40,NA,NA,-16,1
"Vilniaus apskr.","Ukmergės r.",2020-07-02,-21,34,NA,NA,-18,1
"Vilniaus apskr.","Ukmergės r.",2020-07-03,-20,47,NA,NA,-18,-2
"Vilniaus apskr.","Ukmergės r.",2020-07-04,-21,47,NA,NA,17,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-05,-20,48,NA,NA,18,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-06,-41,24,NA,NA,-74,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-07,-18,40,NA,NA,-19,1
"Vilniaus apskr.","Ukmergės r.",2020-07-08,-19,34,NA,NA,-19,3
"Vilniaus apskr.","Ukmergės r.",2020-07-09,-16,33,NA,NA,-19,1
"Vilniaus apskr.","Ukmergės r.",2020-07-10,-17,49,NA,NA,-18,0
"Vilniaus apskr.","Ukmergės r.",2020-07-11,-18,43,NA,NA,25,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-12,-19,54,NA,NA,27,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-13,-13,44,NA,NA,-24,0
"Vilniaus apskr.","Ukmergės r.",2020-07-14,-16,46,NA,NA,-23,-1
"Vilniaus apskr.","Ukmergės r.",2020-07-15,-9,53,NA,NA,-24,-1
"Vilniaus apskr.","Ukmergės r.",2020-07-16,-15,47,NA,NA,-21,-1
"Vilniaus apskr.","Ukmergės r.",2020-07-17,-16,57,NA,NA,-21,-4
"Vilniaus apskr.","Ukmergės r.",2020-07-18,-21,50,NA,NA,21,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-19,-15,51,NA,NA,32,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-20,-11,50,NA,NA,-23,-1
"Vilniaus apskr.","Ukmergės r.",2020-07-21,-17,40,NA,NA,-23,1
"Vilniaus apskr.","Ukmergės r.",2020-07-22,-13,38,NA,NA,-25,3
"Vilniaus apskr.","Ukmergės r.",2020-07-23,-15,36,NA,NA,-23,2
"Vilniaus apskr.","Ukmergės r.",2020-07-24,-13,48,NA,NA,-23,-2
"Vilniaus apskr.","Ukmergės r.",2020-07-25,-21,31,NA,NA,17,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-26,-18,46,NA,NA,35,NA
"Vilniaus apskr.","Ukmergės r.",2020-07-27,-12,39,NA,NA,-25,0
"Vilniaus apskr.","Ukmergės r.",2020-07-28,-15,48,NA,NA,-27,1
"Vilniaus apskr.","Ukmergės r.",2020-07-29,-11,46,NA,NA,-24,0
"Vilniaus apskr.","Ukmergės r.",2020-07-30,-12,38,NA,NA,-27,1
"Vilniaus apskr.","Ukmergės r.",2020-07-31,-18,48,NA,NA,-24,0
"Vilniaus apskr.","Ukmergės r.",2020-08-01,-22,36,NA,NA,22,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-02,-23,43,NA,NA,40,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-03,-17,34,NA,NA,-25,1
"Vilniaus apskr.","Ukmergės r.",2020-08-04,-18,40,NA,NA,-26,2
"Vilniaus apskr.","Ukmergės r.",2020-08-05,-12,49,NA,NA,-24,-1
"Vilniaus apskr.","Ukmergės r.",2020-08-06,-17,44,NA,NA,-25,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-07,-22,49,NA,NA,-24,-4
"Vilniaus apskr.","Ukmergės r.",2020-08-08,-26,35,NA,NA,21,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-09,-24,44,NA,NA,28,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-10,-15,43,NA,NA,-25,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-11,-11,47,NA,NA,-26,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-12,-8,55,NA,NA,-25,-1
"Vilniaus apskr.","Ukmergės r.",2020-08-13,-7,48,NA,NA,-23,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-14,-14,63,NA,NA,-20,-3
"Vilniaus apskr.","Ukmergės r.",2020-08-15,-27,50,NA,NA,13,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-16,-20,62,NA,NA,22,NA
"Vilniaus apskr.","Ukmergės r.",2020-08-17,NA,NA,NA,NA,NA,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-18,NA,NA,NA,NA,NA,-1
"Vilniaus apskr.","Ukmergės r.",2020-08-19,NA,NA,NA,NA,NA,-1
"Vilniaus apskr.","Ukmergės r.",2020-08-20,NA,NA,NA,NA,NA,-1
"Vilniaus apskr.","Ukmergės r.",2020-08-21,NA,NA,NA,NA,NA,-3
"Vilniaus apskr.","Ukmergės r.",2020-08-24,NA,NA,NA,NA,NA,1
"Vilniaus apskr.","Ukmergės r.",2020-08-25,NA,NA,NA,NA,NA,0
"Vilniaus apskr.","Ukmergės r.",2020-08-26,NA,NA,NA,NA,NA,2
"Vilniaus apskr.","Ukmergės r.",2020-08-27,NA,NA,NA,NA,NA,0
"Vilniaus apskr.","Ukmergės r.",2020-08-28,NA,NA,NA,NA,NA,-2
"Vilniaus apskr.","Ukmergės r.",2020-08-31,NA,NA,NA,NA,NA,3
"Vilniaus apskr.","Ukmergės r.",2020-09-01,NA,NA,NA,NA,NA,0
"Vilniaus apskr.","Ukmergės r.",2020-09-02,NA,NA,NA,NA,NA,-2
"Vilniaus apskr.","Ukmergės r.",2020-09-03,NA,NA,NA,NA,NA,-4
"Vilniaus apskr.","Ukmergės r.",2020-09-04,NA,NA,NA,NA,NA,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-07,NA,NA,NA,NA,NA,-2
"Vilniaus apskr.","Ukmergės r.",2020-09-08,NA,NA,NA,NA,NA,-1
"Vilniaus apskr.","Ukmergės r.",2020-09-09,NA,NA,NA,NA,NA,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-10,NA,NA,NA,NA,NA,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-11,-16,50,NA,NA,-13,-9
"Vilniaus apskr.","Ukmergės r.",2020-09-12,-23,38,NA,NA,24,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-13,-13,57,NA,NA,15,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-14,-12,47,NA,NA,-10,-4
"Vilniaus apskr.","Ukmergės r.",2020-09-15,-10,47,NA,NA,-12,-6
"Vilniaus apskr.","Ukmergės r.",2020-09-16,-6,42,NA,NA,-11,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-17,-15,42,NA,NA,-14,-4
"Vilniaus apskr.","Ukmergės r.",2020-09-18,-20,43,NA,NA,-11,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-19,-26,33,NA,NA,19,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-20,-25,49,NA,NA,24,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-21,-10,45,NA,NA,-12,-3
"Vilniaus apskr.","Ukmergės r.",2020-09-22,-15,48,NA,NA,-10,-4
"Vilniaus apskr.","Ukmergės r.",2020-09-23,-16,43,NA,NA,-8,-4
"Vilniaus apskr.","Ukmergės r.",2020-09-24,-18,37,NA,NA,-8,-3
"Vilniaus apskr.","Ukmergės r.",2020-09-25,-18,43,NA,NA,-11,-5
"Vilniaus apskr.","Ukmergės r.",2020-09-26,-17,41,NA,NA,18,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-27,-23,51,NA,NA,22,NA
"Vilniaus apskr.","Ukmergės r.",2020-09-28,-16,39,NA,NA,-8,-1
"Vilniaus apskr.","Ukmergės r.",2020-09-29,-21,42,NA,NA,-9,-3
"Vilniaus apskr.","Ukmergės r.",2020-09-30,-13,45,NA,NA,-8,-4
"Vilniaus apskr.","Ukmergės r.",2020-10-01,-21,37,NA,NA,-7,-4
"Vilniaus apskr.","Ukmergės r.",2020-10-02,-21,44,NA,NA,-5,-5
"Vilniaus apskr.","Ukmergės r.",2020-10-03,-17,40,NA,NA,7,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-04,-17,61,NA,NA,17,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-05,-14,44,NA,NA,-8,-2
"Vilniaus apskr.","Ukmergės r.",2020-10-06,-18,42,NA,NA,-8,-3
"Vilniaus apskr.","Ukmergės r.",2020-10-07,-15,41,NA,NA,-7,-3
"Vilniaus apskr.","Ukmergės r.",2020-10-08,-16,39,NA,NA,-4,-3
"Vilniaus apskr.","Ukmergės r.",2020-10-09,-20,54,NA,NA,-4,-2
"Vilniaus apskr.","Ukmergės r.",2020-10-10,-17,46,NA,NA,23,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-11,-29,62,NA,NA,13,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-12,-24,48,NA,NA,-8,-1
"Vilniaus apskr.","Ukmergės r.",2020-10-13,-24,51,NA,NA,-6,0
"Vilniaus apskr.","Ukmergės r.",2020-10-14,-22,39,NA,NA,-6,1
"Vilniaus apskr.","Ukmergės r.",2020-10-15,-23,45,NA,NA,-4,-2
"Vilniaus apskr.","Ukmergės r.",2020-10-16,-22,46,NA,NA,1,-3
"Vilniaus apskr.","Ukmergės r.",2020-10-17,-25,37,NA,NA,16,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-18,-37,50,NA,NA,9,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-19,-20,37,NA,NA,-4,0
"Vilniaus apskr.","Ukmergės r.",2020-10-20,-26,44,NA,NA,-7,-1
"Vilniaus apskr.","Ukmergės r.",2020-10-21,-21,42,NA,NA,-6,-1
"Vilniaus apskr.","Ukmergės r.",2020-10-22,-19,41,NA,NA,-3,-1
"Vilniaus apskr.","Ukmergės r.",2020-10-23,-23,45,NA,NA,-4,-1
"Vilniaus apskr.","Ukmergės r.",2020-10-24,-25,36,NA,NA,10,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-25,-26,57,NA,NA,4,NA
"Vilniaus apskr.","Ukmergės r.",2020-10-26,-27,35,NA,NA,-25,4
"Vilniaus apskr.","Ukmergės r.",2020-10-27,-28,49,NA,NA,-26,3
"Vilniaus apskr.","Ukmergės r.",2020-10-28,-24,45,NA,NA,-27,3
"Vilniaus apskr.","Ukmergės r.",2020-10-29,-28,40,NA,NA,-28,3
"Vilniaus apskr.","Ukmergės r.",2020-10-30,-33,35,NA,NA,-27,4
"Vilniaus apskr.","Ukmergės r.",2020-10-31,-30,44,NA,NA,6,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-01,-45,70,NA,NA,-20,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-02,-58,20,NA,NA,-79,19
"Vilniaus apskr.","Ukmergės r.",2020-11-03,-40,25,NA,NA,-24,4
"Vilniaus apskr.","Ukmergės r.",2020-11-04,-33,24,NA,NA,-22,5
"Vilniaus apskr.","Ukmergės r.",2020-11-05,-33,22,NA,NA,-21,5
"Vilniaus apskr.","Ukmergės r.",2020-11-06,-35,26,NA,NA,-18,4
"Vilniaus apskr.","Ukmergės r.",2020-11-07,-43,8,NA,NA,11,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-08,NA,17,NA,NA,-9,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-09,NA,17,NA,NA,-21,4
"Vilniaus apskr.","Ukmergės r.",2020-11-10,-45,35,NA,NA,-20,5
"Vilniaus apskr.","Ukmergės r.",2020-11-11,-39,27,NA,NA,-19,5
"Vilniaus apskr.","Ukmergės r.",2020-11-12,-39,30,NA,NA,-19,4
"Vilniaus apskr.","Ukmergės r.",2020-11-13,-39,25,NA,NA,-18,5
"Vilniaus apskr.","Ukmergės r.",2020-11-14,-39,25,NA,NA,14,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-15,NA,NA,NA,NA,-5,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-16,NA,20,NA,NA,-27,7
"Vilniaus apskr.","Ukmergės r.",2020-11-17,-46,22,NA,NA,-27,6
"Vilniaus apskr.","Ukmergės r.",2020-11-18,-41,23,NA,NA,-27,7
"Vilniaus apskr.","Ukmergės r.",2020-11-19,-46,23,NA,NA,-25,6
"Vilniaus apskr.","Ukmergės r.",2020-11-20,-44,29,NA,NA,-24,5
"Vilniaus apskr.","Ukmergės r.",2020-11-21,-42,22,NA,NA,7,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-22,NA,17,NA,NA,-13,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-23,NA,26,NA,NA,-25,8
"Vilniaus apskr.","Ukmergės r.",2020-11-24,-45,24,NA,NA,-27,7
"Vilniaus apskr.","Ukmergės r.",2020-11-25,-45,26,NA,NA,-25,6
"Vilniaus apskr.","Ukmergės r.",2020-11-26,-47,21,NA,NA,-26,7
"Vilniaus apskr.","Ukmergės r.",2020-11-27,-44,18,NA,NA,-22,7
"Vilniaus apskr.","Ukmergės r.",2020-11-28,-49,17,NA,NA,11,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-29,NA,NA,NA,NA,-8,NA
"Vilniaus apskr.","Ukmergės r.",2020-11-30,NA,22,NA,NA,-28,8
"Vilniaus apskr.","Ukmergės r.",2020-12-01,-43,26,NA,NA,-27,7
"Vilniaus apskr.","Ukmergės r.",2020-12-02,-38,22,NA,NA,-25,8
"Vilniaus apskr.","Ukmergės r.",2020-12-03,-35,22,NA,NA,-26,7
"Vilniaus apskr.","Ukmergės r.",2020-12-04,-44,26,NA,NA,-24,8
"Vilniaus apskr.","Ukmergės r.",2020-12-05,-46,16,NA,NA,7,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-06,NA,NA,NA,NA,-9,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-07,NA,20,NA,NA,-27,8
"Vilniaus apskr.","Ukmergės r.",2020-12-08,-44,31,NA,NA,-29,7
"Vilniaus apskr.","Ukmergės r.",2020-12-09,-46,13,NA,NA,-33,10
"Vilniaus apskr.","Ukmergės r.",2020-12-10,-40,24,NA,NA,-35,10
"Vilniaus apskr.","Ukmergės r.",2020-12-11,-43,23,NA,NA,-35,10
"Vilniaus apskr.","Ukmergės r.",2020-12-12,-38,19,NA,NA,6,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-13,-38,39,NA,NA,-7,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-14,-14,52,NA,NA,-34,8
"Vilniaus apskr.","Ukmergės r.",2020-12-15,-9,63,NA,NA,-37,6
"Vilniaus apskr.","Ukmergės r.",2020-12-16,-70,-1,NA,NA,-41,13
"Vilniaus apskr.","Ukmergės r.",2020-12-17,-68,13,NA,NA,-40,12
"Vilniaus apskr.","Ukmergės r.",2020-12-18,-71,-4,NA,NA,-42,15
"Vilniaus apskr.","Ukmergės r.",2020-12-19,-76,-16,NA,NA,-12,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-20,NA,NA,NA,NA,-28,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-21,-59,32,NA,NA,-44,13
"Vilniaus apskr.","Ukmergės r.",2020-12-22,-57,56,NA,NA,-44,12
"Vilniaus apskr.","Ukmergės r.",2020-12-23,-57,54,NA,NA,-49,13
"Vilniaus apskr.","Ukmergės r.",2020-12-24,NA,-8,NA,NA,-83,27
"Vilniaus apskr.","Ukmergės r.",2020-12-25,NA,-86,NA,NA,-89,31
"Vilniaus apskr.","Ukmergės r.",2020-12-26,NA,-57,NA,NA,-47,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-27,NA,NA,NA,NA,-35,NA
"Vilniaus apskr.","Ukmergės r.",2020-12-28,-64,14,NA,NA,-56,18
"Vilniaus apskr.","Ukmergės r.",2020-12-29,-65,24,NA,NA,-55,17
"Vilniaus apskr.","Ukmergės r.",2020-12-30,-53,58,NA,NA,-54,15
"Vilniaus apskr.","Ukmergės r.",2020-12-31,-63,45,NA,NA,-61,17
"Vilniaus apskr.","Vilniaus m.",2020-02-15,-2,0,36,6,1,-2
"Vilniaus apskr.","Vilniaus m.",2020-02-16,4,-1,28,12,-3,-2
"Vilniaus apskr.","Vilniaus m.",2020-02-17,3,-2,12,1,-11,2
"Vilniaus apskr.","Vilniaus m.",2020-02-18,4,0,11,2,-10,2
"Vilniaus apskr.","Vilniaus m.",2020-02-19,4,1,19,-1,-11,2
"Vilniaus apskr.","Vilniaus m.",2020-02-20,3,2,14,1,-12,2
"Vilniaus apskr.","Vilniaus m.",2020-02-21,-3,-3,7,-1,-12,2
"Vilniaus apskr.","Vilniaus m.",2020-02-22,-7,-3,7,2,-1,-2
"Vilniaus apskr.","Vilniaus m.",2020-02-23,-5,0,-7,1,0,-1
"Vilniaus apskr.","Vilniaus m.",2020-02-24,3,3,20,5,2,0
"Vilniaus apskr.","Vilniaus m.",2020-02-25,-3,1,-5,5,3,0
"Vilniaus apskr.","Vilniaus m.",2020-02-26,2,5,18,4,2,0
"Vilniaus apskr.","Vilniaus m.",2020-02-27,0,7,-5,1,1,0
"Vilniaus apskr.","Vilniaus m.",2020-02-28,-8,2,-8,-3,1,2
