"administrative_level_2","day","retail_and_recreation","grocery_and_pharmacy","parks","transit_stations","workplaces","residential"
"Šiaulių apskr.",2020-03-28,-67,-34,62,6,-28,7
"Šiaulių apskr.",2020-03-29,-73,-39,-41,-38,-30,NA
"Šiaulių apskr.",2020-03-30,-62,-29,8,-29,-47,18
"Šiaulių apskr.",2020-03-31,-62,-30,-8,-28,-47,18
"Šiaulių apskr.",2020-04-01,-65,-32,-28,-15,-48,19
"Šiaulių apskr.",2020-04-02,-64,-34,-29,-29,-49,20
"Šiaulių apskr.",2020-04-03,-64,-27,-19,-27,-48,21
"Šiaulių apskr.",2020-04-04,-66,-32,1,-10,-30,11
"Šiaulių apskr.",2020-04-05,-63,-27,68,-15,-24,7
"Šiaulių apskr.",2020-04-06,-58,-25,NA,-10,-46,15
"Šiaulių apskr.",2020-04-07,-56,-15,NA,2,-47,14
"Šiaulių apskr.",2020-04-08,-54,-12,NA,5,-47,14
"Šiaulių apskr.",2020-04-09,-50,2,17,-7,-47,16
"Šiaulių apskr.",2020-04-10,-54,-1,37,-13,-47,17
"Šiaulių apskr.",2020-04-11,-69,-29,-20,-14,-33,13
"Šiaulių apskr.",2020-04-12,-91,-87,-27,-45,-43,NA
"Šiaulių apskr.",2020-04-13,-82,-55,-10,-60,-85,30
"Šiaulių apskr.",2020-04-14,-59,-21,-10,-15,-47,17
"Šiaulių apskr.",2020-04-15,-57,-18,6,-12,-47,18
"Šiaulių apskr.",2020-04-16,-55,-19,3,-21,-47,18
"Šiaulių apskr.",2020-04-17,-52,-13,15,-17,-45,17
"Šiaulių apskr.",2020-04-18,-58,-29,17,-42,-22,8
"Šiaulių apskr.",2020-04-19,-56,-28,53,-52,-17,5
"Šiaulių apskr.",2020-04-20,-48,-24,35,-54,-44,15
"Šiaulių apskr.",2020-04-21,-49,-21,NA,-45,-43,13
"Šiaulių apskr.",2020-04-22,-48,-22,NA,-44,-42,12
"Šiaulių apskr.",2020-04-23,-45,-19,73,-44,-42,13
"Šiaulių apskr.",2020-04-24,-47,-17,56,-46,-41,12
"Šiaulių apskr.",2020-04-25,-45,-19,46,NA,-14,4
"Šiaulių apskr.",2020-04-26,-44,-19,44,-48,-11,3
"Šiaulių apskr.",2020-04-27,-37,-16,NA,-43,-38,12
"Šiaulių apskr.",2020-04-28,-37,-10,NA,-32,-38,10
"Šiaulių apskr.",2020-04-29,-36,-10,49,-34,-38,12
"Šiaulių apskr.",2020-04-30,-27,3,69,-26,-37,9
"Šiaulių apskr.",2020-05-01,-49,-17,NA,-48,-72,17
"Šiaulių apskr.",2020-05-02,-34,-6,NA,NA,-14,4
"Šiaulių apskr.",2020-05-03,-26,9,NA,-25,3,-3
"Šiaulių apskr.",2020-05-04,-35,-18,NA,-38,-35,10
"Šiaulių apskr.",2020-05-05,-34,-11,NA,-28,-34,10
"Šiaulių apskr.",2020-05-06,-33,-7,NA,-22,-34,10
"Šiaulių apskr.",2020-05-07,-33,-8,65,-33,-34,11
"Šiaulių apskr.",2020-05-08,-35,-2,NA,-26,-31,9
"Šiaulių apskr.",2020-05-09,-32,0,NA,-14,0,-2
"Šiaulių apskr.",2020-05-10,-28,2,NA,-17,6,-4
"Šiaulių apskr.",2020-05-11,-31,-1,-3,-36,-34,12
"Šiaulių apskr.",2020-05-12,-29,3,38,-28,-33,11
"Šiaulių apskr.",2020-05-13,-31,-1,19,-30,-32,11
"Šiaulių apskr.",2020-05-14,-28,1,48,-28,-31,9
"Šiaulių apskr.",2020-05-15,-35,5,36,-25,-30,9
"Šiaulių apskr.",2020-05-16,-33,8,20,-28,-1,2
"Šiaulių apskr.",2020-05-17,-35,3,28,-32,0,2
"Šiaulių apskr.",2020-05-18,-23,4,52,-30,-26,8
"Šiaulių apskr.",2020-05-19,-26,5,44,-26,-26,8
"Šiaulių apskr.",2020-05-20,-21,11,NA,-17,-26,7
"Šiaulių apskr.",2020-05-21,-22,9,46,-21,-27,8
"Šiaulių apskr.",2020-05-22,-27,11,NA,-19,-24,6
"Šiaulių apskr.",2020-05-23,-28,12,NA,-12,10,-5
"Šiaulių apskr.",2020-05-24,-29,8,53,-31,8,-1
"Šiaulių apskr.",2020-05-25,-19,7,NA,-22,-25,7
"Šiaulių apskr.",2020-05-26,-21,11,NA,-19,-22,5
"Šiaulių apskr.",2020-05-27,-20,15,NA,-15,-22,5
"Šiaulių apskr.",2020-05-28,-19,14,70,-19,-23,6
"Šiaulių apskr.",2020-05-29,-25,14,NA,-15,-22,4
"Šiaulių apskr.",2020-05-30,-27,13,NA,-11,15,-4
"Šiaulių apskr.",2020-05-31,-23,14,NA,-15,26,-6
"Šiaulių apskr.",2020-06-01,-15,11,NA,-21,-19,4
"Šiaulių apskr.",2020-06-02,-18,11,NA,-18,-18,3
"Šiaulių apskr.",2020-06-03,-17,14,NA,-13,-19,4
"Šiaulių apskr.",2020-06-04,-15,14,NA,-14,-18,3
"Šiaulių apskr.",2020-06-05,-21,16,NA,-9,-18,1
"Šiaulių apskr.",2020-06-06,-21,21,NA,-8,17,-5
"Šiaulių apskr.",2020-06-07,-17,33,NA,-6,26,-7
"Šiaulių apskr.",2020-06-08,-17,9,NA,-21,-19,4
"Šiaulių apskr.",2020-06-09,-16,16,NA,-15,-19,3
"Šiaulių apskr.",2020-06-10,-11,22,NA,-10,-18,2
"Šiaulių apskr.",2020-06-11,-11,20,NA,-13,-20,2
"Šiaulių apskr.",2020-06-12,-19,19,NA,-7,-18,-1
"Šiaulių apskr.",2020-06-13,-24,14,NA,-4,17,-7
"Šiaulių apskr.",2020-06-14,-25,14,NA,-13,17,-6
"Šiaulių apskr.",2020-06-15,-9,19,NA,-10,-19,2
"Šiaulių apskr.",2020-06-16,-9,23,NA,-3,-17,0
"Šiaulių apskr.",2020-06-17,-7,26,NA,1,-17,-1
"Šiaulių apskr.",2020-06-18,-7,24,NA,0,-18,-1
"Šiaulių apskr.",2020-06-19,-14,23,NA,-4,-18,-3
"Šiaulių apskr.",2020-06-20,-24,17,NA,-4,15,-8
"Šiaulių apskr.",2020-06-21,-17,20,NA,0,22,-9
"Šiaulių apskr.",2020-06-22,-2,29,NA,-7,-21,-1
"Šiaulių apskr.",2020-06-23,3,48,NA,4,-22,-5
"Šiaulių apskr.",2020-06-24,-39,5,NA,-31,-69,6
"Šiaulių apskr.",2020-06-25,-9,25,NA,-5,-24,-1
"Šiaulių apskr.",2020-06-26,-19,19,NA,-4,-23,-2
"Šiaulių apskr.",2020-06-27,-28,9,NA,-3,9,-8
"Šiaulių apskr.",2020-06-28,-17,22,NA,-3,20,-10
"Šiaulių apskr.",2020-06-29,-2,23,NA,-9,-20,0
"Šiaulių apskr.",2020-06-30,-4,27,NA,-6,-20,1
"Šiaulių apskr.",2020-07-01,-6,19,NA,-2,-21,1
"Šiaulių apskr.",2020-07-02,-5,20,NA,0,-20,0
"Šiaulių apskr.",2020-07-03,-14,10,NA,-3,-20,-1
"Šiaulių apskr.",2020-07-04,-17,6,NA,6,12,-9
"Šiaulių apskr.",2020-07-05,-7,11,NA,0,16,-7
"Šiaulių apskr.",2020-07-06,-28,-7,NA,-30,-72,9
"Šiaulių apskr.",2020-07-07,-6,15,NA,2,-25,0
"Šiaulių apskr.",2020-07-08,-5,14,NA,5,-24,1
"Šiaulių apskr.",2020-07-09,-4,14,NA,5,-25,1
"Šiaulių apskr.",2020-07-10,-9,14,83,-5,-24,1
"Šiaulių apskr.",2020-07-11,-9,10,NA,3,12,-6
"Šiaulių apskr.",2020-07-12,-8,14,NA,0,18,-8
"Šiaulių apskr.",2020-07-13,1,17,NA,-1,-26,1
"Šiaulių apskr.",2020-07-14,-1,19,NA,2,-26,-1
"Šiaulių apskr.",2020-07-15,0,19,NA,9,-24,-2
"Šiaulių apskr.",2020-07-16,-1,19,NA,13,-26,-2
"Šiaulių apskr.",2020-07-17,-11,20,NA,8,-25,-3
"Šiaulių apskr.",2020-07-18,-19,10,NA,11,9,-12
"Šiaulių apskr.",2020-07-19,-14,21,NA,12,18,-13
"Šiaulių apskr.",2020-07-20,-3,25,NA,2,-29,0
"Šiaulių apskr.",2020-07-21,-1,24,NA,6,-28,0
"Šiaulių apskr.",2020-07-22,-2,21,NA,1,-28,3
"Šiaulių apskr.",2020-07-23,-1,20,NA,4,-27,2
"Šiaulių apskr.",2020-07-24,-11,17,NA,3,-27,1
"Šiaulių apskr.",2020-07-25,-13,10,NA,14,8,-6
"Šiaulių apskr.",2020-07-26,-3,20,NA,17,19,-11
"Šiaulių apskr.",2020-07-27,-2,21,NA,-1,-28,0
"Šiaulių apskr.",2020-07-28,-4,23,NA,9,-27,-1
"Šiaulių apskr.",2020-07-29,-4,23,NA,5,-28,1
"Šiaulių apskr.",2020-07-30,-3,21,86,-1,-29,3
"Šiaulių apskr.",2020-07-31,-11,17,NA,-6,-27,1
"Šiaulių apskr.",2020-08-01,-18,5,NA,4,10,-8
"Šiaulių apskr.",2020-08-02,-15,16,NA,6,19,-11
"Šiaulių apskr.",2020-08-03,-6,17,NA,-4,-29,2
"Šiaulių apskr.",2020-08-04,-6,20,NA,-7,-29,3
"Šiaulių apskr.",2020-08-05,-3,19,NA,12,-27,0
"Šiaulių apskr.",2020-08-06,-6,18,NA,12,-28,-2
"Šiaulių apskr.",2020-08-07,-17,12,NA,9,-27,-4
"Šiaulių apskr.",2020-08-08,-23,3,NA,14,10,-12
"Šiaulių apskr.",2020-08-09,-15,15,NA,25,16,-14
"Šiaulių apskr.",2020-08-10,-1,24,NA,8,-29,-1
"Šiaulių apskr.",2020-08-11,-2,22,NA,12,-29,-2
"Šiaulių apskr.",2020-08-12,1,23,NA,17,-28,-2
"Šiaulių apskr.",2020-08-13,0,21,NA,11,-29,-1
"Šiaulių apskr.",2020-08-14,-10,18,NA,18,-28,-3
"Šiaulių apskr.",2020-08-15,-16,6,NA,31,0,-11
"Šiaulių apskr.",2020-08-16,-13,19,NA,22,18,-13
"Šiaulių apskr.",2020-08-17,NA,NA,NA,NA,-28,-1
"Šiaulių apskr.",2020-08-18,NA,NA,NA,NA,-27,-1
"Šiaulių apskr.",2020-08-19,NA,NA,NA,NA,-27,0
"Šiaulių apskr.",2020-08-20,NA,NA,NA,NA,-27,-1
"Šiaulių apskr.",2020-08-21,-11,14,NA,NA,-27,-3
"Šiaulių apskr.",2020-08-22,-16,5,NA,NA,NA,-8
"Šiaulių apskr.",2020-08-23,NA,NA,NA,NA,NA,-8
"Šiaulių apskr.",2020-08-24,NA,NA,NA,NA,-25,1
"Šiaulių apskr.",2020-08-25,NA,NA,NA,NA,-25,1
"Šiaulių apskr.",2020-08-26,NA,NA,NA,NA,-24,2
"Šiaulių apskr.",2020-08-27,NA,NA,NA,NA,-24,1
"Šiaulių apskr.",2020-08-28,-8,11,NA,NA,-21,-3
"Šiaulių apskr.",2020-08-29,-11,7,NA,NA,NA,-3
"Šiaulių apskr.",2020-08-30,NA,NA,NA,NA,NA,-6
"Šiaulių apskr.",2020-08-31,NA,NA,NA,NA,-24,2
"Šiaulių apskr.",2020-09-01,NA,NA,NA,NA,-24,-1
"Šiaulių apskr.",2020-09-02,NA,NA,NA,NA,-20,-1
"Šiaulių apskr.",2020-09-03,NA,NA,NA,NA,-20,-3
"Šiaulių apskr.",2020-09-04,-13,10,NA,NA,-18,-4
"Šiaulių apskr.",2020-09-05,-18,2,NA,NA,NA,-5
"Šiaulių apskr.",2020-09-06,NA,NA,NA,NA,NA,-6
"Šiaulių apskr.",2020-09-07,NA,NA,NA,NA,-20,-2
"Šiaulių apskr.",2020-09-08,NA,NA,NA,NA,-21,-2
"Šiaulių apskr.",2020-09-09,NA,NA,NA,NA,-17,-4
"Šiaulių apskr.",2020-09-10,NA,NA,NA,NA,-19,-5
"Šiaulių apskr.",2020-09-11,-1,11,NA,30,-19,-9
"Šiaulių apskr.",2020-09-12,0,5,NA,39,3,-12
"Šiaulių apskr.",2020-09-13,-7,14,NA,34,5,-10
"Šiaulių apskr.",2020-09-14,-3,15,NA,16,-14,-5
"Šiaulių apskr.",2020-09-15,-2,17,NA,29,-12,-7
"Šiaulių apskr.",2020-09-16,-5,15,NA,26,-13,-6
"Šiaulių apskr.",2020-09-17,-7,16,61,13,-15,-3
"Šiaulių apskr.",2020-09-18,-13,8,NA,26,-13,-5
"Šiaulių apskr.",2020-09-19,-12,5,140,19,2,-8
"Šiaulių apskr.",2020-09-20,-7,14,NA,27,7,-8
"Šiaulių apskr.",2020-09-21,-6,13,NA,14,-15,-2
"Šiaulių apskr.",2020-09-22,-8,13,NA,16,-14,-3
"Šiaulių apskr.",2020-09-23,-9,11,NA,15,-13,-3
"Šiaulių apskr.",2020-09-24,-13,13,83,14,-14,-2
"Šiaulių apskr.",2020-09-25,-18,6,NA,15,-14,-3
"Šiaulių apskr.",2020-09-26,-22,1,99,13,-1,-6
"Šiaulių apskr.",2020-09-27,-17,8,NA,12,3,-7
"Šiaulių apskr.",2020-09-28,-17,7,NA,-4,-18,1
"Šiaulių apskr.",2020-09-29,-16,10,NA,7,-16,0
"Šiaulių apskr.",2020-09-30,-13,11,NA,3,-17,-1
"Šiaulių apskr.",2020-10-01,-15,16,56,8,-17,-1
"Šiaulių apskr.",2020-10-02,-22,3,65,15,-17,-2
"Šiaulių apskr.",2020-10-03,-26,-2,28,10,-5,-3
"Šiaulių apskr.",2020-10-04,-20,9,101,20,1,-5
"Šiaulių apskr.",2020-10-05,-16,6,NA,10,-19,-1
"Šiaulių apskr.",2020-10-06,-19,10,52,12,-17,-1
"Šiaulių apskr.",2020-10-07,-16,11,NA,22,-16,-1
"Šiaulių apskr.",2020-10-08,-15,12,62,17,-17,0
"Šiaulių apskr.",2020-10-09,-22,5,51,11,-16,0
"Šiaulių apskr.",2020-10-10,-21,3,44,18,-2,-3
"Šiaulių apskr.",2020-10-11,-12,13,NA,25,1,-4
"Šiaulių apskr.",2020-10-12,-16,6,48,11,-19,2
"Šiaulių apskr.",2020-10-13,-14,12,NA,17,-17,1
"Šiaulių apskr.",2020-10-14,-21,5,12,7,-17,4
"Šiaulių apskr.",2020-10-15,-15,17,7,8,-18,3
"Šiaulių apskr.",2020-10-16,-20,6,45,10,-17,1
"Šiaulių apskr.",2020-10-17,-21,4,42,12,-3,-3
"Šiaulių apskr.",2020-10-18,-17,6,21,4,-10,-1
"Šiaulių apskr.",2020-10-19,-16,6,32,1,-17,2
"Šiaulių apskr.",2020-10-20,-16,12,44,10,-17,2
"Šiaulių apskr.",2020-10-21,-15,12,48,13,-16,2
"Šiaulių apskr.",2020-10-22,-17,13,19,8,-18,3
"Šiaulių apskr.",2020-10-23,-23,5,54,12,-17,1
"Šiaulių apskr.",2020-10-24,-23,4,48,10,-4,-1
"Šiaulių apskr.",2020-10-25,-15,15,NA,18,-2,-4
"Šiaulių apskr.",2020-10-26,-22,4,38,-3,-29,5
"Šiaulių apskr.",2020-10-27,-20,11,52,7,-29,4
"Šiaulių apskr.",2020-10-28,-21,7,NA,8,-29,4
"Šiaulių apskr.",2020-10-29,-23,10,19,3,-31,5
"Šiaulių apskr.",2020-10-30,-29,4,37,1,-32,5
"Šiaulių apskr.",2020-10-31,-28,7,71,17,-8,-2
"Šiaulių apskr.",2020-11-01,-25,20,NA,23,-21,-4
"Šiaulių apskr.",2020-11-02,-48,-15,34,-35,-78,18
"Šiaulių apskr.",2020-11-03,-28,-1,29,2,-28,5
"Šiaulių apskr.",2020-11-04,-29,0,26,3,-28,6
"Šiaulių apskr.",2020-11-05,-28,4,5,-2,-28,7
"Šiaulių apskr.",2020-11-06,-31,-2,42,-2,-26,5
"Šiaulių apskr.",2020-11-07,-45,-10,25,-9,-11,3
"Šiaulių apskr.",2020-11-08,-43,-9,78,-12,-12,2
"Šiaulių apskr.",2020-11-09,-34,-3,34,-10,-29,7
"Šiaulių apskr.",2020-11-10,-31,6,33,-1,-29,7
"Šiaulių apskr.",2020-11-11,-33,4,27,-2,-28,7
"Šiaulių apskr.",2020-11-12,-33,8,12,-4,-29,8
"Šiaulių apskr.",2020-11-13,-38,-1,14,-5,-29,8
"Šiaulių apskr.",2020-11-14,-39,-4,25,0,-10,2
"Šiaulių apskr.",2020-11-15,-40,-4,50,-10,-15,2
"Šiaulių apskr.",2020-11-16,-33,-2,15,-12,-30,8
"Šiaulių apskr.",2020-11-17,-35,2,11,-8,-30,8
"Šiaulių apskr.",2020-11-18,-34,0,18,-2,-29,8
"Šiaulių apskr.",2020-11-19,-35,1,0,-5,-30,8
"Šiaulių apskr.",2020-11-20,-38,-1,20,-3,-28,8
"Šiaulių apskr.",2020-11-21,-38,-5,26,2,-13,3
"Šiaulių apskr.",2020-11-22,-42,-9,9,-18,-21,3
"Šiaulių apskr.",2020-11-23,-33,-5,8,-11,-29,8
"Šiaulių apskr.",2020-11-24,-34,0,8,-3,-29,8
"Šiaulių apskr.",2020-11-25,-33,1,14,-4,-29,8
"Šiaulių apskr.",2020-11-26,-34,3,0,-8,-30,8
"Šiaulių apskr.",2020-11-27,-37,-5,11,-8,-28,7
"Šiaulių apskr.",2020-11-28,-40,-8,-1,-5,-12,4
"Šiaulių apskr.",2020-11-29,-37,-5,52,-11,-17,2
"Šiaulių apskr.",2020-11-30,-31,0,2,-14,-30,8
"Šiaulių apskr.",2020-12-01,-33,1,14,-1,-29,8
"Šiaulių apskr.",2020-12-02,-32,2,20,-2,-28,8
"Šiaulių apskr.",2020-12-03,-33,5,6,-6,-29,9
"Šiaulių apskr.",2020-12-04,-38,-4,17,-8,-28,9
"Šiaulių apskr.",2020-12-05,-33,-6,24,0,-11,4
"Šiaulių apskr.",2020-12-06,-33,-5,33,-12,-18,3
"Šiaulių apskr.",2020-12-07,-29,-1,5,-9,-30,8
"Šiaulių apskr.",2020-12-08,-29,6,11,-4,-28,8
"Šiaulių apskr.",2020-12-09,-34,-3,21,-8,-30,9
"Šiaulių apskr.",2020-12-10,-31,7,17,-6,-32,9
"Šiaulių apskr.",2020-12-11,-37,-3,27,-3,-31,9
"Šiaulių apskr.",2020-12-12,-36,-6,22,-1,-11,4
"Šiaulių apskr.",2020-12-13,-32,0,56,-6,-16,3
"Šiaulių apskr.",2020-12-14,-11,18,NA,8,-34,7
"Šiaulių apskr.",2020-12-15,-10,25,45,15,-35,6
"Šiaulių apskr.",2020-12-16,-55,-13,2,-21,-40,13
"Šiaulių apskr.",2020-12-17,-52,-2,11,-20,-41,13
"Šiaulių apskr.",2020-12-18,-57,-15,5,-26,-41,15
"Šiaulių apskr.",2020-12-19,-62,-24,-1,-26,-27,11
"Šiaulių apskr.",2020-12-20,-59,-17,19,-28,-26,8
"Šiaulių apskr.",2020-12-21,-40,11,21,-21,-44,12
"Šiaulių apskr.",2020-12-22,-39,26,25,-10,-45,11
"Šiaulių apskr.",2020-12-23,-37,35,38,-7,-48,12
"Šiaulių apskr.",2020-12-24,-69,-20,-8,-52,-84,26
"Šiaulių apskr.",2020-12-25,-87,-87,45,-72,-88,30
"Šiaulių apskr.",2020-12-26,-76,-54,20,-49,-53,13
"Šiaulių apskr.",2020-12-27,-66,-30,44,-39,-33,8
"Šiaulių apskr.",2020-12-28,-52,-5,17,-35,-52,16
"Šiaulių apskr.",2020-12-29,-51,1,2,-30,-52,15
"Šiaulių apskr.",2020-12-30,-43,24,29,-19,-52,14
"Šiaulių apskr.",2020-12-31,-51,20,5,-34,-61,18
"Tauragės apskr.",2020-02-15,4,-16,NA,NA,4,NA
"Tauragės apskr.",2020-02-16,14,-23,NA,NA,0,NA
"Tauragės apskr.",2020-02-17,6,-16,NA,NA,-22,3
"Tauragės apskr.",2020-02-18,7,-14,NA,NA,-20,3
"Tauragės apskr.",2020-02-19,2,-21,NA,NA,-20,4
"Tauragės apskr.",2020-02-20,4,-11,NA,NA,-20,2
"Tauragės apskr.",2020-02-21,0,-17,NA,NA,-20,3
"Tauragės apskr.",2020-02-22,0,-18,NA,NA,4,NA
"Tauragės apskr.",2020-02-23,4,-21,NA,NA,0,NA
"Tauragės apskr.",2020-02-24,3,-12,NA,NA,4,-1
"Tauragės apskr.",2020-02-25,2,-13,NA,NA,2,0
"Tauragės apskr.",2020-02-26,2,-14,NA,NA,3,0
"Tauragės apskr.",2020-02-27,3,-9,NA,NA,0,1
"Tauragės apskr.",2020-02-28,5,-15,NA,NA,4,0
"Tauragės apskr.",2020-02-29,8,-9,NA,NA,6,NA
"Tauragės apskr.",2020-03-01,13,-16,NA,NA,5,NA
"Tauragės apskr.",2020-03-02,-2,-15,NA,NA,5,0
"Tauragės apskr.",2020-03-03,2,-4,NA,NA,4,-1
"Tauragės apskr.",2020-03-04,4,3,NA,NA,3,0
"Tauragės apskr.",2020-03-05,4,-6,NA,NA,4,0
"Tauragės apskr.",2020-03-06,6,-5,NA,NA,5,-1
"Tauragės apskr.",2020-03-07,10,4,NA,NA,8,NA
"Tauragės apskr.",2020-03-08,30,25,NA,NA,8,NA
"Tauragės apskr.",2020-03-09,5,-2,NA,NA,2,0
"Tauragės apskr.",2020-03-10,27,10,NA,NA,1,-3
"Tauragės apskr.",2020-03-11,-23,-28,NA,NA,-66,NA
"Tauragės apskr.",2020-03-12,7,11,NA,NA,-1,0
"Tauragės apskr.",2020-03-13,-4,-1,NA,NA,-20,3
"Tauragės apskr.",2020-03-14,1,4,NA,NA,0,NA
"Tauragės apskr.",2020-03-15,22,16,NA,NA,-1,NA
"Tauragės apskr.",2020-03-16,-32,-29,NA,NA,-37,12
"Tauragės apskr.",2020-03-17,-36,-43,NA,NA,-43,13
"Tauragės apskr.",2020-03-18,-42,-42,NA,NA,-45,15
"Tauragės apskr.",2020-03-19,-39,-39,NA,NA,-44,14
"Tauragės apskr.",2020-03-20,-49,-25,NA,-35,-43,NA
"Tauragės apskr.",2020-03-21,-53,-28,NA,NA,-25,NA
"Tauragės apskr.",2020-03-22,-47,-16,NA,NA,-21,NA
"Tauragės apskr.",2020-03-23,-48,-23,NA,NA,-45,15
"Tauragės apskr.",2020-03-24,-50,-21,NA,NA,-47,NA
"Tauragės apskr.",2020-03-25,-55,-29,NA,NA,-47,NA
"Tauragės apskr.",2020-03-26,-52,-27,NA,NA,-48,NA
"Tauragės apskr.",2020-03-27,-53,-31,NA,-46,-46,NA
"Tauragės apskr.",2020-03-28,-52,-30,NA,NA,-23,NA
"Tauragės apskr.",2020-03-29,-60,-31,NA,NA,-23,NA
"Tauragės apskr.",2020-03-30,-52,-27,NA,NA,-45,NA
"Tauragės apskr.",2020-03-31,-52,-30,NA,NA,-47,NA
"Tauragės apskr.",2020-04-01,-56,-30,NA,NA,-48,NA
"Tauragės apskr.",2020-04-02,-54,-32,NA,NA,-48,NA
"Tauragės apskr.",2020-04-03,-55,-28,NA,-54,-46,NA
"Tauragės apskr.",2020-04-04,-51,-29,NA,NA,-26,NA
"Tauragės apskr.",2020-04-05,-42,-14,NA,NA,-19,NA
"Tauragės apskr.",2020-04-06,-47,NA,NA,NA,-44,13
"Tauragės apskr.",2020-04-07,-41,NA,NA,NA,-46,12
"Tauragės apskr.",2020-04-08,-39,NA,NA,NA,-44,12
"Tauragės apskr.",2020-04-09,-31,NA,NA,NA,-46,13
"Tauragės apskr.",2020-04-10,-34,NA,NA,-54,-46,NA
"Tauragės apskr.",2020-04-11,-56,NA,NA,NA,-28,NA
"Tauragės apskr.",2020-04-12,-86,NA,NA,NA,-37,NA
"Tauragės apskr.",2020-04-13,-76,NA,NA,-66,-82,NA
"Tauragės apskr.",2020-04-14,-45,NA,NA,NA,-47,NA
"Tauragės apskr.",2020-04-15,-45,NA,NA,NA,-48,NA
"Tauragės apskr.",2020-04-16,-40,NA,NA,NA,-46,NA
"Tauragės apskr.",2020-04-17,-37,NA,NA,-51,-42,NA
"Tauragės apskr.",2020-04-18,-33,-25,NA,NA,-16,NA
"Tauragės apskr.",2020-04-19,NA,NA,NA,NA,-13,NA
"Tauragės apskr.",2020-04-20,-34,-23,NA,NA,-41,12
"Tauragės apskr.",2020-04-21,-29,-20,NA,NA,-41,11
"Tauragės apskr.",2020-04-22,-30,-23,NA,NA,-42,10
"Tauragės apskr.",2020-04-23,-29,-22,NA,NA,-40,11
"Tauragės apskr.",2020-04-24,-29,-22,NA,-32,-37,11
"Tauragės apskr.",2020-04-25,-23,-12,NA,NA,-13,NA
"Tauragės apskr.",2020-04-26,NA,NA,NA,NA,-8,NA
"Tauragės apskr.",2020-04-27,-24,-20,NA,NA,-34,9
"Tauragės apskr.",2020-04-28,-21,-14,NA,NA,-36,8
"Tauragės apskr.",2020-04-29,-21,-9,NA,NA,-34,10
"Tauragės apskr.",2020-04-30,-6,3,NA,NA,-34,7
"Tauragės apskr.",2020-05-01,-31,-21,NA,NA,-65,NA
"Tauragės apskr.",2020-05-02,1,17,NA,NA,-6,NA
"Tauragės apskr.",2020-05-03,NA,NA,NA,NA,3,NA
"Tauragės apskr.",2020-05-04,-24,-21,NA,NA,-33,9
"Tauragės apskr.",2020-05-05,-17,-11,NA,NA,-33,8
"Tauragės apskr.",2020-05-06,-17,-6,NA,NA,-31,10
"Tauragės apskr.",2020-05-07,-19,-3,NA,NA,-32,9
"Tauragės apskr.",2020-05-08,-22,NA,NA,-30,-29,8
"Tauragės apskr.",2020-05-09,-5,NA,NA,NA,1,NA
"Tauragės apskr.",2020-05-10,NA,NA,NA,NA,10,NA
"Tauragės apskr.",2020-05-11,-22,NA,NA,NA,-31,10
"Tauragės apskr.",2020-05-12,-16,NA,NA,NA,-30,9
"Tauragės apskr.",2020-05-13,-21,NA,NA,NA,-29,10
"Tauragės apskr.",2020-05-14,-12,NA,NA,NA,-28,7
"Tauragės apskr.",2020-05-15,-27,NA,NA,NA,-26,8
"Tauragės apskr.",2020-05-16,-22,NA,NA,NA,6,NA
"Tauragės apskr.",2020-05-17,-30,NA,NA,NA,7,NA
"Tauragės apskr.",2020-05-18,-25,NA,NA,NA,-23,7
"Tauragės apskr.",2020-05-19,-24,NA,NA,NA,-24,7
"Tauragės apskr.",2020-05-20,-25,NA,NA,NA,-23,6
"Tauragės apskr.",2020-05-21,-20,NA,NA,NA,-25,6
"Tauragės apskr.",2020-05-22,-30,NA,NA,NA,-21,5
"Tauragės apskr.",2020-05-23,-17,NA,NA,NA,13,NA
"Tauragės apskr.",2020-05-24,-32,NA,NA,NA,12,NA
"Tauragės apskr.",2020-05-25,-29,NA,NA,NA,-24,5
"Tauragės apskr.",2020-05-26,-25,NA,NA,NA,-22,4
"Tauragės apskr.",2020-05-27,-26,NA,NA,NA,-20,4
"Tauragės apskr.",2020-05-28,-26,NA,NA,NA,-21,5
"Tauragės apskr.",2020-05-29,-27,NA,NA,NA,-18,4
"Tauragės apskr.",2020-05-30,-22,NA,NA,NA,18,NA
"Tauragės apskr.",2020-05-31,-18,NA,NA,NA,15,NA
"Tauragės apskr.",2020-06-01,-23,NA,NA,NA,-19,3
"Tauragės apskr.",2020-06-02,-23,NA,NA,NA,-19,2
"Tauragės apskr.",2020-06-03,-27,NA,NA,NA,-19,3
"Tauragės apskr.",2020-06-04,-18,NA,NA,NA,-15,1
"Tauragės apskr.",2020-06-05,-26,NA,NA,NA,-16,3
"Tauragės apskr.",2020-06-06,-7,NA,NA,NA,16,NA
"Tauragės apskr.",2020-06-07,-3,NA,NA,NA,27,NA
"Tauragės apskr.",2020-06-08,-27,NA,NA,NA,-20,3
"Tauragės apskr.",2020-06-09,-26,NA,NA,NA,-18,3
"Tauragės apskr.",2020-06-10,-19,NA,NA,NA,-19,1
"Tauragės apskr.",2020-06-11,-17,NA,NA,NA,-18,0
"Tauragės apskr.",2020-06-12,-21,NA,NA,NA,-18,-1
"Tauragės apskr.",2020-06-13,-14,NA,NA,NA,17,NA
"Tauragės apskr.",2020-06-14,-16,NA,NA,NA,20,NA
