"day","end","incidence","confirmed"
2020-03-17,2020-06-04,19,70
2020-03-18,2020-06-04,23,93
2020-03-19,2020-06-04,26,119
2020-03-20,2020-06-04,29,148
2020-03-21,2020-06-04,32,180
2020-03-22,2020-06-04,35,215
2020-03-23,2020-06-04,37,252
2020-03-24,2020-06-04,39,291
2020-03-25,2020-06-04,41,332
2020-03-26,2020-06-04,43,375
2020-03-27,2020-06-04,44,419
2020-03-28,2020-06-04,46,465
2020-03-29,2020-06-04,47,512
2020-03-30,2020-06-04,47,559
2020-03-31,2020-06-04,47,606
2020-04-01,2020-06-04,48,654
2020-04-02,2020-06-04,47,701
2020-04-03,2020-06-04,47,748
2020-04-04,2020-06-04,46,794
2020-04-05,2020-06-04,46,840
2020-04-06,2020-06-04,45,885
2020-04-07,2020-06-04,44,929
2020-04-08,2020-06-04,43,972
2020-04-09,2020-06-04,41,1013
2020-04-10,2020-06-04,40,1053
2020-04-11,2020-06-04,39,1092
2020-04-12,2020-06-04,37,1129
2020-04-13,2020-06-04,36,1165
2020-04-14,2020-06-04,34,1199
2020-04-15,2020-06-04,33,1232
2020-04-16,2020-06-04,31,1263
2020-04-17,2020-06-04,30,1293
2020-04-18,2020-06-04,28,1321
2020-04-19,2020-06-04,27,1348
2020-04-20,2020-06-04,25,1373
2020-04-21,2020-06-04,24,1397
2020-04-22,2020-06-04,23,1420
2020-04-23,2020-06-04,21,1441
2020-04-24,2020-06-04,20,1461
2020-04-25,2020-06-04,19,1480
2020-04-26,2020-06-04,18,1498
2020-04-27,2020-06-04,17,1515
2020-04-28,2020-06-04,16,1531
2020-04-29,2020-06-04,15,1546
2020-04-30,2020-06-04,14,1560
2020-05-01,2020-06-04,13,1573
2020-05-02,2020-06-04,12,1585
2020-05-03,2020-06-04,11,1596
2020-05-04,2020-06-04,11,1607
2020-05-05,2020-06-04,10,1617
2020-05-06,2020-06-04,9,1626
2020-05-07,2020-06-04,9,1635
2020-05-08,2020-06-04,8,1643
2020-05-09,2020-06-04,8,1651
2020-05-10,2020-06-04,7,1658
2020-05-11,2020-06-04,7,1665
2020-05-12,2020-06-04,6,1671
2020-05-13,2020-06-04,6,1677
2020-05-14,2020-06-04,5,1682
2020-05-15,2020-06-04,5,1687
2020-05-16,2020-06-04,5,1692
2020-05-17,2020-06-04,4,1696
2020-05-18,2020-06-04,4,1700
2020-05-19,2020-06-04,4,1704
2020-05-20,2020-06-04,3,1707
2020-05-21,2020-06-04,3,1710
2020-05-22,2020-06-04,3,1713
2020-05-23,2020-06-04,3,1716
2020-05-24,2020-06-04,3,1719
2020-05-25,2020-06-04,2,1721
2020-05-26,2020-06-04,2,1723
2020-05-27,2020-06-04,2,1725
2020-05-28,2020-06-04,2,1727
2020-05-29,2020-06-04,2,1729
2020-05-30,2020-06-04,2,1731
2020-05-31,2020-06-04,2,1733
2020-06-01,2020-06-04,1,1734
2020-06-02,2020-06-04,1,1735
2020-06-03,2020-06-04,1,1736
2020-06-04,2020-06-04,1,1737
2020-06-05,2020-06-04,1,1738
2020-06-06,2020-06-04,1,1739
2020-06-07,2020-06-04,1,1740
2020-06-08,2020-06-04,1,1741
2020-06-09,2020-06-04,1,1742
2020-06-10,2020-06-04,1,1743
2020-06-11,2020-06-04,1,1744
2020-06-12,2020-06-04,1,1745
2020-06-13,2020-06-04,1,1746
2020-06-14,2020-06-04,1,1747
2020-06-15,2020-06-04,1,1748
2020-06-16,2020-06-04,0,1748
2020-06-17,2020-06-04,0,1748
2020-06-18,2020-06-04,0,1748
2020-06-19,2020-06-04,0,1748
2020-06-20,2020-06-04,0,1748
2020-06-21,2020-06-04,0,1748
2020-06-22,2020-06-04,0,1748
2020-06-23,2020-06-04,0,1748
2020-06-24,2020-06-04,0,1748
2020-06-25,2020-06-04,0,1748
2020-06-26,2020-06-04,0,1748
2020-06-27,2020-06-04,0,1748
2020-06-28,2020-06-04,0,1748
2020-06-29,2020-06-04,0,1748
2020-06-30,2020-06-04,0,1748
2020-07-01,2020-06-04,0,1748
2020-07-02,2020-06-04,0,1748
2020-07-03,2020-06-04,0,1748
2020-07-04,2020-06-04,0,1748
2020-03-11,2020-06-07,3,4
2020-03-12,2020-06-07,4,8
2020-03-13,2020-06-07,6,14
2020-03-14,2020-06-07,10,24
2020-03-15,2020-06-07,13,37
2020-03-16,2020-06-07,16,53
2020-03-17,2020-06-07,19,72
2020-03-18,2020-06-07,23,95
2020-03-19,2020-06-07,26,121
2020-03-20,2020-06-07,29,150
2020-03-21,2020-06-07,32,182
2020-03-22,2020-06-07,35,217
2020-03-23,2020-06-07,37,254
2020-03-24,2020-06-07,39,293
2020-03-25,2020-06-07,41,334
2020-03-26,2020-06-07,43,377
2020-03-27,2020-06-07,44,421
2020-03-28,2020-06-07,46,467
2020-03-29,2020-06-07,46,513
2020-03-30,2020-06-07,47,560
2020-03-31,2020-06-07,47,607
2020-04-01,2020-06-07,47,654
2020-04-02,2020-06-07,47,701
2020-04-03,2020-06-07,47,748
2020-04-04,2020-06-07,46,794
2020-04-05,2020-06-07,46,840
2020-04-06,2020-06-07,45,885
2020-04-07,2020-06-07,44,929
2020-04-08,2020-06-07,43,972
2020-04-09,2020-06-07,41,1013
2020-04-10,2020-06-07,40,1053
2020-04-11,2020-06-07,39,1092
2020-04-12,2020-06-07,37,1129
2020-04-13,2020-06-07,36,1165
2020-04-14,2020-06-07,34,1199
2020-04-15,2020-06-07,33,1232
2020-04-16,2020-06-07,31,1263
2020-04-17,2020-06-07,30,1293
2020-04-18,2020-06-07,28,1321
2020-04-19,2020-06-07,27,1348
2020-04-20,2020-06-07,26,1374
2020-04-21,2020-06-07,24,1398
2020-04-22,2020-06-07,23,1421
2020-04-23,2020-06-07,22,1443
2020-04-24,2020-06-07,20,1463
2020-04-25,2020-06-07,19,1482
2020-04-26,2020-06-07,18,1500
2020-04-27,2020-06-07,17,1517
2020-04-28,2020-06-07,16,1533
2020-04-29,2020-06-07,15,1548
2020-04-30,2020-06-07,14,1562
2020-05-01,2020-06-07,13,1575
2020-05-02,2020-06-07,12,1587
2020-05-03,2020-06-07,12,1599
2020-05-04,2020-06-07,11,1610
2020-05-05,2020-06-07,10,1620
2020-05-06,2020-06-07,10,1630
2020-05-07,2020-06-07,9,1639
2020-05-08,2020-06-07,8,1647
2020-05-09,2020-06-07,8,1655
2020-05-10,2020-06-07,7,1662
2020-05-11,2020-06-07,7,1669
2020-05-12,2020-06-07,6,1675
2020-05-13,2020-06-07,6,1681
2020-05-14,2020-06-07,5,1686
2020-05-15,2020-06-07,5,1691
2020-05-16,2020-06-07,5,1696
2020-05-17,2020-06-07,4,1700
2020-05-18,2020-06-07,4,1704
2020-05-19,2020-06-07,4,1708
2020-05-20,2020-06-07,4,1712
2020-05-21,2020-06-07,3,1715
2020-05-22,2020-06-07,3,1718
2020-05-23,2020-06-07,3,1721
2020-05-24,2020-06-07,3,1724
2020-05-25,2020-06-07,3,1727
2020-05-26,2020-06-07,2,1729
2020-05-27,2020-06-07,2,1731
2020-05-28,2020-06-07,2,1733
2020-05-29,2020-06-07,2,1735
2020-05-30,2020-06-07,2,1737
2020-05-31,2020-06-07,2,1739
2020-06-01,2020-06-07,2,1741
2020-06-02,2020-06-07,1,1742
2020-06-03,2020-06-07,1,1743
2020-06-04,2020-06-07,1,1744
2020-06-05,2020-06-07,1,1745
2020-06-06,2020-06-07,1,1746
2020-06-07,2020-06-07,1,1747
2020-06-08,2020-06-07,1,1748
2020-06-09,2020-06-07,1,1749
2020-06-10,2020-06-07,1,1750
2020-06-11,2020-06-07,1,1751
2020-06-12,2020-06-07,1,1752
2020-06-13,2020-06-07,1,1753
2020-06-14,2020-06-07,1,1754
2020-06-15,2020-06-07,1,1755
2020-06-16,2020-06-07,1,1756
2020-06-17,2020-06-07,0,1756
2020-06-18,2020-06-07,0,1756
2020-06-19,2020-06-07,0,1756
2020-06-20,2020-06-07,0,1756
2020-06-21,2020-06-07,0,1756
2020-06-22,2020-06-07,0,1756
2020-06-23,2020-06-07,0,1756
2020-06-24,2020-06-07,0,1756
2020-06-25,2020-06-07,0,1756
2020-06-26,2020-06-07,0,1756
2020-06-27,2020-06-07,0,1756
2020-06-28,2020-06-07,0,1756
2020-06-29,2020-06-07,0,1756
2020-06-30,2020-06-07,0,1756
2020-07-01,2020-06-07,0,1756
2020-07-02,2020-06-07,0,1756
2020-07-03,2020-06-07,0,1756
2020-07-04,2020-06-07,0,1756
2020-07-05,2020-06-07,0,1756
2020-07-06,2020-06-07,0,1756
2020-07-07,2020-06-07,0,1756
2020-03-11,2020-06-09,3,4
2020-03-12,2020-06-09,4,8
2020-03-13,2020-06-09,6,14
2020-03-14,2020-06-09,10,24
2020-03-15,2020-06-09,13,37
2020-03-16,2020-06-09,16,53
2020-03-17,2020-06-09,20,73
2020-03-18,2020-06-09,23,96
2020-03-19,2020-06-09,26,122
2020-03-20,2020-06-09,29,151
2020-03-21,2020-06-09,32,183
2020-03-22,2020-06-09,35,218
2020-03-23,2020-06-09,37,255
2020-03-24,2020-06-09,39,294
2020-03-25,2020-06-09,41,335
2020-03-26,2020-06-09,43,378
2020-03-27,2020-06-09,44,422
2020-03-28,2020-06-09,45,467
2020-03-29,2020-06-09,46,513
2020-03-30,2020-06-09,47,560
2020-03-31,2020-06-09,47,607
2020-04-01,2020-06-09,47,654
2020-04-02,2020-06-09,47,701
2020-04-03,2020-06-09,47,748
2020-04-04,2020-06-09,46,794
2020-04-05,2020-06-09,46,840
2020-04-06,2020-06-09,45,885
2020-04-07,2020-06-09,44,929
2020-04-08,2020-06-09,43,972
2020-04-09,2020-06-09,41,1013
2020-04-10,2020-06-09,40,1053
2020-04-11,2020-06-09,39,1092
2020-04-12,2020-06-09,37,1129
2020-04-13,2020-06-09,36,1165
2020-04-14,2020-06-09,34,1199
2020-04-15,2020-06-09,33,1232
2020-04-16,2020-06-09,31,1263
2020-04-17,2020-06-09,30,1293
2020-04-18,2020-06-09,28,1321
2020-04-19,2020-06-09,27,1348
2020-04-20,2020-06-09,26,1374
2020-04-21,2020-06-09,24,1398
2020-04-22,2020-06-09,23,1421
2020-04-23,2020-06-09,22,1443
2020-04-24,2020-06-09,20,1463
2020-04-25,2020-06-09,19,1482
2020-04-26,2020-06-09,18,1500
2020-04-27,2020-06-09,17,1517
2020-04-28,2020-06-09,16,1533
2020-04-29,2020-06-09,15,1548
2020-04-30,2020-06-09,14,1562
2020-05-01,2020-06-09,13,1575
2020-05-02,2020-06-09,12,1587
2020-05-03,2020-06-09,12,1599
2020-05-04,2020-06-09,11,1610
2020-05-05,2020-06-09,10,1620
2020-05-06,2020-06-09,10,1630
2020-05-07,2020-06-09,9,1639
2020-05-08,2020-06-09,8,1647
2020-05-09,2020-06-09,8,1655
2020-05-10,2020-06-09,7,1662
2020-05-11,2020-06-09,7,1669
2020-05-12,2020-06-09,6,1675
2020-05-13,2020-06-09,6,1681
2020-05-14,2020-06-09,6,1687
2020-05-15,2020-06-09,5,1692
2020-05-16,2020-06-09,5,1697
2020-05-17,2020-06-09,4,1701
2020-05-18,2020-06-09,4,1705
2020-05-19,2020-06-09,4,1709
2020-05-20,2020-06-09,4,1713
2020-05-21,2020-06-09,3,1716
2020-05-22,2020-06-09,3,1719
2020-05-23,2020-06-09,3,1722
2020-05-24,2020-06-09,3,1725
2020-05-25,2020-06-09,3,1728
2020-05-26,2020-06-09,2,1730
2020-05-27,2020-06-09,2,1732
2020-05-28,2020-06-09,2,1734
2020-05-29,2020-06-09,2,1736
2020-05-30,2020-06-09,2,1738
2020-05-31,2020-06-09,2,1740
2020-06-01,2020-06-09,2,1742
2020-06-02,2020-06-09,1,1743
2020-06-03,2020-06-09,1,1744
2020-06-04,2020-06-09,1,1745
2020-06-05,2020-06-09,1,1746
2020-06-06,2020-06-09,1,1747
2020-06-07,2020-06-09,1,1748
2020-06-08,2020-06-09,1,1749
2020-06-09,2020-06-09,1,1750
2020-06-10,2020-06-09,1,1751
2020-06-11,2020-06-09,1,1752
2020-06-12,2020-06-09,1,1753
2020-06-13,2020-06-09,1,1754
2020-06-14,2020-06-09,1,1755
2020-06-15,2020-06-09,1,1756
2020-06-16,2020-06-09,1,1757
2020-06-17,2020-06-09,0,1757
2020-06-18,2020-06-09,0,1757
2020-06-19,2020-06-09,0,1757
2020-06-20,2020-06-09,0,1757
2020-06-21,2020-06-09,0,1757
2020-06-22,2020-06-09,0,1757
2020-06-23,2020-06-09,0,1757
2020-06-24,2020-06-09,0,1757
2020-06-25,2020-06-09,0,1757
2020-06-26,2020-06-09,0,1757
2020-06-27,2020-06-09,0,1757
2020-06-28,2020-06-09,0,1757
2020-06-29,2020-06-09,0,1757
2020-06-30,2020-06-09,0,1757
2020-07-01,2020-06-09,0,1757
2020-07-02,2020-06-09,0,1757
2020-07-03,2020-06-09,0,1757
2020-07-04,2020-06-09,0,1757
2020-07-05,2020-06-09,0,1757
2020-07-06,2020-06-09,0,1757
2020-07-07,2020-06-09,0,1757
2020-07-08,2020-06-09,0,1757
2020-07-09,2020-06-09,0,1757
2020-03-11,2020-06-10,3,4
2020-03-12,2020-06-10,4,8
2020-03-13,2020-06-10,7,15
2020-03-14,2020-06-10,10,25
2020-03-15,2020-06-10,13,38
2020-03-16,2020-06-10,16,54
2020-03-17,2020-06-10,20,74
2020-03-18,2020-06-10,23,97
2020-03-19,2020-06-10,26,123
2020-03-20,2020-06-10,29,152
2020-03-21,2020-06-10,32,184
2020-03-22,2020-06-10,35,219
2020-03-23,2020-06-10,37,256
2020-03-24,2020-06-10,39,295
2020-03-25,2020-06-10,41,336
2020-03-26,2020-06-10,43,379
2020-03-27,2020-06-10,44,423
2020-03-28,2020-06-10,45,468
2020-03-29,2020-06-10,46,514
2020-03-30,2020-06-10,47,561
2020-03-31,2020-06-10,47,608
2020-04-01,2020-06-10,47,655
2020-04-02,2020-06-10,47,702
2020-04-03,2020-06-10,47,749
2020-04-04,2020-06-10,46,795
2020-04-05,2020-06-10,45,840
2020-04-06,2020-06-10,45,885
2020-04-07,2020-06-10,44,929
2020-04-08,2020-06-10,43,972
2020-04-09,2020-06-10,41,1013
2020-04-10,2020-06-10,40,1053
2020-04-11,2020-06-10,39,1092
2020-04-12,2020-06-10,37,1129
2020-04-13,2020-06-10,36,1165
2020-04-14,2020-06-10,34,1199
2020-04-15,2020-06-10,33,1232
2020-04-16,2020-06-10,31,1263
2020-04-17,2020-06-10,30,1293
2020-04-18,2020-06-10,29,1322
2020-04-19,2020-06-10,27,1349
2020-04-20,2020-06-10,26,1375
2020-04-21,2020-06-10,24,1399
2020-04-22,2020-06-10,23,1422
2020-04-23,2020-06-10,22,1444
2020-04-24,2020-06-10,21,1465
2020-04-25,2020-06-10,19,1484
2020-04-26,2020-06-10,18,1502
2020-04-27,2020-06-10,17,1519
2020-04-28,2020-06-10,16,1535
2020-04-29,2020-06-10,15,1550
2020-04-30,2020-06-10,14,1564
2020-05-01,2020-06-10,13,1577
2020-05-02,2020-06-10,13,1590
2020-05-03,2020-06-10,12,1602
2020-05-04,2020-06-10,11,1613
2020-05-05,2020-06-10,10,1623
2020-05-06,2020-06-10,10,1633
2020-05-07,2020-06-10,9,1642
2020-05-08,2020-06-10,9,1651
2020-05-09,2020-06-10,8,1659
2020-05-10,2020-06-10,7,1666
2020-05-11,2020-06-10,7,1673
2020-05-12,2020-06-10,6,1679
2020-05-13,2020-06-10,6,1685
2020-05-14,2020-06-10,6,1691
2020-05-15,2020-06-10,5,1696
2020-05-16,2020-06-10,5,1701
2020-05-17,2020-06-10,5,1706
2020-05-18,2020-06-10,4,1710
2020-05-19,2020-06-10,4,1714
2020-05-20,2020-06-10,4,1718
2020-05-21,2020-06-10,3,1721
2020-05-22,2020-06-10,3,1724
2020-05-23,2020-06-10,3,1727
2020-05-24,2020-06-10,3,1730
2020-05-25,2020-06-10,3,1733
2020-05-26,2020-06-10,2,1735
2020-05-27,2020-06-10,2,1737
2020-05-28,2020-06-10,2,1739
2020-05-29,2020-06-10,2,1741
2020-05-30,2020-06-10,2,1743
2020-05-31,2020-06-10,2,1745
2020-06-01,2020-06-10,2,1747
2020-06-02,2020-06-10,1,1748
2020-06-03,2020-06-10,1,1749
2020-06-04,2020-06-10,1,1750
2020-06-05,2020-06-10,1,1751
2020-06-06,2020-06-10,1,1752
2020-06-07,2020-06-10,1,1753
2020-06-08,2020-06-10,1,1754
2020-06-09,2020-06-10,1,1755
2020-06-10,2020-06-10,1,1756
2020-06-11,2020-06-10,1,1757
2020-06-12,2020-06-10,1,1758
2020-06-13,2020-06-10,1,1759
2020-06-14,2020-06-10,1,1760
2020-06-15,2020-06-10,1,1761
2020-06-16,2020-06-10,1,1762
2020-06-17,2020-06-10,0,1762
2020-06-18,2020-06-10,0,1762
2020-06-19,2020-06-10,0,1762
2020-06-20,2020-06-10,0,1762
2020-06-21,2020-06-10,0,1762
2020-06-22,2020-06-10,0,1762
2020-06-23,2020-06-10,0,1762
2020-06-24,2020-06-10,0,1762
2020-06-25,2020-06-10,0,1762
2020-06-26,2020-06-10,0,1762
2020-06-27,2020-06-10,0,1762
2020-06-28,2020-06-10,0,1762
2020-06-29,2020-06-10,0,1762
2020-06-30,2020-06-10,0,1762
2020-07-01,2020-06-10,0,1762
2020-07-02,2020-06-10,0,1762
2020-07-03,2020-06-10,0,1762
2020-07-04,2020-06-10,0,1762
2020-07-05,2020-06-10,0,1762
2020-07-06,2020-06-10,0,1762
2020-07-07,2020-06-10,0,1762
2020-07-08,2020-06-10,0,1762
2020-07-09,2020-06-10,0,1762
2020-07-10,2020-06-10,0,1762
2020-03-11,2020-06-11,3,4
2020-03-12,2020-06-11,4,8
2020-03-13,2020-06-11,7,15
2020-03-14,2020-06-11,10,25
2020-03-15,2020-06-11,13,38
2020-03-16,2020-06-11,16,54
2020-03-17,2020-06-11,20,74
2020-03-18,2020-06-11,23,97
2020-03-19,2020-06-11,26,123
2020-03-20,2020-06-11,29,152
2020-03-21,2020-06-11,32,184
2020-03-22,2020-06-11,35,219
2020-03-23,2020-06-11,37,256
2020-03-24,2020-06-11,39,295
2020-03-25,2020-06-11,41,336
2020-03-26,2020-06-11,43,379
2020-03-27,2020-06-11,44,423
2020-03-28,2020-06-11,45,468
2020-03-29,2020-06-11,46,514
2020-03-30,2020-06-11,47,561
2020-03-31,2020-06-11,47,608
2020-04-01,2020-06-11,47,655
2020-04-02,2020-06-11,47,702
2020-04-03,2020-06-11,47,749
2020-04-04,2020-06-11,46,795
2020-04-05,2020-06-11,45,840
2020-04-06,2020-06-11,45,885
2020-04-07,2020-06-11,44,929
2020-04-08,2020-06-11,42,971
2020-04-09,2020-06-11,41,1012
2020-04-10,2020-06-11,40,1052
2020-04-11,2020-06-11,39,1091
2020-04-12,2020-06-11,37,1128
2020-04-13,2020-06-11,36,1164
2020-04-14,2020-06-11,34,1198
2020-04-15,2020-06-11,33,1231
2020-04-16,2020-06-11,31,1262
2020-04-17,2020-06-11,30,1292
2020-04-18,2020-06-11,29,1321
2020-04-19,2020-06-11,27,1348
2020-04-20,2020-06-11,26,1374
2020-04-21,2020-06-11,24,1398
2020-04-22,2020-06-11,23,1421
2020-04-23,2020-06-11,22,1443
2020-04-24,2020-06-11,21,1464
2020-04-25,2020-06-11,19,1483
2020-04-26,2020-06-11,18,1501
2020-04-27,2020-06-11,17,1518
2020-04-28,2020-06-11,16,1534
2020-04-29,2020-06-11,15,1549
2020-04-30,2020-06-11,14,1563
2020-05-01,2020-06-11,13,1576
2020-05-02,2020-06-11,13,1589
2020-05-03,2020-06-11,12,1601
2020-05-04,2020-06-11,11,1612
2020-05-05,2020-06-11,10,1622
2020-05-06,2020-06-11,10,1632
2020-05-07,2020-06-11,9,1641
2020-05-08,2020-06-11,9,1650
2020-05-09,2020-06-11,8,1658
2020-05-10,2020-06-11,7,1665
2020-05-11,2020-06-11,7,1672
2020-05-12,2020-06-11,7,1679
2020-05-13,2020-06-11,6,1685
2020-05-14,2020-06-11,6,1691
2020-05-15,2020-06-11,5,1696
2020-05-16,2020-06-11,5,1701
2020-05-17,2020-06-11,5,1706
2020-05-18,2020-06-11,4,1710
2020-05-19,2020-06-11,4,1714
2020-05-20,2020-06-11,4,1718
2020-05-21,2020-06-11,3,1721
2020-05-22,2020-06-11,3,1724
2020-05-23,2020-06-11,3,1727
2020-05-24,2020-06-11,3,1730
2020-05-25,2020-06-11,3,1733
2020-05-26,2020-06-11,2,1735
2020-05-27,2020-06-11,2,1737
2020-05-28,2020-06-11,2,1739
2020-05-29,2020-06-11,2,1741
2020-05-30,2020-06-11,2,1743
2020-05-31,2020-06-11,2,1745
2020-06-01,2020-06-11,2,1747
2020-06-02,2020-06-11,1,1748
2020-06-03,2020-06-11,1,1749
2020-06-04,2020-06-11,1,1750
2020-06-05,2020-06-11,1,1751
2020-06-06,2020-06-11,1,1752
2020-06-07,2020-06-11,1,1753
2020-06-08,2020-06-11,1,1754
2020-06-09,2020-06-11,1,1755
2020-06-10,2020-06-11,1,1756
2020-06-11,2020-06-11,1,1757
2020-06-12,2020-06-11,1,1758
2020-06-13,2020-06-11,1,1759
2020-06-14,2020-06-11,1,1760
2020-06-15,2020-06-11,1,1761
2020-06-16,2020-06-11,1,1762
2020-06-17,2020-06-11,0,1762
2020-06-18,2020-06-11,0,1762
2020-06-19,2020-06-11,0,1762
2020-06-20,2020-06-11,0,1762
2020-06-21,2020-06-11,0,1762
2020-06-22,2020-06-11,0,1762
2020-06-23,2020-06-11,0,1762
2020-06-24,2020-06-11,0,1762
2020-06-25,2020-06-11,0,1762
2020-06-26,2020-06-11,0,1762
2020-06-27,2020-06-11,0,1762
2020-06-28,2020-06-11,0,1762
2020-06-29,2020-06-11,0,1762
2020-06-30,2020-06-11,0,1762
2020-07-01,2020-06-11,0,1762
2020-07-02,2020-06-11,0,1762
2020-07-03,2020-06-11,0,1762
2020-07-04,2020-06-11,0,1762
2020-07-05,2020-06-11,0,1762
2020-07-06,2020-06-11,0,1762
2020-07-07,2020-06-11,0,1762
2020-07-08,2020-06-11,0,1762
2020-07-09,2020-06-11,0,1762
2020-07-10,2020-06-11,0,1762
2020-07-11,2020-06-11,0,1762
2020-03-11,2020-06-12,3,4
2020-03-12,2020-06-12,4,8
2020-03-13,2020-06-12,7,15
2020-03-14,2020-06-12,10,25
2020-03-15,2020-06-12,13,38
2020-03-16,2020-06-12,16,54
2020-03-17,2020-06-12,20,74
2020-03-18,2020-06-12,23,97
2020-03-19,2020-06-12,26,123
2020-03-20,2020-06-12,29,152
2020-03-21,2020-06-12,32,184
2020-03-22,2020-06-12,35,219
2020-03-23,2020-06-12,37,256
2020-03-24,2020-06-12,39,295
2020-03-25,2020-06-12,41,336
2020-03-26,2020-06-12,43,379
2020-03-27,2020-06-12,44,423
2020-03-28,2020-06-12,45,468
2020-03-29,2020-06-12,46,514
2020-03-30,2020-06-12,47,561
2020-03-31,2020-06-12,47,608
2020-04-01,2020-06-12,47,655
2020-04-02,2020-06-12,47,702
2020-04-03,2020-06-12,47,749
2020-04-04,2020-06-12,46,795
2020-04-05,2020-06-12,45,840
2020-04-06,2020-06-12,45,885
2020-04-07,2020-06-12,44,929
2020-04-08,2020-06-12,42,971
2020-04-09,2020-06-12,41,1012
2020-04-10,2020-06-12,40,1052
2020-04-11,2020-06-12,39,1091
2020-04-12,2020-06-12,37,1128
2020-04-13,2020-06-12,36,1164
2020-04-14,2020-06-12,34,1198
2020-04-15,2020-06-12,33,1231
2020-04-16,2020-06-12,31,1262
2020-04-17,2020-06-12,30,1292
2020-04-18,2020-06-12,29,1321
2020-04-19,2020-06-12,27,1348
2020-04-20,2020-06-12,26,1374
2020-04-21,2020-06-12,24,1398
2020-04-22,2020-06-12,23,1421
2020-04-23,2020-06-12,22,1443
2020-04-24,2020-06-12,21,1464
2020-04-25,2020-06-12,20,1484
2020-04-26,2020-06-12,18,1502
2020-04-27,2020-06-12,17,1519
2020-04-28,2020-06-12,16,1535
2020-04-29,2020-06-12,15,1550
2020-04-30,2020-06-12,14,1564
2020-05-01,2020-06-12,14,1578
2020-05-02,2020-06-12,13,1591
2020-05-03,2020-06-12,12,1603
2020-05-04,2020-06-12,11,1614
2020-05-05,2020-06-12,10,1624
2020-05-06,2020-06-12,10,1634
2020-05-07,2020-06-12,9,1643
2020-05-08,2020-06-12,9,1652
2020-05-09,2020-06-12,8,1660
2020-05-10,2020-06-12,7,1667
2020-05-11,2020-06-12,7,1674
2020-05-12,2020-06-12,7,1681
2020-05-13,2020-06-12,6,1687
2020-05-14,2020-06-12,6,1693
2020-05-15,2020-06-12,5,1698
2020-05-16,2020-06-12,5,1703
2020-05-17,2020-06-12,5,1708
2020-05-18,2020-06-12,4,1712
2020-05-19,2020-06-12,4,1716
2020-05-20,2020-06-12,4,1720
2020-05-21,2020-06-12,3,1723
2020-05-22,2020-06-12,3,1726
2020-05-23,2020-06-12,3,1729
2020-05-24,2020-06-12,3,1732
2020-05-25,2020-06-12,3,1735
2020-05-26,2020-06-12,2,1737
2020-05-27,2020-06-12,2,1739
2020-05-28,2020-06-12,2,1741
2020-05-29,2020-06-12,2,1743
2020-05-30,2020-06-12,2,1745
2020-05-31,2020-06-12,2,1747
2020-06-01,2020-06-12,2,1749
2020-06-02,2020-06-12,1,1750
2020-06-03,2020-06-12,1,1751
2020-06-04,2020-06-12,1,1752
2020-06-05,2020-06-12,1,1753
2020-06-06,2020-06-12,1,1754
2020-06-07,2020-06-12,1,1755
2020-06-08,2020-06-12,1,1756
2020-06-09,2020-06-12,1,1757
2020-06-10,2020-06-12,1,1758
2020-06-11,2020-06-12,1,1759
2020-06-12,2020-06-12,1,1760
2020-06-13,2020-06-12,1,1761
2020-06-14,2020-06-12,1,1762
2020-06-15,2020-06-12,1,1763
2020-06-16,2020-06-12,1,1764
2020-06-17,2020-06-12,1,1765
2020-06-18,2020-06-12,0,1765
2020-06-19,2020-06-12,0,1765
2020-06-20,2020-06-12,0,1765
2020-06-21,2020-06-12,0,1765
2020-06-22,2020-06-12,0,1765
2020-06-23,2020-06-12,0,1765
2020-06-24,2020-06-12,0,1765
2020-06-25,2020-06-12,0,1765
2020-06-26,2020-06-12,0,1765
2020-06-27,2020-06-12,0,1765
2020-06-28,2020-06-12,0,1765
2020-06-29,2020-06-12,0,1765
2020-06-30,2020-06-12,0,1765
2020-07-01,2020-06-12,0,1765
2020-07-02,2020-06-12,0,1765
2020-07-03,2020-06-12,0,1765
2020-07-04,2020-06-12,0,1765
2020-07-05,2020-06-12,0,1765
2020-07-06,2020-06-12,0,1765
2020-07-07,2020-06-12,0,1765
2020-07-08,2020-06-12,0,1765
2020-07-09,2020-06-12,0,1765
2020-07-10,2020-06-12,0,1765
2020-07-11,2020-06-12,0,1765
2020-07-12,2020-06-12,0,1765
2020-03-11,2020-06-13,3,4
2020-03-12,2020-06-13,4,8
2020-03-13,2020-06-13,7,15
2020-03-14,2020-06-13,10,25
2020-03-15,2020-06-13,13,38
2020-03-16,2020-06-13,16,54
2020-03-17,2020-06-13,20,74
2020-03-18,2020-06-13,23,97
2020-03-19,2020-06-13,26,123
2020-03-20,2020-06-13,29,152
2020-03-21,2020-06-13,32,184
2020-03-22,2020-06-13,35,219
2020-03-23,2020-06-13,37,256
2020-03-24,2020-06-13,39,295
2020-03-25,2020-06-13,41,336
2020-03-26,2020-06-13,43,379
2020-03-27,2020-06-13,44,423
2020-03-28,2020-06-13,45,468
2020-03-29,2020-06-13,46,514
2020-03-30,2020-06-13,47,561
2020-03-31,2020-06-13,47,608
2020-04-01,2020-06-13,47,655
2020-04-02,2020-06-13,47,702
2020-04-03,2020-06-13,47,749
2020-04-04,2020-06-13,46,795
2020-04-05,2020-06-13,45,840
2020-04-06,2020-06-13,45,885
