"day","age_group","confirmed","confirmed_100k","confirmed_male","confirmed_male_100k","confirmed_female","confirmed_female_100k","other","total","population","population_male","population_female","downloaded"
2020-06-18,"50-59",404,96.4,144,73.3,260,116.8,0,404,419039,196469,222570,2020-06-19 11:18:32
2020-06-18,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-19 11:18:32
2020-06-18,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-19 11:18:32
2020-06-18,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-19 11:18:32
2020-06-19,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-20 14:01:41
2020-06-19,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-20 14:01:41
2020-06-19,"20-29",228,67.1,111,62.5,117,72.1,0,228,339736,177466,162270,2020-06-20 14:01:41
2020-06-19,"30-39",223,62.1,117,61.9,106,62.3,0,223,359239,188972,170267,2020-06-20 14:01:41
2020-06-19,"40-49",299,80.9,125,68,174,93.6,0,299,369722,183873,185849,2020-06-20 14:01:41
2020-06-19,"50-59",404,96.4,144,73.3,260,116.8,0,404,419039,196469,222570,2020-06-20 14:01:41
2020-06-19,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-20 14:01:41
2020-06-19,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-20 14:01:41
2020-06-19,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-20 14:01:41
2020-06-20,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-21 16:07:51
2020-06-20,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-21 16:07:51
2020-06-20,"20-29",228,67.1,111,62.5,117,72.1,0,228,339736,177466,162270,2020-06-21 16:07:51
2020-06-20,"30-39",225,62.6,119,63,106,62.3,0,225,359239,188972,170267,2020-06-21 16:07:51
2020-06-20,"40-49",299,80.9,125,68,174,93.6,0,299,369722,183873,185849,2020-06-21 16:07:51
2020-06-20,"50-59",405,96.6,144,73.3,261,117.3,0,405,419039,196469,222570,2020-06-21 16:07:51
2020-06-20,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-21 16:07:51
2020-06-20,"70-79",139,58.7,64,78.4,75,48.3,0,139,236890,81674,155216,2020-06-21 16:07:51
2020-06-20,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-21 16:07:51
2020-06-21,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-22 22:48:30
2020-06-21,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-22 22:48:30
2020-06-21,"20-29",228,67.1,111,62.5,117,72.1,0,228,339736,177466,162270,2020-06-22 22:48:30
2020-06-21,"30-39",226,62.9,119,63,107,62.8,0,226,359239,188972,170267,2020-06-22 22:48:30
2020-06-21,"40-49",299,80.9,125,68,174,93.6,0,299,369722,183873,185849,2020-06-22 22:48:30
2020-06-21,"50-59",406,96.9,145,73.8,261,117.3,0,406,419039,196469,222570,2020-06-22 22:48:30
2020-06-21,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-22 22:48:30
2020-06-21,"70-79",140,59.1,65,79.6,75,48.3,0,140,236890,81674,155216,2020-06-22 22:48:30
2020-06-21,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-22 22:48:30
2020-06-22,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-23 11:35:55
2020-06-22,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-23 11:35:55
2020-06-22,"20-29",228,67.1,111,62.5,117,72.1,0,228,339736,177466,162270,2020-06-23 11:35:55
2020-06-22,"30-39",226,62.9,119,63,107,62.8,0,226,359239,188972,170267,2020-06-23 11:35:55
2020-06-22,"40-49",299,80.9,125,68,174,93.6,0,299,369722,183873,185849,2020-06-23 11:35:55
2020-06-22,"50-59",407,97.1,145,73.8,262,117.7,0,407,419039,196469,222570,2020-06-23 11:35:55
2020-06-22,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-23 11:35:55
2020-06-22,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-23 11:35:55
2020-06-22,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-23 11:35:55
2020-06-24,"0-9",22,7.6,10,6.7,12,8.5,0,22,290102,148908,141194,2020-06-25 23:00:00
2020-06-24,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-25 23:00:00
2020-06-24,"20-29",230,67.7,111,62.5,119,73.3,0,230,339736,177466,162270,2020-06-25 23:00:00
2020-06-24,"30-39",226,62.9,119,63,107,62.8,0,226,359239,188972,170267,2020-06-25 23:00:00
2020-06-24,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-25 23:00:00
2020-06-24,"50-59",407,97.1,145,73.8,262,117.7,0,407,419039,196469,222570,2020-06-25 23:00:00
2020-06-24,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-25 23:00:00
2020-06-24,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-25 23:00:00
2020-06-24,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-25 23:00:00
2020-06-25,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-06-26 11:46:03
2020-06-25,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-26 11:46:03
2020-06-25,"20-29",230,67.7,111,62.5,119,73.3,0,230,339736,177466,162270,2020-06-26 11:46:03
2020-06-25,"30-39",227,63.2,119,63,108,63.4,0,227,359239,188972,170267,2020-06-26 11:46:03
2020-06-25,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-26 11:46:03
2020-06-25,"50-59",407,97.1,145,73.8,262,117.7,0,407,419039,196469,222570,2020-06-26 11:46:03
2020-06-25,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-26 11:46:03
2020-06-25,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-26 11:46:03
2020-06-25,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-26 11:46:03
2020-06-26,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-06-27 12:33:52
2020-06-26,"10-19",50,19,25,18.5,25,19.4,0,50,263568,134947,128621,2020-06-27 12:33:52
2020-06-26,"20-29",231,68,112,63.1,119,73.3,0,231,339736,177466,162270,2020-06-27 12:33:52
2020-06-26,"30-39",229,63.7,120,63.5,109,64,0,229,359239,188972,170267,2020-06-27 12:33:52
2020-06-26,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-27 12:33:52
2020-06-26,"50-59",408,97.4,145,73.8,263,118.2,0,408,419039,196469,222570,2020-06-27 12:33:52
2020-06-26,"60-69",267,76,112,75.8,155,76.2,0,267,351248,147788,203460,2020-06-27 12:33:52
2020-06-26,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-27 12:33:52
2020-06-26,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-27 12:33:52
2020-06-27,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-06-28 21:50:39
2020-06-27,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-06-28 21:50:39
2020-06-27,"20-29",231,68,112,63.1,119,73.3,0,231,339736,177466,162270,2020-06-28 21:50:39
2020-06-27,"30-39",229,63.7,120,63.5,109,64,0,229,359239,188972,170267,2020-06-28 21:50:39
2020-06-27,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-28 21:50:39
2020-06-27,"50-59",409,97.6,146,74.3,263,118.2,0,409,419039,196469,222570,2020-06-28 21:50:39
2020-06-27,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460,2020-06-28 21:50:39
2020-06-27,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-28 21:50:39
2020-06-27,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-28 21:50:39
2020-06-28,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-06-29 14:00:04
2020-06-28,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-06-29 14:00:04
2020-06-28,"20-29",231,68,112,63.1,119,73.3,0,231,339736,177466,162270,2020-06-29 14:00:04
2020-06-28,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267,2020-06-29 14:00:04
2020-06-28,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-29 14:00:04
2020-06-28,"50-59",409,97.6,146,74.3,263,118.2,0,409,419039,196469,222570,2020-06-29 14:00:04
2020-06-28,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460,2020-06-29 14:00:04
2020-06-28,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-29 14:00:04
2020-06-28,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-29 14:00:04
2020-06-29,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-06-30 21:54:36
2020-06-29,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-06-30 21:54:36
2020-06-29,"20-29",231,68,112,63.1,119,73.3,0,231,339736,177466,162270,2020-06-30 21:54:36
2020-06-29,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267,2020-06-30 21:54:36
2020-06-29,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-06-30 21:54:36
2020-06-29,"50-59",410,97.8,147,74.8,263,118.2,0,410,419039,196469,222570,2020-06-30 21:54:36
2020-06-29,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460,2020-06-30 21:54:36
2020-06-29,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-06-30 21:54:36
2020-06-29,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-06-30 21:54:36
2020-06-30,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-01 17:20:33
2020-06-30,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-01 17:20:33
2020-06-30,"20-29",232,68.3,113,63.7,119,73.3,0,232,339736,177466,162270,2020-07-01 17:20:33
2020-06-30,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267,2020-07-01 17:20:33
2020-06-30,"40-49",300,81.1,126,68.5,174,93.6,0,300,369722,183873,185849,2020-07-01 17:20:33
2020-06-30,"50-59",410,97.8,147,74.8,263,118.2,0,410,419039,196469,222570,2020-07-01 17:20:33
2020-06-30,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460,2020-07-01 17:20:33
2020-06-30,"70-79",141,59.5,65,79.6,76,49,0,141,236890,81674,155216,2020-07-01 17:20:33
2020-06-30,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-01 17:20:33
2020-07-01,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-02 14:00:05
2020-07-01,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-02 14:00:05
2020-07-01,"20-29",234,68.9,115,64.8,119,73.3,0,234,339736,177466,162270,2020-07-02 14:00:05
2020-07-01,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267,2020-07-02 14:00:05
2020-07-01,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849,2020-07-02 14:00:05
2020-07-01,"50-59",411,98.1,148,75.3,263,118.2,0,411,419039,196469,222570,2020-07-02 14:00:05
2020-07-01,"60-69",268,76.3,113,76.5,155,76.2,0,268,351248,147788,203460,2020-07-02 14:00:05
2020-07-01,"70-79",142,59.9,66,80.8,76,49,0,142,236890,81674,155216,2020-07-02 14:00:05
2020-07-01,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-02 14:00:05
2020-07-02,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-03 14:00:03
2020-07-02,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-03 14:00:03
2020-07-02,"20-29",234,68.9,115,64.8,119,73.3,0,234,339736,177466,162270,2020-07-03 14:00:03
2020-07-02,"30-39",230,64,121,64,109,64,0,230,359239,188972,170267,2020-07-03 14:00:03
2020-07-02,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849,2020-07-03 14:00:03
2020-07-02,"50-59",412,98.3,149,75.8,263,118.2,0,412,419039,196469,222570,2020-07-03 14:00:03
2020-07-02,"60-69",270,76.9,113,76.5,157,77.2,0,270,351248,147788,203460,2020-07-03 14:00:03
2020-07-02,"70-79",142,59.9,66,80.8,76,49,0,142,236890,81674,155216,2020-07-03 14:00:03
2020-07-02,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-03 14:00:03
2020-07-03,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-04 21:50:43
2020-07-03,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-04 21:50:43
2020-07-03,"20-29",235,69.2,115,64.8,120,74,0,235,339736,177466,162270,2020-07-04 21:50:43
2020-07-03,"30-39",231,64.3,122,64.6,109,64,0,231,359239,188972,170267,2020-07-04 21:50:43
2020-07-03,"40-49",303,82,129,70.2,174,93.6,0,303,369722,183873,185849,2020-07-04 21:50:43
2020-07-03,"50-59",412,98.3,149,75.8,263,118.2,0,412,419039,196469,222570,2020-07-04 21:50:43
2020-07-03,"60-69",270,76.9,113,76.5,157,77.2,0,270,351248,147788,203460,2020-07-04 21:50:43
2020-07-03,"70-79",142,59.9,66,80.8,76,49,0,142,236890,81674,155216,2020-07-04 21:50:43
2020-07-03,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-04 21:50:43
2020-07-04,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-05 14:00:03
2020-07-04,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-05 14:00:03
2020-07-04,"20-29",236,69.5,116,65.4,120,74,0,236,339736,177466,162270,2020-07-05 14:00:03
2020-07-04,"30-39",233,64.9,124,65.6,109,64,0,233,359239,188972,170267,2020-07-05 14:00:03
2020-07-04,"40-49",304,82.2,129,70.2,175,94.2,0,304,369722,183873,185849,2020-07-05 14:00:03
2020-07-04,"50-59",413,98.6,149,75.8,264,118.6,0,413,419039,196469,222570,2020-07-05 14:00:03
2020-07-04,"60-69",270,76.9,113,76.5,157,77.2,0,270,351248,147788,203460,2020-07-05 14:00:03
2020-07-04,"70-79",143,60.4,67,82,76,49,0,143,236890,81674,155216,2020-07-05 14:00:03
2020-07-04,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-05 14:00:03
2020-07-05,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-06 22:14:41
2020-07-05,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-06 22:14:41
2020-07-05,"20-29",237,69.8,116,65.4,121,74.6,0,237,339736,177466,162270,2020-07-06 22:14:41
2020-07-05,"30-39",233,64.9,124,65.6,109,64,0,233,359239,188972,170267,2020-07-06 22:14:41
2020-07-05,"40-49",305,82.5,129,70.2,176,94.7,0,305,369722,183873,185849,2020-07-06 22:14:41
2020-07-05,"50-59",415,99,149,75.8,266,119.5,0,415,419039,196469,222570,2020-07-06 22:14:41
2020-07-05,"60-69",270,76.9,113,76.5,157,77.2,0,270,351248,147788,203460,2020-07-06 22:14:41
2020-07-05,"70-79",144,60.8,67,82,77,49.6,0,144,236890,81674,155216,2020-07-06 22:14:41
2020-07-05,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-06 22:14:41
2020-07-06,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-07 14:00:04
2020-07-06,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-07 14:00:04
2020-07-06,"20-29",238,70.1,116,65.4,122,75.2,0,238,339736,177466,162270,2020-07-07 14:00:04
2020-07-06,"30-39",233,64.9,124,65.6,109,64,0,233,359239,188972,170267,2020-07-07 14:00:04
2020-07-06,"40-49",305,82.5,129,70.2,176,94.7,0,305,369722,183873,185849,2020-07-07 14:00:04
2020-07-06,"50-59",416,99.3,149,75.8,267,120,0,416,419039,196469,222570,2020-07-07 14:00:04
2020-07-06,"60-69",271,77.2,113,76.5,158,77.7,0,271,351248,147788,203460,2020-07-07 14:00:04
2020-07-06,"70-79",144,60.8,67,82,77,49.6,0,144,236890,81674,155216,2020-07-07 14:00:04
2020-07-06,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-07 14:00:04
2020-07-07,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-08 14:00:04
2020-07-07,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-08 14:00:04
2020-07-07,"20-29",239,70.3,117,65.9,122,75.2,0,239,339736,177466,162270,2020-07-08 14:00:04
2020-07-07,"30-39",234,65.1,125,66.1,109,64,0,234,359239,188972,170267,2020-07-08 14:00:04
2020-07-07,"40-49",306,82.8,129,70.2,177,95.2,0,306,369722,183873,185849,2020-07-08 14:00:04
2020-07-07,"50-59",421,100.5,152,77.4,269,120.9,0,421,419039,196469,222570,2020-07-08 14:00:04
2020-07-07,"60-69",272,77.4,114,77.1,158,77.7,0,272,351248,147788,203460,2020-07-08 14:00:04
2020-07-07,"70-79",145,61.2,67,82,78,50.3,0,145,236890,81674,155216,2020-07-08 14:00:04
2020-07-07,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-08 14:00:04
2020-07-08,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-09 14:00:03
2020-07-08,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-09 14:00:03
2020-07-08,"20-29",239,70.3,117,65.9,122,75.2,0,239,339736,177466,162270,2020-07-09 14:00:03
2020-07-08,"30-39",234,65.1,125,66.1,109,64,0,234,359239,188972,170267,2020-07-09 14:00:03
2020-07-08,"40-49",308,83.3,130,70.7,178,95.8,0,308,369722,183873,185849,2020-07-09 14:00:03
2020-07-08,"50-59",422,100.7,153,77.9,269,120.9,0,422,419039,196469,222570,2020-07-09 14:00:03
2020-07-08,"60-69",272,77.4,114,77.1,158,77.7,0,272,351248,147788,203460,2020-07-09 14:00:03
2020-07-08,"70-79",145,61.2,67,82,78,50.3,0,145,236890,81674,155216,2020-07-09 14:00:03
2020-07-08,"Virš 80",163,99.1,48,108.5,115,95.6,0,163,164546,44257,120289,2020-07-09 14:00:03
2020-07-09,"0-9",23,7.9,11,7.4,12,8.5,0,23,290102,148908,141194,2020-07-10 14:16:18
2020-07-09,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-10 14:16:18
2020-07-09,"20-29",239,70.3,117,65.9,122,75.2,0,239,339736,177466,162270,2020-07-10 14:16:18
2020-07-09,"30-39",235,65.4,126,66.7,109,64,0,235,359239,188972,170267,2020-07-10 14:16:18
2020-07-09,"40-49",308,83.3,130,70.7,178,95.8,0,308,369722,183873,185849,2020-07-10 14:16:18
2020-07-09,"50-59",423,100.9,153,77.9,270,121.3,0,423,419039,196469,222570,2020-07-10 14:16:18
2020-07-09,"60-69",273,77.7,115,77.8,158,77.7,0,273,351248,147788,203460,2020-07-10 14:16:18
2020-07-09,"70-79",145,61.2,67,82,78,50.3,0,145,236890,81674,155216,2020-07-10 14:16:18
2020-07-09,"Virš 80",164,99.7,48,108.5,116,96.4,0,164,164546,44257,120289,2020-07-10 14:16:18
2020-07-10,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-11 22:08:08
2020-07-10,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-11 22:08:08
2020-07-10,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-11 22:08:08
2020-07-10,"30-39",235,65.4,126,66.7,109,64,0,235,359239,188972,170267,2020-07-11 22:08:08
2020-07-10,"40-49",308,83.3,130,70.7,178,95.8,0,308,369722,183873,185849,2020-07-11 22:08:08
2020-07-10,"50-59",423,100.9,153,77.9,270,121.3,0,423,419039,196469,222570,2020-07-11 22:08:08
2020-07-10,"60-69",275,78.3,117,79.2,158,77.7,0,275,351248,147788,203460,2020-07-11 22:08:08
2020-07-10,"70-79",146,61.6,67,82,79,50.9,0,146,236890,81674,155216,2020-07-11 22:08:08
2020-07-10,"Virš 80",165,100.3,48,108.5,116,96.4,1,164,164546,44257,120289,2020-07-11 22:08:08
2020-07-11,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-12 23:00:00
2020-07-11,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-12 23:00:00
2020-07-11,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-12 23:00:00
2020-07-11,"30-39",236,65.7,126,66.7,110,64.6,0,236,359239,188972,170267,2020-07-12 23:00:00
2020-07-11,"40-49",308,83.3,130,70.7,178,95.8,0,308,369722,183873,185849,2020-07-12 23:00:00
2020-07-11,"50-59",423,100.9,153,77.9,270,121.3,0,423,419039,196469,222570,2020-07-12 23:00:00
2020-07-11,"60-69",275,78.3,117,79.2,158,77.7,0,275,351248,147788,203460,2020-07-12 23:00:00
2020-07-11,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-12 23:00:00
2020-07-11,"Virš 80",165,100.3,48,108.5,116,96.4,1,164,164546,44257,120289,2020-07-12 23:00:00
2020-07-12,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-13 11:43:08
2020-07-12,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-13 11:43:08
2020-07-12,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-13 11:43:08
2020-07-12,"30-39",237,66,127,67.2,110,64.6,0,237,359239,188972,170267,2020-07-13 11:43:08
2020-07-12,"40-49",309,83.6,130,70.7,179,96.3,0,309,369722,183873,185849,2020-07-13 11:43:08
2020-07-12,"50-59",424,101.2,154,78.4,270,121.3,0,424,419039,196469,222570,2020-07-13 11:43:08
2020-07-12,"60-69",277,78.9,117,79.2,160,78.6,0,277,351248,147788,203460,2020-07-13 11:43:08
2020-07-12,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-13 11:43:08
2020-07-12,"Virš 80",165,100.3,48,108.5,116,96.4,1,164,164546,44257,120289,2020-07-13 11:43:08
2020-07-13,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-14 14:00:04
2020-07-13,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-14 14:00:04
2020-07-13,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-14 14:00:04
2020-07-13,"30-39",238,66.3,128,67.7,110,64.6,0,238,359239,188972,170267,2020-07-14 14:00:04
2020-07-13,"40-49",309,83.6,130,70.7,179,96.3,0,309,369722,183873,185849,2020-07-14 14:00:04
2020-07-13,"50-59",424,101.2,154,78.4,270,121.3,0,424,419039,196469,222570,2020-07-14 14:00:04
2020-07-13,"60-69",277,78.9,117,79.2,160,78.6,0,277,351248,147788,203460,2020-07-14 14:00:04
2020-07-13,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-14 14:00:04
2020-07-13,"Virš 80",165,100.3,48,108.5,116,96.4,1,164,164546,44257,120289,2020-07-14 14:00:04
2020-07-14,"0-9",24,8.3,11,7.4,13,9.2,0,24,290102,148908,141194,2020-07-15 21:08:35
2020-07-14,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-15 21:08:35
2020-07-14,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-15 21:08:35
2020-07-14,"30-39",241,67.1,131,69.3,110,64.6,0,241,359239,188972,170267,2020-07-15 21:08:35
2020-07-14,"40-49",310,83.8,131,71.2,179,96.3,0,310,369722,183873,185849,2020-07-15 21:08:35
2020-07-14,"50-59",424,101.2,154,78.4,270,121.3,0,424,419039,196469,222570,2020-07-15 21:08:35
2020-07-14,"60-69",278,79.1,118,79.8,160,78.6,0,278,351248,147788,203460,2020-07-15 21:08:35
2020-07-14,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-15 21:08:35
2020-07-14,"Virš 80",166,100.9,49,110.7,117,97.3,0,166,164546,44257,120289,2020-07-15 21:08:35
2020-07-15,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-16 14:00:05
2020-07-15,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-16 14:00:05
2020-07-15,"20-29",240,70.6,118,66.5,122,75.2,0,240,339736,177466,162270,2020-07-16 14:00:05
2020-07-15,"30-39",249,69.3,138,73,111,65.2,0,249,359239,188972,170267,2020-07-16 14:00:05
2020-07-15,"40-49",318,86,138,75.1,180,96.9,0,318,369722,183873,185849,2020-07-16 14:00:05
2020-07-15,"50-59",425,101.4,154,78.4,271,121.8,0,425,419039,196469,222570,2020-07-16 14:00:05
2020-07-15,"60-69",280,79.7,119,80.5,161,79.1,0,280,351248,147788,203460,2020-07-16 14:00:05
2020-07-15,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-16 14:00:05
2020-07-15,"Virš 80",166,100.9,49,110.7,117,97.3,0,166,164546,44257,120289,2020-07-16 14:00:05
2020-07-16,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-17 12:20:47
2020-07-16,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-17 12:20:47
2020-07-16,"20-29",241,70.9,119,67.1,122,75.2,0,241,339736,177466,162270,2020-07-17 12:20:47
2020-07-16,"30-39",249,69.3,138,73,111,65.2,0,249,359239,188972,170267,2020-07-17 12:20:47
2020-07-16,"40-49",318,86,138,75.1,180,96.9,0,318,369722,183873,185849,2020-07-17 12:20:47
2020-07-16,"50-59",428,102.1,154,78.4,274,123.1,0,428,419039,196469,222570,2020-07-17 12:20:47
2020-07-16,"60-69",281,80,119,80.5,162,79.6,0,281,351248,147788,203460,2020-07-17 12:20:47
2020-07-16,"70-79",148,62.5,67,82,81,52.2,0,148,236890,81674,155216,2020-07-17 12:20:47
2020-07-16,"Virš 80",167,101.5,50,113,117,97.3,0,167,164546,44257,120289,2020-07-17 12:20:47
2020-07-17,"0-9",25,8.6,11,7.4,14,9.9,0,25,290102,148908,141194,2020-07-18 19:25:49
2020-07-17,"10-19",51,19.3,25,18.5,26,20.2,0,51,263568,134947,128621,2020-07-18 19:25:49
2020-07-17,"20-29",242,71.2,120,67.6,122,75.2,0,242,339736,177466,162270,2020-07-18 19:25:49
