"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_1_daily","vaccine_1_total","vaccine_2_daily","vaccine_2_total"
"Lithuania",2021-01-20,173819,56599,1274,40,NA,113364,10106,NA,1840329,NA,1427,56358,1632,8262
