"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-12,163042,62425,1694,42,NA,97336,11369,NA,1764946,NA,1869,27142
