"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-11,161348,62451,902,40,NA,95627,7601,NA,1751038,NA,1961,24995
