"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_1_daily","vaccine_1_total","vaccine_2_daily","vaccine_2_total","incidence_all"
"Lithuania",2021-01-24,177166,53232,536,15,NA,119254,3832,NA,1871924,NA,0,58471,0,8997,541
