"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-10,160446,64642,775,35,NA,92608,4269,NA,1742958,NA,3,22549
