"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-15,166680,59048,1122,38,NA,104047,9540,NA,1799616,NA,5896,45475
