"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_1_daily","vaccine_1_total","vaccine_2_daily","vaccine_2_total"
"Lithuania",2021-01-19,172060,57823,1232,20,NA,110451,9421,NA,1828786,NA,1925,54211,3478,6236
