"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-09,159672,64078,1490,26,NA,92453,8162,NA,1738399,NA,295,22505
