"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-17,167992,60014,476,24,NA,104297,3583,NA,1810382,NA,43,47498
