"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_1_daily","vaccine_1_total","vaccine_2_daily","vaccine_2_total","incidence_all"
"Lithuania",2021-01-26,179212,50863,1229,28,NA,123562,10181,NA,1890518,NA,2044,60352,624,9666,1278
