"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_1_daily","vaccine_1_total","vaccine_2_daily","vaccine_2_total","incidence_all"
"Lithuania",2021-02-02,184208,46722,680,20,NA,132326,8028,NA,1947747,NA,1543,74213,1937,25231,760
