"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-16,167516,59683,836,31,NA,104188,5428,NA,1806254,NA,1041,46923
