"country","day","confirmed","active","incidence","deaths","deaths_different","recovered","daily_tests","quarantined","total_tests","imported0601","vaccine_daily","vaccine_total"
"Lithuania",2021-01-14,165560,61574,1149,30,NA,100495,9842,NA,1788755,NA,5634,38026
