"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
61,NA,"Kita",NA,NA,NA,NA,94,20,6,92,0,0,2020-11-20 10:30:20,0,0,1,0,0,0,90,0,98.6,0
114109,NA,"Utenos r.",NA,NA,NA,NA,229,101,128,165,64,0,2020-11-20 10:30:20,0,0,229,615.9,37179,443.8,153,411.5,787.8,0
114110,NA,"Kaišiadorių r.",NA,NA,NA,NA,247,142,105,212,31,4,2020-11-20 10:30:20,0,0,247,836.5,29526,718,121,409.8,787.8,0
114111,NA,"Vilkaviškio r.",NA,NA,NA,NA,229,88,141,183,44,1,2020-11-20 10:30:20,0,0,229,660.7,34660,528,192,554,787.8,1
114112,NA,"Prienų r.",NA,NA,NA,NA,360,135,225,265,91,3,2020-11-20 10:30:20,0,0,360,1395.2,25802,1027,230,891.4,787.8,1
114689,NA,"Jonavos r.",NA,NA,NA,NA,414,216,198,350,62,2,2020-11-20 10:30:20,0,0,414,1005.8,41163,850.3,265,643.8,787.8,0
114690,NA,"Rietavo",NA,NA,NA,NA,142,52,90,86,53,3,2020-11-20 10:30:20,0,0,142,1956.4,7258,1184.9,91,1253.8,787.8,0
114691,NA,"Marijampolės",NA,NA,NA,NA,956,420,536,753,185,17,2020-11-20 10:30:20,0,0,956,1777.9,53772,1400.4,527,980.1,787.8,1
114692,NA,"Kauno m.",NA,NA,NA,NA,4869,2206,2663,3919,896,39,2020-11-20 10:30:20,0,0,4869,1682.6,289380,1354.3,2438,842.5,787.8,15
114693,NA,"Alytaus m.",NA,NA,NA,NA,749,299,450,692,54,3,2020-11-20 10:30:20,0,0,749,1501.4,49888,1387.1,579,1160.6,787.8,0
114694,NA,"Druskininkų",NA,NA,NA,NA,148,66,82,110,35,0,2020-11-20 10:30:20,0,0,148,774.5,19109,575.6,108,565.2,787.8,1
114695,NA,"Joniškio r.",NA,NA,NA,NA,261,101,160,135,116,6,2020-11-20 10:30:20,0,0,261,1259.3,20726,651.4,89,429.4,787.8,4
114696,NA,"Kazlų Rūdos",NA,NA,NA,NA,78,34,44,51,26,1,2020-11-20 10:30:20,0,0,78,688,11337,449.9,45,396.9,787.8,0
114697,NA,"Biržų r.",NA,NA,NA,NA,146,60,86,79,64,0,2020-11-20 10:30:20,0,0,146,642.7,22718,347.7,78,343.3,787.8,1
114698,NA,"Šiaulių r.",NA,NA,NA,NA,827,359,467,683,123,10,2020-11-20 10:30:20,0,0,827,1995.6,41442,1648.1,397,958,787.8,10
114699,NA,"Klaipėdos r.",NA,NA,NA,NA,921,414,506,687,223,9,2020-11-20 10:30:20,0,0,921,1531.4,60139,1142.4,471,783.2,787.8,2
114700,NA,"Anykščių r.",NA,NA,NA,NA,86,41,45,62,23,1,2020-11-20 10:30:20,0,0,86,373.4,23034,269.2,64,277.8,787.8,0
114701,NA,"Akmenės r.",NA,NA,NA,NA,112,51,61,78,32,2,2020-11-20 10:30:20,0,0,112,596.9,18764,415.7,68,362.4,787.8,0
114702,NA,"Molėtų r.",NA,NA,NA,NA,118,41,77,45,72,1,2020-11-20 10:30:20,0,0,118,687.9,17153,262.3,45,262.3,787.8,0
114703,NA,"Radviliškio r.",NA,NA,NA,NA,500,204,296,220,261,3,2020-11-20 10:30:20,0,0,500,1428.8,34995,628.7,205,585.8,787.8,16
114704,NA,"Rokiškio r.",NA,NA,NA,NA,119,55,64,75,43,1,2020-11-20 10:30:20,0,0,119,423.9,28070,267.2,79,281.4,787.8,0
