"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,23,11,12,0,23,290102,148908,141194,7.4,8.5,7.9
2,"10-19",NA,51,25,26,0,51,263568,134947,128621,18.5,20.2,19.3
3,"20-29",NA,235,115,120,0,235,339736,177466,162270,64.8,74,69.2
4,"30-39",NA,231,122,109,0,231,359239,188972,170267,64.6,64,64.3
5,"40-49",NA,303,129,174,0,303,369722,183873,185849,70.2,93.6,82
6,"50-59",NA,412,149,263,0,412,419039,196469,222570,75.8,118.2,98.3
7,"60-69",NA,270,113,157,0,270,351248,147788,203460,76.5,77.2,76.9
8,"70-79",NA,142,66,76,0,142,236890,81674,155216,80.8,49,59.9
9,"Virš 80",NA,163,48,115,0,163,164546,44257,120289,108.5,95.6,99.1
