"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,1255,641,614,0,1255,290102,148908,141194,430.5,434.9,432.6
2,"10-19",NA,2225,1166,1058,1,2224,263568,134947,128621,864,822.6,844.2
3,"20-29",NA,6333,3079,3246,8,6325,339736,177466,162270,1735,2000.4,1864.1
4,"30-39",NA,7340,3503,3830,7,7333,359239,188972,170267,1853.7,2249.4,2043.2
5,"40-49",NA,7644,3189,4448,7,7637,369722,183873,185849,1734.3,2393.3,2067.5
6,"50-59",NA,8446,3166,5278,2,8444,419039,196469,222570,1611.5,2371.4,2015.6
7,"60-69",NA,5232,2181,3051,0,5232,351248,147788,203460,1475.8,1499.6,1489.5
8,"70-79",NA,2045,907,1138,0,2045,236890,81674,155216,1110.5,733.2,863.3
9,"Virš 80",NA,2239,567,1408,264,1975,164546,44257,120289,1281.2,1170.5,1360.7
