"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
64989,NA,"Vilniaus r.",NA,NA,NA,NA,281,98,183,54,222,3,2020-06-14 06:52:25,0,0,281,280.6,100158,53.9,26,NA,NA
64990,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,1,10,0,2020-06-14 06:52:25,0,0,11,48,22932,4.4,1,NA,NA
64991,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-14 06:52:26,0,0,1,6.7,14916,0,0,NA,NA
64992,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-14 06:52:27,0,0,1,2.2,45285,0,0,NA,NA
64993,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,4,75,9,2020-06-14 06:52:27,0,0,88,262.9,33471,12,2,NA,NA
64994,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-14 06:52:28,0,0,2,7.9,25382,0,0,NA,NA
64995,NA,"Širvintų r.",NA,NA,NA,NA,16,9,7,9,6,0,2020-06-14 06:52:29,0,0,16,106.1,15076,59.7,8,NA,NA
64996,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-14 06:52:29,0,0,5,49.1,10190,0,0,NA,NA
64997,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-14 06:52:30,0,0,21,21.8,96441,0,0,NA,NA
64998,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-14 06:52:30,0,0,7,18.6,37637,0,0,NA,NA
64999,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,1,8,0,2020-06-14 06:52:31,0,0,9,23.8,37805,2.6,0,NA,NA
65000,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,2,3,0,2020-06-14 06:52:32,0,0,5,27.3,18331,10.9,0,NA,NA
65001,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-14 06:52:32,0,0,2,8.1,24822,0,0,NA,NA
65002,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,3,4,0,2020-06-14 06:52:33,0,0,7,29.2,23992,12.5,1,NA,NA
65003,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-14 06:52:34,0,0,1,28.3,3530,0,0,NA,NA
65004,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-14 06:52:34,0,0,7,13.7,51067,2,0,NA,NA
65005,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-14 06:52:35,0,0,5,34.6,14433,13.9,1,NA,NA
65006,NA,"Telšių r.",NA,NA,NA,NA,11,6,5,1,8,2,2020-06-14 06:52:36,0,0,11,28,39317,2.5,1,NA,NA
65007,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-14 06:52:36,0,0,8,24.3,32987,3,0,NA,NA
65008,NA,"Kretingos r.",NA,NA,NA,NA,60,22,38,5,53,2,2020-06-14 06:52:37,0,0,60,160.3,37427,13.4,1,NA,NA
65009,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-14 06:52:37,0,0,1,4.8,20840,0,0,NA,NA
65010,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-14 06:52:38,0,0,7,27,25887,0,0,NA,NA
65011,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-14 06:52:39,0,0,6,19.2,31225,0,0,NA,NA
65012,NA,"Vilniaus m.",NA,NA,NA,NA,472,205,267,116,331,20,2020-06-14 06:52:40,0,0,472,84,562030,20.6,37,NA,NA
65013,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-14 06:52:40,0,0,3,13.7,21887,0,0,NA,NA
65014,NA,"Klaipėdos m.",NA,NA,NA,NA,277,93,184,23,238,16,2020-06-14 06:52:41,0,0,277,185.7,149157,15.4,5,NA,NA
65015,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-14 06:52:42,0,0,3,16.4,18250,0,0,NA,NA
65016,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-14 06:52:43,0,0,4,17.5,22816,4.4,0,NA,NA
65017,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-14 06:52:43,0,0,22,25.6,85878,1.2,1,NA,NA
65018,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-14 06:52:44,0,0,14,13.8,101514,1,0,NA,NA
65019,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-14 06:52:44,0,0,0,0,4069,0,0,NA,NA
65020,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-14 06:52:44,0,0,0,0,18606,0,0,NA,NA
