"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,22,10,12,0,22,290102,148908,141194,6.7,8.5,7.6
2,"10-19",NA,47,22,25,0,47,263568,134947,128621,16.3,19.4,17.8
3,"20-29",NA,226,110,116,0,226,339736,177466,162270,62,71.5,66.5
4,"30-39",NA,219,115,104,0,219,359239,188972,170267,60.9,61.1,61
5,"40-49",NA,288,119,169,0,288,369722,183873,185849,64.7,90.9,77.9
6,"50-59",NA,392,137,255,0,392,419039,196469,222570,69.7,114.6,93.5
7,"60-69",NA,261,110,151,0,261,351248,147788,203460,74.4,74.2,74.3
8,"70-79",NA,139,64,75,0,139,236890,81674,155216,78.4,48.3,58.7
9,"Virš 80",NA,162,47,115,0,162,164546,44257,120289,106.2,95.6,98.5
