"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,88,45,43,0,88,290102,148908,141194,30.2,30.5,30.3
2,"10-19",NA,204,115,89,0,204,263568,134947,128621,85.2,69.2,77.4
3,"20-29",NA,589,308,281,0,589,339736,177466,162270,173.6,173.2,173.4
4,"30-39",NA,584,320,264,0,584,359239,188972,170267,169.3,155.1,162.6
5,"40-49",NA,656,288,368,0,656,369722,183873,185849,156.6,198,177.4
6,"50-59",NA,711,295,416,0,711,419039,196469,222570,150.2,186.9,169.7
7,"60-69",NA,439,185,254,0,439,351248,147788,203460,125.2,124.8,125
8,"70-79",NA,180,74,106,0,180,236890,81674,155216,90.6,68.3,76
9,"Virš 80",NA,213,66,147,0,213,164546,44257,120289,149.1,122.2,129.4
