"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,77,35,40,55,22,0,2020-11-06 06:50:21,52,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,126,74,47,118,7,1,2020-11-06 06:50:23,94,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,38,14,21,22,15,1,2020-11-06 06:50:25,21,0
4,"69","Prienų r.","2","Kauno apskr.",NA,131,53,75,85,44,2,2020-11-06 06:50:27,77,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,150,64,80,109,41,0,2020-11-06 06:50:29,100,0
6,"74","Rietavo","8","Telšių apskr.",NA,51,21,30,27,23,1,2020-11-06 06:50:31,32,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,432,183,239,312,107,12,2020-11-06 06:50:33,249,0
8,"19","Kauno m.","2","Kauno apskr.",NA,2462,1101,1224,1900,538,17,2020-11-06 06:50:37,1507,7
9,"11","Alytaus m.","1","Alytaus apskr.",NA,170,63,102,129,39,2,2020-11-06 06:50:39,123,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,40,21,15,18,22,0,2020-11-06 06:50:41,17,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,172,61,111,125,43,3,2020-11-06 06:50:43,97,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,30,13,17,24,6,0,2020-11-06 06:50:44,17,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,66,29,36,47,19,0,2020-11-06 06:50:46,46,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,415,166,240,350,51,4,2020-11-06 06:50:48,206,9
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,422,192,210,329,88,5,2020-11-06 06:50:50,266,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,20,10,10,9,11,0,2020-11-06 06:50:52,6,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,45,24,16,19,24,2,2020-11-06 06:50:53,20,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,74,26,48,22,52,0,2020-11-06 06:50:55,23,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,295,111,181,75,203,2,2020-11-06 06:50:57,56,15
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,40,17,22,14,26,0,2020-11-06 06:50:59,12,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,68,32,36,34,33,1,2020-11-06 06:51:00,29,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,116,56,59,93,22,1,2020-11-06 06:51:02,64,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,153,62,84,105,47,0,2020-11-06 06:51:04,87,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,88,40,44,69,19,0,2020-11-06 06:51:05,64,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,121,47,72,90,29,2,2020-11-06 06:51:07,68,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,112,50,59,95,14,2,2020-11-06 06:51:08,70,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,12,2,10,6,6,0,2020-11-06 06:51:10,4,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,80,32,48,44,36,0,2020-11-06 06:51:12,41,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,858,357,489,508,340,3,2020-11-06 06:51:15,349,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,252,114,137,129,122,1,2020-11-06 06:51:18,118,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,9,7,2,3,6,0,2020-11-06 06:51:21,2,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,177,74,100,131,45,0,2020-11-06 06:51:23,120,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,199,67,130,87,102,9,2020-11-06 06:51:26,70,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,289,93,191,194,88,5,2020-11-06 06:51:29,129,2
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,145,51,87,99,45,0,2020-11-06 06:51:32,107,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,35,19,16,27,7,0,2020-11-06 06:51:35,26,1
42,"52","Kauno r.","2","Kauno apskr.",NA,745,346,379,552,182,10,2020-11-06 06:51:38,419,1
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,211,74,124,171,35,5,2020-11-06 06:51:41,161,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,167,89,77,104,62,1,2020-11-06 06:51:43,101,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,21,7,14,5,16,0,2020-11-06 06:51:45,5,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,194,71,123,160,29,3,2020-11-06 06:51:48,137,2
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,134,65,69,96,38,0,2020-11-06 06:51:51,58,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,9,2,5,8,1,0,2020-11-06 06:51:53,5,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,325,127,197,250,73,2,2020-11-06 06:51:56,252,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,28,13,15,4,24,0,2020-11-06 06:51:58,4,0
52,"78","Telšių r.","8","Telšių apskr.",NA,266,97,166,206,56,4,2020-11-06 06:52:00,214,0
53,"68","Plungės r.","8","Telšių apskr.",NA,577,217,355,489,80,7,2020-11-06 06:52:02,430,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,337,110,223,252,77,7,2020-11-06 06:52:04,226,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,67,26,40,60,6,1,2020-11-06 06:52:06,59,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,49,26,22,41,8,0,2020-11-06 06:52:07,38,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,798,318,480,258,525,13,2020-11-06 06:52:10,90,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,5039,2403,2573,3881,1110,26,2020-11-06 06:52:15,2699,9
60,"87","Šilalės r.","7","Tauragės apskr.",NA,199,66,121,169,28,0,2020-11-06 06:52:17,162,1
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,1610,661,895,1283,302,21,2020-11-06 06:52:20,1049,2
20,"30","Visagino","9","Utenos apskr.",NA,29,13,16,9,18,2,2020-11-06 06:52:21,10,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,134,54,76,106,28,0,2020-11-06 06:52:24,79,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,398,185,208,273,121,4,2020-11-06 06:52:28,197,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,1368,530,789,1158,192,11,2020-11-06 06:52:31,818,7
30,"12","Birštono","2","Kauno apskr.",NA,20,9,10,17,3,0,2020-11-06 06:52:33,16,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,38,16,19,27,11,0,2020-11-06 06:52:34,24,0
