"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,52,25,27,0,52,290102,148908,141194,16.8,19.1,17.9
2,"10-19",NA,84,47,37,0,84,263568,134947,128621,34.8,28.8,31.9
3,"20-29",NA,307,158,149,0,307,339736,177466,162270,89,91.8,90.4
4,"30-39",NA,349,192,157,0,349,359239,188972,170267,101.6,92.2,97.1
5,"40-49",NA,426,193,233,0,426,369722,183873,185849,105,125.4,115.2
6,"50-59",NA,510,200,310,0,510,419039,196469,222570,101.8,139.3,121.7
7,"60-69",NA,330,143,187,0,330,351248,147788,203460,96.8,91.9,94
8,"70-79",NA,151,63,88,0,151,236890,81674,155216,77.1,56.7,63.7
9,"Virš 80",NA,177,54,121,2,175,164546,44257,120289,122,100.6,107.6
