"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
101941,NA,"Utenos r.",NA,NA,NA,NA,25,9,16,10,15,0,2020-10-23 09:57:07,0,0,25,67.2,37179,26.9,8,21.5,119.8,0
101942,NA,"Kaišiadorių r.",NA,NA,NA,NA,32,17,15,27,5,0,2020-10-23 09:57:07,0,0,32,108.4,29526,91.4,18,61,119.8,0
101943,NA,"Vilkaviškio r.",NA,NA,NA,NA,17,6,11,7,9,1,2020-10-23 09:57:07,0,0,17,49,34660,20.2,7,20.2,119.8,0
101944,NA,"Prienų r.",NA,NA,NA,NA,53,19,34,23,29,1,2020-10-23 09:57:07,0,0,53,205.4,25802,89.1,23,89.1,119.8,0
101945,NA,"Jonavos r.",NA,NA,NA,NA,51,15,35,29,21,0,2020-10-23 09:57:07,0,0,51,123.9,41163,70.5,26,63.2,119.8,0
101946,NA,"Rietavo",NA,NA,NA,NA,19,8,11,6,13,0,2020-10-23 09:57:07,0,0,19,261.8,7258,82.7,7,96.4,119.8,0
101947,NA,"Marijampolės",NA,NA,NA,NA,184,72,111,86,92,5,2020-10-23 09:57:07,0,0,184,342.2,53772,159.9,84,156.2,119.8,0
101948,NA,"Kauno m.",NA,NA,NA,NA,954,461,493,610,331,10,2020-10-23 09:57:07,0,0,954,329.7,289380,210.8,314,108.5,119.8,3
101949,NA,"Alytaus m.",NA,NA,NA,NA,47,26,21,11,35,1,2020-10-23 09:57:07,0,0,47,94.2,49888,22,11,22,119.8,0
101950,NA,"Druskininkų",NA,NA,NA,NA,23,14,9,7,16,0,2020-10-23 09:57:07,0,0,23,120.4,19109,36.6,9,47.1,119.8,0
101951,NA,"Joniškio r.",NA,NA,NA,NA,75,33,42,58,14,2,2020-10-23 09:57:07,0,0,75,361.9,20726,279.8,57,275,119.8,1
101952,NA,"Kazlų Rūdos",NA,NA,NA,NA,13,4,9,9,4,0,2020-10-23 09:57:07,0,0,13,114.7,11337,79.4,10,88.2,119.8,0
101953,NA,"Biržų r.",NA,NA,NA,NA,20,10,10,2,18,0,2020-10-23 09:57:07,0,0,20,88,22718,8.8,1,4.4,119.8,0
101954,NA,"Šiaulių r.",NA,NA,NA,NA,209,95,114,153,48,3,2020-10-23 09:57:07,0,0,209,504.3,41442,369.2,99,238.9,119.8,5
101955,NA,"Klaipėdos r.",NA,NA,NA,NA,156,80,76,67,85,4,2020-10-23 09:57:07,0,0,156,259.4,60139,111.4,60,99.8,119.8,0
101956,NA,"Anykščių r.",NA,NA,NA,NA,14,7,7,4,10,0,2020-10-23 09:57:07,0,0,14,60.8,23034,17.4,3,13,119.8,0
101957,NA,"Akmenės r.",NA,NA,NA,NA,25,14,11,5,18,2,2020-10-23 09:57:07,0,0,25,133.2,18764,26.6,6,32,119.8,0
101958,NA,"Molėtų r.",NA,NA,NA,NA,52,12,40,9,43,0,2020-10-23 09:57:07,0,0,52,303.2,17153,52.5,6,35,119.8,0
101959,NA,"Radviliškio r.",NA,NA,NA,NA,239,87,152,45,179,2,2020-10-23 09:57:07,0,0,239,683,34995,128.6,18,51.4,119.8,13
101960,NA,"Rokiškio r.",NA,NA,NA,NA,28,11,17,5,23,0,2020-10-23 09:57:07,0,0,28,99.8,28070,17.8,5,17.8,119.8,0
101961,NA,"Šakių r.",NA,NA,NA,NA,39,19,20,16,22,1,2020-10-23 09:57:07,0,0,39,146.1,26698,59.9,21,78.7,119.8,0
101962,NA,"Panevėžio r.",NA,NA,NA,NA,52,30,22,31,20,1,2020-10-23 09:57:07,0,0,52,147.2,35324,87.8,23,65.1,119.8,0
101963,NA,"Trakų r.",NA,NA,NA,NA,66,31,35,31,35,0,2020-10-23 09:57:07,0,0,66,202.8,32546,95.2,24,73.7,119.8,0
101964,NA,"Kupiškio r.",NA,NA,NA,NA,24,12,12,7,17,0,2020-10-23 09:57:07,0,0,24,146.7,16356,42.8,5,30.6,119.8,0
101965,NA,"Skuodo r.",NA,NA,NA,NA,53,20,33,44,9,0,2020-10-23 09:57:07,0,0,53,329.6,16078,273.7,41,255,119.8,0
101966,NA,"Palangos m.",NA,NA,NA,NA,41,18,23,28,12,1,2020-10-23 09:57:07,0,0,41,255.5,16046,174.5,23,143.3,119.8,0
101967,NA,"Pagėgių",NA,NA,NA,NA,8,1,7,3,5,0,2020-10-23 09:57:07,0,0,8,109.8,7288,41.2,2,27.4,119.8,0
101968,NA,"Šalčininkų r.",NA,NA,NA,NA,39,13,26,4,35,0,2020-10-23 09:57:07,0,0,39,127.8,30520,13.1,3,9.8,119.8,0
101969,NA,"Vilniaus r.",NA,NA,NA,NA,501,211,290,169,325,3,2020-10-23 09:57:07,0,0,501,500.2,100158,168.7,107,106.8,119.8,4
101970,NA,"Švenčionių r.",NA,NA,NA,NA,135,68,67,83,52,0,2020-10-23 09:57:07,0,0,135,588.7,22932,361.9,83,361.9,119.8,0
101971,NA,"Zarasų r.",NA,NA,NA,NA,7,6,1,2,5,0,2020-10-23 09:57:07,0,0,7,46.9,14916,13.4,1,6.7,119.8,0
101972,NA,"Kėdainių r.",NA,NA,NA,NA,57,31,26,23,33,0,2020-10-23 09:57:07,0,0,57,125.9,45285,50.8,16,35.3,119.8,1
101973,NA,"Ukmergės r.",NA,NA,NA,NA,130,44,86,36,84,9,2020-10-23 09:57:07,0,0,130,388.4,33471,107.6,21,62.7,119.8,1
101974,NA,"Kelmės r.",NA,NA,NA,NA,160,52,108,119,35,5,2020-10-23 09:57:07,0,0,160,630.4,25382,468.8,104,409.7,119.8,1
101975,NA,"Širvintų r.",NA,NA,NA,NA,38,18,20,18,19,0,2020-10-23 09:57:07,0,0,38,252.1,15076,119.4,18,119.4,119.8,1
101976,NA,"Kalvarijos",NA,NA,NA,NA,9,4,5,3,5,0,2020-10-23 09:57:07,0,0,9,88.3,10190,29.4,3,29.4,119.8,1
101977,NA,"Kauno r.",NA,NA,NA,NA,326,149,176,241,80,4,2020-10-23 09:57:07,0,0,326,338,96441,249.9,145,150.4,119.8,0
101978,NA,"Šilutės r.",NA,NA,NA,NA,50,25,25,29,19,2,2020-10-23 09:57:07,0,0,50,132.8,37637,77.1,32,85,119.8,0
