"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
61,NA,"Kita",NA,NA,NA,NA,2,1,1,2,0,0,2020-08-03 06:57:45,0,0,2,0,0,0,1,0,6.2,0
79161,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-03 06:50:08,0,0,8,21.5,37179,0,0,0,6.2,0
79162,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-08-03 06:50:08,0,0,3,10.2,29526,0,0,0,6.2,0
79163,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,1,6,1,2020-08-03 06:50:09,0,0,8,23.1,34660,2.9,0,0,6.2,0
79164,NA,"Prienų r.",NA,NA,NA,NA,10,4,6,5,5,0,2020-08-03 06:50:10,0,0,10,38.8,25802,19.4,5,19.4,6.2,0
79165,NA,"Jonavos r.",NA,NA,NA,NA,15,4,11,2,13,0,2020-08-03 06:50:10,0,0,15,36.4,41163,4.9,0,0,6.2,0
79166,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-03 06:50:11,0,0,6,82.7,7258,0,0,0,6.2,0
79167,NA,"Marijampolės",NA,NA,NA,NA,82,36,46,5,73,4,2020-08-03 06:50:12,0,0,82,152.5,53772,9.3,3,5.6,6.2,0
79168,NA,"Kauno m.",NA,NA,NA,NA,171,101,70,65,102,3,2020-08-03 06:50:13,0,0,171,59.1,289380,22.5,41,14.2,6.2,1
79681,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-03 06:50:13,0,0,28,56.1,49888,0,0,0,6.2,0
79682,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-03 06:50:14,0,0,1,5.2,19109,0,0,0,6.2,0
79683,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-08-03 06:50:15,0,0,15,72.4,20726,0,0,0,6.2,0
79684,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-08-03 06:50:16,0,0,3,26.5,11337,0,0,0,6.2,0
79685,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-08-03 06:50:16,0,0,10,44,22718,0,0,0,6.2,0
79686,NA,"Šiaulių r.",NA,NA,NA,NA,12,7,5,1,10,1,2020-08-03 06:50:17,0,0,12,29,41442,2.4,1,2.4,6.2,0
79687,NA,"Klaipėdos r.",NA,NA,NA,NA,66,30,36,7,55,4,2020-08-03 06:50:18,0,0,66,109.7,60139,11.6,1,1.7,6.2,0
79688,NA,"Anykščių r.",NA,NA,NA,NA,8,3,5,0,8,0,2020-08-03 06:50:19,0,0,8,34.7,23034,0,0,0,6.2,0
79689,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-08-03 06:50:20,0,0,5,26.6,18764,0,0,0,6.2,0
79690,NA,"Molėtų r.",NA,NA,NA,NA,11,4,7,7,4,0,2020-08-03 06:50:20,0,0,11,64.1,17153,40.8,4,23.3,6.2,0
79691,NA,"Radviliškio r.",NA,NA,NA,NA,7,5,2,0,7,0,2020-08-03 06:50:21,0,0,7,20,34995,0,0,0,6.2,0
79692,NA,"Rokiškio r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-08-03 06:50:22,0,0,5,17.8,28070,7.1,1,3.6,6.2,0
79693,NA,"Šakių r.",NA,NA,NA,NA,8,4,4,4,3,1,2020-08-03 06:50:23,0,0,8,30,26698,15,0,0,6.2,0
79694,NA,"Panevėžio r.",NA,NA,NA,NA,11,6,5,3,7,1,2020-08-03 06:50:23,0,0,11,31.1,35324,8.5,2,5.7,6.2,0
79695,NA,"Trakų r.",NA,NA,NA,NA,15,9,6,8,7,0,2020-08-03 06:50:24,0,0,15,46.1,32546,24.6,2,6.1,6.2,0
79696,NA,"Kupiškio r.",NA,NA,NA,NA,2,2,0,2,0,0,2020-08-03 06:50:25,0,0,2,12.2,16356,12.2,2,12.2,6.2,0
79697,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-08-03 06:50:26,0,0,3,18.7,16078,0,0,0,6.2,0
79698,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,1,10,1,2020-08-03 06:50:26,0,0,12,74.8,16046,6.2,0,0,6.2,0
79699,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-03 06:50:27,0,0,1,13.7,7288,0,0,0,6.2,0
79700,NA,"Šalčininkų r.",NA,NA,NA,NA,23,7,16,8,15,0,2020-08-03 06:50:28,0,0,23,75.4,30520,26.2,6,19.7,6.2,0
79701,NA,"Vilniaus r.",NA,NA,NA,NA,308,114,194,38,263,3,2020-08-03 06:50:29,0,0,308,307.5,100158,37.9,7,7,6.2,4
79702,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,0,11,0,2020-08-03 06:50:30,0,0,11,48,22932,0,0,0,6.2,0
79703,NA,"Zarasų r.",NA,NA,NA,NA,2,2,0,1,1,0,2020-08-03 06:50:30,0,0,2,13.4,14916,6.7,0,0,6.2,0
