"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,927,476,451,0,927,290102,148908,141194,319.7,319.4,319.5
2,"10-19",NA,1680,886,792,2,1678,263568,134947,128621,656.6,615.8,637.4
3,"20-29",NA,4597,2248,2344,5,4592,339736,177466,162270,1266.7,1444.5,1353.1
4,"30-39",NA,5201,2521,2673,7,5194,359239,188972,170267,1334.1,1569.9,1447.8
5,"40-49",NA,5304,2204,3099,1,5303,369722,183873,185849,1198.7,1667.5,1434.6
6,"50-59",NA,5555,2088,3467,0,5555,419039,196469,222570,1062.8,1557.7,1325.7
7,"60-69",NA,3490,1423,2067,0,3490,351248,147788,203460,962.9,1015.9,993.6
8,"70-79",NA,1287,554,733,0,1287,236890,81674,155216,678.3,472.2,543.3
9,"Virš 80",NA,1827,370,908,549,1278,164546,44257,120289,836,754.8,1110.3
