"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
68857,NA,"Utenos r.",NA,NA,NA,NA,6,3,3,1,5,0,2020-06-25 06:52:08,0,0,6,16.1,37179,2.7,1,2.7,1.9,0
68858,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-25 06:52:09,0,0,3,10.2,29526,0,0,0,1.9,0
68859,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-25 06:52:09,0,0,7,20.2,34660,0,0,0,1.9,0
68860,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-25 06:52:10,0,0,5,19.4,25802,0,0,0,1.9,0
68861,NA,"Jonavos r.",NA,NA,NA,NA,13,3,10,4,9,0,2020-06-25 06:52:11,0,0,13,31.6,41163,9.7,0,0,1.9,0
68862,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-25 06:52:12,0,0,6,82.7,7258,0,0,0,1.9,0
68863,NA,"Marijampolės",NA,NA,NA,NA,76,32,44,1,71,4,2020-06-25 06:52:12,0,0,76,141.3,53772,1.9,1,1.9,1.9,0
68864,NA,"Kauno m.",NA,NA,NA,NA,104,51,53,7,93,3,2020-06-25 06:52:13,0,0,104,35.9,289380,2.4,1,0.3,1.9,1
68865,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-25 06:52:14,0,0,28,56.1,49888,0,0,0,1.9,0
68866,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,1,0,0,2020-06-25 06:52:15,0,0,1,5.2,19109,5.2,1,5.2,1.9,0
68867,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-25 06:52:15,0,0,15,72.4,20726,0,0,0,1.9,0
68868,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-25 06:52:16,0,0,3,26.5,11337,0,0,0,1.9,0
68869,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-25 06:52:17,0,0,10,44,22718,0,0,0,1.9,0
68870,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-25 06:52:18,0,0,11,26.5,41442,0,0,0,1.9,0
68871,NA,"Klaipėdos r.",NA,NA,NA,NA,59,27,32,1,54,4,2020-06-25 06:52:18,0,0,59,98.1,60139,1.7,0,0,1.9,0
68872,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-25 06:52:19,0,0,6,26,23034,0,0,0,1.9,0
68873,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-25 06:52:20,0,0,5,26.6,18764,0,0,0,1.9,0
68874,NA,"Molėtų r.",NA,NA,NA,NA,4,2,2,1,3,0,2020-06-25 06:52:20,0,0,4,23.3,17153,5.8,1,5.8,1.9,0
68875,NA,"Radviliškio r.",NA,NA,NA,NA,7,5,2,4,3,0,2020-06-25 06:52:21,0,0,7,20,34995,11.4,3,8.6,1.9,0
68876,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-25 06:52:22,0,0,3,10.7,28070,0,0,0,1.9,0
68877,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,0,3,1,2020-06-25 06:52:23,0,0,4,15,26698,0,0,0,1.9,0
68878,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,0,7,1,2020-06-25 06:52:23,0,0,8,22.6,35324,0,0,0,1.9,0
68879,NA,"Trakų r.",NA,NA,NA,NA,6,6,0,1,5,0,2020-06-25 06:52:24,0,0,6,18.4,32546,3.1,1,3.1,1.9,0
68880,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-25 06:52:24,0,0,1,6.1,16356,0,0,0,1.9,0
68881,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-25 06:52:25,0,0,3,18.7,16078,0,0,0,1.9,0
68882,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,1,10,1,2020-06-25 06:52:25,0,0,12,74.8,16046,6.2,0,0,1.9,0
68883,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-25 06:52:26,0,0,1,13.7,7288,0,0,0,1.9,0
68884,NA,"Šalčininkų r.",NA,NA,NA,NA,14,5,9,3,11,0,2020-06-25 06:52:27,0,0,14,45.9,30520,9.8,2,6.6,1.9,0
68885,NA,"Vilniaus r.",NA,NA,NA,NA,286,102,184,51,230,3,2020-06-25 06:52:28,0,0,286,285.5,100158,50.9,8,8,1.9,2
68886,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,1,10,0,2020-06-25 06:52:29,0,0,11,48,22932,4.4,0,0,1.9,0
68887,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-25 06:52:29,0,0,1,6.7,14916,0,0,0,1.9,0
68888,NA,"Kėdainių r.",NA,NA,NA,NA,2,0,2,1,1,0,2020-06-25 06:52:30,0,0,2,4.4,45285,2.2,1,2.2,1.9,0
68889,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,1,78,9,2020-06-25 06:52:31,0,0,88,262.9,33471,3,0,0,1.9,0
68890,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-25 06:52:31,0,0,2,7.9,25382,0,0,0,1.9,0
68891,NA,"Širvintų r.",NA,NA,NA,NA,19,11,8,12,6,0,2020-06-25 06:52:32,0,0,19,126,15076,79.6,3,19.9,1.9,1
68892,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-25 06:52:33,0,0,5,49.1,10190,0,0,0,1.9,1
68893,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-25 06:52:34,0,0,21,21.8,96441,0,0,0,1.9,0
68894,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-25 06:52:34,0,0,7,18.6,37637,0,0,0,1.9,0
68895,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,0,9,0,2020-06-25 06:52:35,0,0,9,23.8,37805,0,0,0,1.9,0
68896,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,1,4,0,2020-06-25 06:52:36,0,0,5,27.3,18331,5.5,0,0,1.9,0
68897,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-25 06:52:37,0,0,2,8.1,24822,0,0,0,1.9,0
68898,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,3,4,0,2020-06-25 06:52:37,0,0,7,29.2,23992,12.5,0,0,1.9,0
68899,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-25 06:52:38,0,0,1,28.3,3530,0,0,0,1.9,0
68900,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-25 06:52:39,0,0,7,13.7,51067,2,0,0,1.9,0
68901,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,0,5,0,2020-06-25 06:52:39,0,0,5,34.6,14433,0,0,0,1.9,0
68902,NA,"Telšių r.",NA,NA,NA,NA,11,6,5,1,8,2,2020-06-25 06:52:40,0,0,11,28,39317,2.5,1,2.5,1.9,0
68903,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-25 06:52:41,0,0,8,24.3,32987,3,0,0,1.9,0
68904,NA,"Kretingos r.",NA,NA,NA,NA,60,22,38,0,57,3,2020-06-25 06:52:42,0,0,60,160.3,37427,0,0,0,1.9,0
68905,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-25 06:52:42,0,0,1,4.8,20840,0,0,0,1.9,0
68906,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-25 06:52:43,0,0,7,27,25887,0,0,0,1.9,0
68907,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-25 06:52:44,0,0,6,19.2,31225,0,0,0,1.9,0
68908,NA,"Vilniaus m.",NA,NA,NA,NA,491,214,277,112,354,20,2020-06-25 06:52:45,0,0,491,87.4,562030,19.9,29,5.2,1.9,5
68909,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-25 06:52:46,0,0,3,13.7,21887,0,0,0,1.9,0
68910,NA,"Klaipėdos m.",NA,NA,NA,NA,278,93,185,11,249,18,2020-06-25 06:52:47,0,0,278,186.4,149157,7.4,1,0.7,1.9,0
68911,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-25 06:52:48,0,0,3,16.4,18250,0,0,0,1.9,0
68912,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-25 06:52:48,0,0,4,17.5,22816,4.4,0,0,1.9,0
68913,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-25 06:52:49,0,0,22,25.6,85878,1.2,0,0,1.9,0
68914,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-25 06:52:50,0,0,14,13.8,101514,1,0,0,1.9,0
68915,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-25 06:52:50,0,0,0,0,4069,0,0,0,1.9,0
68916,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-25 06:52:50,0,0,0,0,18606,0,0,0,1.9,0
61,NA,"Kita",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-25 06:55:44,0,0,0,0,0,0,0,0,1.9,0
