"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,1116,578,538,0,1116,290102,148908,141194,388.2,381,384.7
2,"10-19",NA,2021,1060,960,1,2020,263568,134947,128621,785.5,746.4,766.8
3,"20-29",NA,5615,2746,2862,7,5608,339736,177466,162270,1547.3,1763.7,1652.8
4,"30-39",NA,6383,3055,3323,5,6378,359239,188972,170267,1616.6,1951.6,1776.8
5,"40-49",NA,6590,2741,3847,2,6588,369722,183873,185849,1490.7,2070,1782.4
6,"50-59",NA,7095,2671,4423,1,7094,419039,196469,222570,1359.5,1987.2,1693.2
7,"60-69",NA,4477,1862,2615,0,4477,351248,147788,203460,1259.9,1285.3,1274.6
8,"70-79",NA,1696,750,946,0,1696,236890,81674,155216,918.3,609.5,715.9
9,"Virš 80",NA,1944,490,1160,294,1650,164546,44257,120289,1107.2,964.3,1181.4
