"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,243,119,124,0,243,290102,148908,141194,79.9,87.8,83.8
2,"10-19",NA,487,260,227,0,487,263568,134947,128621,192.7,176.5,184.8
3,"20-29",NA,1102,554,548,0,1102,339736,177466,162270,312.2,337.7,324.4
4,"30-39",NA,1258,638,620,0,1258,359239,188972,170267,337.6,364.1,350.2
5,"40-49",NA,1355,578,777,0,1355,369722,183873,185849,314.3,418.1,366.5
6,"50-59",NA,1418,553,865,0,1418,419039,196469,222570,281.5,388.6,338.4
7,"60-69",NA,906,380,526,0,906,351248,147788,203460,257.1,258.5,257.9
8,"70-79",NA,376,164,212,0,376,236890,81674,155216,200.8,136.6,158.7
9,"Virš 80",NA,376,105,267,4,372,164546,44257,120289,237.3,222,228.5
