"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,10,5,5,2,8,0,2020-09-21 06:45:15,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-21 06:45:18,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-09-21 06:45:20,2,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,7,21,1,2020-09-21 06:45:22,1,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-21 06:45:26,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-21 06:45:29,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,91,41,50,9,78,4,2020-09-21 06:45:32,4,0
8,"19","Kauno m.","2","Kauno apskr.",NA,412,223,189,232,172,7,2020-09-21 06:45:36,57,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,35,21,14,5,29,1,2020-09-21 06:45:38,5,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-21 06:45:41,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-21 06:45:43,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-21 06:45:46,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,7,12,0,2020-09-21 06:45:48,7,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,31,13,18,19,11,1,2020-09-21 06:45:51,17,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,86,42,44,14,68,4,2020-09-21 06:45:53,8,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,1,9,0,2020-09-21 06:45:55,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,14,7,7,9,5,0,2020-09-21 06:45:57,7,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,31,13,0,2020-09-21 06:46:00,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,72,22,50,62,8,0,2020-09-21 06:46:02,63,2
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,21,9,12,16,5,0,2020-09-21 06:46:04,12,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,14,7,7,2,11,1,2020-09-21 06:46:06,1,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,20,10,10,6,13,1,2020-09-21 06:46:09,5,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,40,20,20,23,17,0,2020-09-21 06:46:11,9,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,14,7,7,5,9,0,2020-09-21 06:46:13,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,9,2,7,5,4,0,2020-09-21 06:46:15,3,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,14,7,7,2,11,1,2020-09-21 06:46:17,2,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,4,1,0,2020-09-21 06:46:20,1,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,35,12,23,7,28,0,2020-09-21 06:46:22,4,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,351,136,215,55,289,3,2020-09-21 06:46:25,18,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,49,18,31,33,16,0,2020-09-21 06:46:27,8,0
