"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,30,14,16,0,30,290102,148908,141194,9.4,11.3,10.3
2,"10-19",NA,54,26,28,0,54,263568,134947,128621,19.3,21.8,20.5
3,"20-29",NA,249,123,126,0,249,339736,177466,162270,69.3,77.6,73.3
4,"30-39",NA,274,153,121,0,274,359239,188972,170267,81,71.1,76.3
5,"40-49",NA,338,150,188,0,338,369722,183873,185849,81.6,101.2,91.4
6,"50-59",NA,451,168,283,0,451,419039,196469,222570,85.5,127.2,107.6
7,"60-69",NA,294,122,172,0,294,351248,147788,203460,82.6,84.5,83.7
8,"70-79",NA,150,68,82,0,150,236890,81674,155216,83.3,52.8,63.3
9,"Virš 80",NA,169,50,119,0,169,164546,44257,120289,113,98.9,102.7
