"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,38,17,21,18,19,0,2020-10-29 11:17:06,18,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,51,28,23,45,6,0,2020-10-29 11:17:08,30,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,22,8,14,11,10,1,2020-10-29 11:17:10,11,0
4,"69","Prienų r.","2","Kauno apskr.",NA,85,32,53,55,29,1,2020-10-29 11:17:11,51,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,61,20,41,38,23,0,2020-10-29 11:17:13,34,0
6,"74","Rietavo","8","Telšių apskr.",NA,34,14,20,20,14,0,2020-10-29 11:17:14,20,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,252,96,155,145,95,11,2020-10-29 11:17:17,147,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1437,679,758,972,448,12,2020-10-29 11:17:20,698,5
9,"11","Alytaus m.","1","Alytaus apskr.",NA,64,35,29,24,39,1,2020-10-29 11:17:22,24,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,27,15,12,7,20,0,2020-10-29 11:17:23,4,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,121,50,71,94,23,3,2020-10-29 11:17:25,67,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,17,6,11,13,4,0,2020-10-29 11:17:27,12,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,28,13,15,9,19,0,2020-10-29 11:17:28,9,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,303,121,182,241,51,3,2020-10-29 11:17:30,140,8
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,258,129,129,166,87,5,2020-10-29 11:17:32,151,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,15,8,7,5,10,0,2020-10-29 11:17:34,4,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,29,17,12,9,18,2,2020-10-29 11:17:36,10,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,62,20,42,15,47,0,2020-10-29 11:17:38,17,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,246,90,156,35,195,2,2020-10-29 11:17:40,10,14
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,33,14,19,7,26,0,2020-10-29 11:17:42,8,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,47,23,24,20,26,1,2020-10-29 11:17:43,16,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,61,36,25,40,20,1,2020-10-29 11:17:45,28,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,90,39,51,51,39,0,2020-10-29 11:17:47,38,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,29,14,15,10,19,0,2020-10-29 11:17:48,9,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,79,35,44,63,15,1,2020-10-29 11:17:49,56,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,73,33,39,59,12,1,2020-10-29 11:17:51,52,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,8,1,7,2,6,0,2020-10-29 11:17:53,2,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,50,17,33,15,35,0,2020-10-29 11:17:54,14,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,624,264,360,286,331,3,2020-10-29 11:17:56,199,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,170,82,88,92,78,0,2020-10-29 11:17:58,87,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,7,6,1,1,6,0,2020-10-29 11:17:59,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,102,48,54,68,33,0,2020-10-29 11:18:01,60,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,149,50,99,48,91,9,2020-10-29 11:18:03,34,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,223,76,147,147,69,5,2020-10-29 11:18:04,123,2
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,79,30,49,58,20,0,2020-10-29 11:18:06,57,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,18,7,11,12,5,0,2020-10-29 11:18:07,11,1
42,"52","Kauno r.","2","Kauno apskr.",NA,486,222,264,351,129,5,2020-10-29 11:18:09,278,1
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,83,38,45,56,24,3,2020-10-29 11:18:11,58,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,102,64,38,47,54,1,2020-10-29 11:18:13,44,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,18,6,12,9,9,0,2020-10-29 11:18:14,9,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,110,47,63,82,25,2,2020-10-29 11:18:16,77,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,97,51,46,64,33,0,2020-10-29 11:18:18,41,0
