"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,34,14,20,19,15,0,2020-10-26 06:50:22,14,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,35,17,18,30,5,0,2020-10-26 06:50:24,20,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,18,6,12,8,9,1,2020-10-26 06:50:25,7,0
4,"69","Prienų r.","2","Kauno apskr.",NA,73,29,44,43,29,1,2020-10-26 06:50:26,41,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,53,18,35,31,22,0,2020-10-26 06:50:28,27,0
6,"74","Rietavo","8","Telšių apskr.",NA,30,12,18,17,13,0,2020-10-26 06:50:30,16,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,210,79,131,111,92,7,2020-10-26 06:50:33,109,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1158,553,605,813,331,11,2020-10-26 06:50:36,470,3
9,"11","Alytaus m.","1","Alytaus apskr.",NA,55,29,26,19,35,1,2020-10-26 06:50:39,16,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,24,14,10,8,16,0,2020-10-26 06:50:41,2,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,97,42,55,77,17,2,2020-10-26 06:50:43,61,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,14,5,9,10,4,0,2020-10-26 06:50:44,10,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,22,10,12,4,18,0,2020-10-26 06:50:46,3,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,263,108,155,204,51,3,2020-10-26 06:50:49,119,5
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,183,92,91,94,85,4,2020-10-26 06:50:51,82,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,14,7,7,4,10,0,2020-10-26 06:50:53,3,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,27,16,11,7,18,2,2020-10-26 06:50:56,8,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,57,15,42,13,44,0,2020-10-26 06:50:58,11,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,242,89,153,40,187,2,2020-10-26 06:51:00,11,13
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,32,14,18,9,23,0,2020-10-26 06:51:01,8,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,41,20,21,14,26,1,2020-10-26 06:51:03,14,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,53,31,22,32,20,1,2020-10-26 06:51:04,21,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,75,35,40,40,35,0,2020-10-26 06:51:06,30,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,24,12,12,7,17,0,2020-10-26 06:51:07,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,61,27,34,52,9,0,2020-10-26 06:51:09,42,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,55,22,33,42,12,1,2020-10-26 06:51:10,36,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,8,1,7,2,6,0,2020-10-26 06:51:11,2,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,44,15,29,9,35,0,2020-10-26 06:51:13,8,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,558,237,321,226,325,3,2020-10-26 06:51:15,150,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,151,73,78,98,53,0,2020-10-26 06:51:16,87,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,7,6,1,2,5,0,2020-10-26 06:51:18,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,75,36,39,41,33,0,2020-10-26 06:51:19,34,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,135,46,89,41,84,9,2020-10-26 06:51:21,23,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,196,62,134,145,45,5,2020-10-26 06:51:22,122,1
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,55,22,33,35,19,0,2020-10-26 06:51:24,34,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,13,5,8,7,5,0,2020-10-26 06:51:25,7,1
42,"52","Kauno r.","2","Kauno apskr.",NA,388,179,209,303,80,5,2020-10-26 06:51:27,198,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,62,29,33,41,19,2,2020-10-26 06:51:28,43,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,76,51,25,22,53,1,2020-10-26 06:51:29,19,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,17,5,12,9,8,0,2020-10-26 06:51:31,8,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,74,36,38,48,24,1,2020-10-26 06:51:32,43,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,88,44,44,55,33,0,2020-10-26 06:51:33,42,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,4,1,3,3,1,0,2020-10-26 06:51:35,1,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,104,44,60,62,41,1,2020-10-26 06:51:37,52,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,12,12,1,23,0,2020-10-26 06:51:40,1,0
52,"78","Telšių r.","8","Telšių apskr.",NA,80,31,49,57,21,2,2020-10-26 06:51:42,53,0
53,"68","Plungės r.","8","Telšių apskr.",NA,220,80,138,196,20,1,2020-10-26 06:51:45,182,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,149,55,94,81,64,4,2020-10-26 06:51:48,79,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,12,6,6,6,5,1,2020-10-26 06:51:50,7,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,14,7,7,6,8,0,2020-10-26 06:51:53,6,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,724,278,446,348,365,9,2020-10-26 06:51:56,151,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,2753,1341,1412,1806,915,24,2020-10-26 06:52:00,1218,8
60,"87","Šilalės r.","7","Tauragės apskr.",NA,59,27,32,41,18,0,2020-10-26 06:52:03,37,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,736,310,426,417,300,19,2020-10-26 06:52:06,314,0
20,"30","Visagino","9","Utenos apskr.",NA,19,8,11,4,14,1,2020-10-26 06:52:09,2,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,63,22,41,48,15,0,2020-10-26 06:52:11,44,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,223,116,107,119,103,1,2020-10-26 06:52:13,81,0
