"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,10,5,5,2,8,0,2020-09-15 06:50:11,2,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-15 06:50:13,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-09-15 06:50:14,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,7,21,1,2020-09-15 06:50:15,5,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-15 06:50:16,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-15 06:50:17,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,89,39,50,8,77,4,2020-09-15 06:50:18,4,0
8,"19","Kauno m.","2","Kauno apskr.",NA,386,212,174,225,153,7,2020-09-15 06:50:20,38,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,34,21,13,6,27,1,2020-09-15 06:50:21,5,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-15 06:50:23,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-15 06:50:24,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-15 06:50:25,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,13,6,7,1,12,0,2020-09-15 06:50:26,1,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,22,10,12,10,11,1,2020-09-15 06:50:28,10,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,86,42,44,14,68,4,2020-09-15 06:50:29,13,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,2,8,0,2020-09-15 06:50:30,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,8,4,4,3,5,0,2020-09-15 06:50:31,1,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,32,12,0,2020-09-15 06:50:33,4,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,9,7,2,1,8,0,2020-09-15 06:50:35,1,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,17,6,11,12,5,0,2020-09-15 06:50:36,8,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,13,7,6,1,11,1,2020-09-15 06:50:38,0,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,16,8,8,2,13,1,2020-09-15 06:50:39,1,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,37,18,19,21,16,0,2020-09-15 06:50:40,7,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,10,6,4,2,8,0,2020-09-15 06:50:41,1,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,9,2,7,5,4,0,2020-09-15 06:50:42,3,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,0,11,1,2020-09-15 06:50:44,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,4,1,0,2020-09-15 06:50:45,4,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,34,11,23,8,26,0,2020-09-15 06:50:46,4,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,343,132,211,49,287,3,2020-09-15 06:50:48,14,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,43,15,28,32,11,0,2020-09-15 06:50:49,9,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,5,5,0,3,2,0,2020-09-15 06:50:50,0,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,24,14,10,12,12,0,2020-09-15 06:50:51,9,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,93,30,63,4,79,9,2020-09-15 06:50:53,1,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,3,2,1,0,3,0,2020-09-15 06:50:54,0,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-09-15 06:50:55,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,6,2,4,1,4,0,2020-09-15 06:50:57,1,1
42,"52","Kauno r.","2","Kauno apskr.",NA,107,53,54,63,43,1,2020-09-15 06:50:58,13,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,15,9,6,5,10,0,2020-09-15 06:50:59,3,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,49,38,11,33,16,0,2020-09-15 06:51:01,19,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,7,3,4,0,7,0,2020-09-15 06:51:02,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,18,12,6,14,3,0,2020-09-15 06:51:03,10,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,21,10,11,14,7,0,2020-09-15 06:51:04,5,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-09-15 06:51:05,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,22,12,10,14,7,1,2020-09-15 06:51:06,11,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,11,13,6,18,0,2020-09-15 06:51:08,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,13,6,7,2,9,2,2020-09-15 06:51:09,2,0
53,"68","Plungės r.","8","Telšių apskr.",NA,11,5,6,3,8,0,2020-09-15 06:51:10,3,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,66,25,41,2,60,4,2020-09-15 06:51:11,2,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,2,1,1,1,0,1,2020-09-15 06:51:12,1,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,7,4,3,0,7,0,2020-09-15 06:51:14,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,31,9,22,25,5,1,2020-09-15 06:51:15,24,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,953,454,499,386,540,22,2020-09-15 06:51:18,133,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,11,10,1,8,3,0,2020-09-15 06:51:19,8,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,347,136,211,59,270,18,2020-09-15 06:51:20,20,0
20,"30","Visagino","9","Utenos apskr.",NA,14,7,7,6,8,0,2020-09-15 06:51:22,2,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,12,4,8,9,3,0,2020-09-15 06:51:23,0,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,92,45,47,16,75,1,2020-09-15 06:51:24,11,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,80,39,41,59,20,1,2020-09-15 06:51:25,55,0
30,"12","Birštono","2","Kauno apskr.",NA,0,0,0,0,0,0,2020-09-15 06:51:26,0,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,1,0,1,1,0,0,2020-09-15 06:51:27,0,0
