"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,29,13,16,0,29,290102,148908,141194,8.7,11.3,10
2,"10-19",NA,53,26,27,0,53,263568,134947,128621,19.3,21,20.1
3,"20-29",NA,246,122,124,0,246,339736,177466,162270,68.7,76.4,72.4
4,"30-39",NA,272,152,120,0,272,359239,188972,170267,80.4,70.5,75.7
5,"40-49",NA,335,149,186,0,335,369722,183873,185849,81,100.1,90.6
6,"50-59",NA,442,164,278,0,442,419039,196469,222570,83.5,124.9,105.5
7,"60-69",NA,291,122,169,0,291,351248,147788,203460,82.6,83.1,82.8
8,"70-79",NA,150,68,82,0,150,236890,81674,155216,83.3,52.8,63.3
9,"Virš 80",NA,168,50,118,0,168,164546,44257,120289,113,98.1,102.1
