"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,45,23,22,25,20,0,2020-10-30 06:50:30,24,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,55,30,25,49,6,0,2020-10-30 06:50:31,33,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,22,8,14,11,10,1,2020-10-30 06:50:33,11,0
4,"69","Prienų r.","2","Kauno apskr.",NA,94,39,55,64,29,1,2020-10-30 06:50:35,58,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,63,21,42,35,28,0,2020-10-30 06:50:36,34,0
6,"74","Rietavo","8","Telšių apskr.",NA,37,14,23,23,14,0,2020-10-30 06:50:38,23,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,275,116,158,167,96,11,2020-10-30 06:50:40,159,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1564,737,827,1097,449,13,2020-10-30 06:50:44,801,5
9,"11","Alytaus m.","1","Alytaus apskr.",NA,78,42,36,38,39,1,2020-10-30 06:50:46,38,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,29,17,12,9,20,0,2020-10-30 06:50:48,6,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,124,50,74,93,27,3,2020-10-30 06:50:49,70,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,17,6,11,13,4,0,2020-10-30 06:50:51,12,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,29,13,16,10,19,0,2020-10-30 06:50:53,10,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,310,122,188,248,51,3,2020-10-30 06:50:56,142,8
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,277,140,137,184,88,5,2020-10-30 06:50:59,159,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,15,8,7,5,10,0,2020-10-30 06:51:00,4,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,29,17,12,9,18,2,2020-10-30 06:51:02,9,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,64,20,44,17,47,0,2020-10-30 06:51:04,19,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,254,94,160,43,195,2,2020-10-30 06:51:06,17,14
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,33,14,19,7,26,0,2020-10-30 06:51:07,6,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,50,25,25,23,26,1,2020-10-30 06:51:08,16,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,71,39,32,50,20,1,2020-10-30 06:51:10,36,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,92,39,53,49,43,0,2020-10-30 06:51:11,35,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,31,16,15,12,19,0,2020-10-30 06:51:13,10,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,86,37,49,70,15,1,2020-10-30 06:51:14,61,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,83,38,43,68,12,1,2020-10-30 06:51:16,58,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,10,2,8,4,6,0,2020-10-30 06:51:17,3,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,52,18,34,17,35,0,2020-10-30 06:51:19,16,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,641,270,371,301,333,3,2020-10-30 06:51:21,206,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,178,87,91,100,78,0,2020-10-30 06:51:23,90,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,7,6,1,1,6,0,2020-10-30 06:51:24,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,107,49,58,73,33,0,2020-10-30 06:51:27,64,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,155,50,105,53,92,9,2020-10-30 06:51:29,38,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,246,81,165,167,72,5,2020-10-30 06:51:31,136,2
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,86,31,55,65,20,0,2020-10-30 06:51:33,64,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,20,9,11,14,5,0,2020-10-30 06:51:35,13,1
42,"52","Kauno r.","2","Kauno apskr.",NA,508,229,279,372,129,6,2020-10-30 06:51:39,288,1
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,107,44,63,80,24,3,2020-10-30 06:51:42,80,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,112,70,42,57,54,1,2020-10-30 06:51:44,52,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,18,6,12,7,11,0,2020-10-30 06:51:46,9,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,125,50,75,97,25,2,2020-10-30 06:51:49,91,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,100,50,50,66,34,0,2020-10-30 06:51:50,42,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,4,1,3,3,1,0,2020-10-30 06:51:52,1,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,154,56,98,99,53,2,2020-10-30 06:51:54,99,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,12,12,0,24,0,2020-10-30 06:51:56,1,0
52,"78","Telšių r.","8","Telšių apskr.",NA,108,39,69,77,28,3,2020-10-30 06:51:59,80,0
53,"68","Plungės r.","8","Telšių apskr.",NA,402,150,251,352,45,2,2020-10-30 06:52:01,332,2
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,200,72,128,130,65,5,2020-10-30 06:52:04,120,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,30,11,18,23,5,1,2020-10-30 06:52:05,24,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,18,9,9,10,8,0,2020-10-30 06:52:07,9,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,757,297,460,271,473,11,2020-10-30 06:52:10,107,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,3516,1730,1784,2478,1004,24,2020-10-30 06:52:15,1785,8
60,"87","Šilalės r.","7","Tauragės apskr.",NA,85,36,49,63,22,0,2020-10-30 06:52:16,59,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,977,409,567,655,301,20,2020-10-30 06:52:20,518,0
20,"30","Visagino","9","Utenos apskr.",NA,22,11,11,4,16,2,2020-10-30 06:52:22,5,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,84,34,50,62,22,0,2020-10-30 06:52:24,61,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,259,129,130,148,109,2,2020-10-30 06:52:26,111,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,856,340,516,651,190,10,2020-10-30 06:52:30,415,5
30,"12","Birštono","2","Kauno apskr.",NA,11,5,6,8,3,0,2020-10-30 06:52:32,8,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,17,8,9,8,9,0,2020-10-30 06:52:34,6,0
