"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,52,25,27,0,52,290102,148908,141194,16.8,19.1,17.9
2,"10-19",NA,89,51,38,0,89,263568,134947,128621,37.8,29.5,33.8
3,"20-29",NA,315,161,154,0,315,339736,177466,162270,90.7,94.9,92.7
4,"30-39",NA,355,196,159,0,355,359239,188972,170267,103.7,93.4,98.8
5,"40-49",NA,431,195,236,0,431,369722,183873,185849,106.1,127,116.6
6,"50-59",NA,513,201,312,0,513,419039,196469,222570,102.3,140.2,122.4
7,"60-69",NA,333,145,188,0,333,351248,147788,203460,98.1,92.4,94.8
8,"70-79",NA,151,63,88,0,151,236890,81674,155216,77.1,56.7,63.7
9,"Virš 80",NA,177,54,121,2,175,164546,44257,120289,122,100.6,107.6
