"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,12,5,7,3,9,0,2020-09-26 06:45:13,2,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,11,5,6,7,4,0,2020-09-26 06:45:14,2,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-09-26 06:45:16,2,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,5,23,1,2020-09-26 06:45:17,0,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-26 06:45:18,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-26 06:45:20,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,95,44,51,10,81,4,2020-09-26 06:45:21,6,0
8,"19","Kauno m.","2","Kauno apskr.",NA,455,243,212,243,204,7,2020-09-26 06:45:23,75,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,36,21,15,5,30,1,2020-09-26 06:45:25,3,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-26 06:45:26,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,16,9,7,1,14,1,2020-09-26 06:45:27,1,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-26 06:45:29,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,6,13,0,2020-09-26 06:45:30,6,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,55,24,31,43,11,1,2020-09-26 06:45:31,38,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,87,42,45,14,69,4,2020-09-26 06:45:33,2,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,0,10,0,2020-09-26 06:45:34,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,15,7,8,10,5,0,2020-09-26 06:45:35,8,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,26,18,0,2020-09-26 06:45:37,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,126,47,79,114,8,0,2020-09-26 06:45:38,117,4
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,22,9,13,17,5,0,2020-09-26 06:45:40,11,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,15,8,7,3,11,1,2020-09-26 06:45:41,2,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,20,10,10,6,13,1,2020-09-26 06:45:43,4,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,41,20,21,22,19,0,2020-09-26 06:45:44,4,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,18,10,8,9,9,0,2020-09-26 06:45:46,9,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,9,2,7,3,6,0,2020-09-26 06:45:47,1,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,14,7,7,2,11,1,2020-09-26 06:45:48,2,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,4,1,0,2020-09-26 06:45:50,1,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,35,12,23,7,28,0,2020-09-26 06:45:51,3,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,358,140,218,58,293,3,2020-09-26 06:45:53,20,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,49,18,31,29,20,0,2020-09-26 06:45:55,6,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,5,5,0,2,3,0,2020-09-26 06:45:56,0,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,28,16,12,11,16,0,2020-09-26 06:45:57,4,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,109,37,72,20,79,9,2020-09-26 06:45:58,16,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,14,5,9,11,3,0,2020-09-26 06:46:00,11,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-09-26 06:46:01,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,6,2,4,1,4,0,2020-09-26 06:46:02,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,121,59,62,67,52,2,2020-09-26 06:46:03,14,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,15,9,6,4,11,0,2020-09-26 06:46:04,0,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,51,39,12,25,26,0,2020-09-26 06:46:05,6,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,7,3,4,0,7,0,2020-09-26 06:46:07,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,23,15,8,15,7,0,2020-09-26 06:46:08,8,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,24,13,11,13,11,0,2020-09-26 06:46:10,4,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-09-26 06:46:11,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,35,18,17,23,11,1,2020-09-26 06:46:12,17,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,25,12,13,4,21,0,2020-09-26 06:46:13,1,0
52,"78","Telšių r.","8","Telšių apskr.",NA,20,9,11,9,9,2,2020-09-26 06:46:15,9,0
53,"68","Plungės r.","8","Telšių apskr.",NA,17,7,10,9,8,0,2020-09-26 06:46:16,9,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,66,25,41,2,60,4,2020-09-26 06:46:17,0,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,2,1,1,1,0,1,2020-09-26 06:46:19,1,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,8,5,3,1,7,0,2020-09-26 06:46:20,1,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,203,67,136,195,6,2,2020-09-26 06:46:21,182,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,1159,558,601,534,598,22,2020-09-26 06:46:24,235,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,11,10,1,6,5,0,2020-09-26 06:46:25,0,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,370,153,217,68,284,18,2020-09-26 06:46:27,31,0
20,"30","Visagino","9","Utenos apskr.",NA,14,7,7,5,9,0,2020-09-26 06:46:28,0,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,16,7,9,6,10,0,2020-09-26 06:46:30,4,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,108,53,55,29,78,1,2020-09-26 06:46:31,16,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,172,75,97,148,23,1,2020-09-26 06:46:32,98,0
30,"12","Birštono","2","Kauno apskr.",NA,1,1,0,1,0,0,2020-09-26 06:46:34,1,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,7,2,5,7,0,0,2020-09-26 06:46:35,6,0
