"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,10,5,5,2,8,0,2020-09-20 08:27:57,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-20 08:27:59,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-09-20 08:28:00,2,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,7,21,1,2020-09-20 08:28:01,1,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-20 08:28:02,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-20 08:28:04,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,91,41,50,9,78,4,2020-09-20 08:28:05,5,0
8,"19","Kauno m.","2","Kauno apskr.",NA,410,223,187,230,172,7,2020-09-20 08:28:08,56,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,35,21,14,5,29,1,2020-09-20 08:28:10,5,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-20 08:28:12,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-20 08:28:14,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-20 08:28:16,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,18,8,10,6,12,0,2020-09-20 08:28:19,6,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,30,13,17,18,11,1,2020-09-20 08:28:20,16,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,86,42,44,14,68,4,2020-09-20 08:28:23,8,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,1,9,0,2020-09-20 08:28:25,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,14,7,7,9,5,0,2020-09-20 08:28:27,7,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,31,13,0,2020-09-20 08:28:28,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,66,19,47,56,8,0,2020-09-20 08:28:31,57,2
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,18,7,11,13,5,0,2020-09-20 08:28:33,9,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,13,7,6,1,11,1,2020-09-20 08:28:35,0,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,20,10,10,6,13,1,2020-09-20 08:28:36,5,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,40,20,20,23,17,0,2020-09-20 08:28:38,10,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,14,7,7,5,9,0,2020-09-20 08:28:40,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,9,2,7,5,4,0,2020-09-20 08:28:42,3,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,14,7,7,2,11,1,2020-09-20 08:28:44,2,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,4,1,0,2020-09-20 08:28:46,4,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,36,13,23,8,28,0,2020-09-20 08:28:48,5,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,349,135,214,53,289,3,2020-09-20 08:28:51,18,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,48,17,31,32,16,0,2020-09-20 08:28:52,7,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,5,5,0,2,3,0,2020-09-20 08:28:54,0,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,27,15,12,14,12,0,2020-09-20 08:28:57,6,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,101,34,67,12,79,9,2020-09-20 08:28:59,8,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,9,3,6,6,3,0,2020-09-20 08:29:01,6,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-09-20 08:29:03,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,6,2,4,1,4,0,2020-09-20 08:29:05,1,1
42,"52","Kauno r.","2","Kauno apskr.",NA,111,54,57,61,49,1,2020-09-20 08:29:07,12,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,15,9,6,5,10,0,2020-09-20 08:29:08,3,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,51,39,12,30,21,0,2020-09-20 08:29:11,10,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,7,3,4,0,7,0,2020-09-20 08:29:13,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,21,15,6,16,4,0,2020-09-20 08:29:14,11,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,24,13,11,15,9,0,2020-09-20 08:29:16,6,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-09-20 08:29:18,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,28,13,15,18,9,1,2020-09-20 08:29:20,15,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,11,13,6,18,0,2020-09-20 08:29:22,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,17,7,10,6,9,2,2020-09-20 08:29:24,6,0
53,"68","Plungės r.","8","Telšių apskr.",NA,15,7,8,7,8,0,2020-09-20 08:29:26,7,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,66,25,41,2,60,4,2020-09-20 08:29:28,2,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,2,1,1,1,0,1,2020-09-20 08:29:30,1,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,8,5,3,1,7,0,2020-09-20 08:29:32,1,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,62,22,40,55,6,1,2020-09-20 08:29:34,47,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,1035,500,535,437,571,22,2020-09-20 08:29:38,163,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,11,10,1,8,3,0,2020-09-20 08:29:40,1,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,360,146,214,65,277,18,2020-09-20 08:29:42,29,0
20,"30","Visagino","9","Utenos apskr.",NA,14,7,7,5,9,0,2020-09-20 08:29:44,1,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,14,5,9,4,10,0,2020-09-20 08:29:46,2,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,99,48,51,22,76,1,2020-09-20 08:29:48,16,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,113,54,59,90,22,1,2020-09-20 08:29:51,73,0
30,"12","Birštono","2","Kauno apskr.",NA,1,1,0,1,0,0,2020-09-20 08:29:53,1,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,4,2,2,4,0,0,2020-09-20 08:29:55,3,0
