"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,341,149,192,249,89,3,2020-11-27 06:50:19,200,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,376,196,180,324,48,4,2020-11-27 06:50:21,184,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,407,208,199,324,81,1,2020-11-27 06:50:23,304,1
4,"69","Prienų r.","2","Kauno apskr.",NA,471,184,287,334,133,3,2020-11-27 06:50:25,215,1
5,"46","Jonavos r.","2","Kauno apskr.",NA,633,301,332,562,69,2,2020-11-27 06:50:27,338,0
6,"74","Rietavo","8","Telšių apskr.",NA,158,56,102,85,69,4,2020-11-27 06:50:28,61,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,1205,535,670,913,270,20,2020-11-27 06:50:31,523,2
8,"19","Kauno m.","2","Kauno apskr.",NA,6241,2802,3439,5054,1114,53,2020-11-27 06:50:36,2515,20
9,"11","Alytaus m.","1","Alytaus apskr.",NA,1127,436,691,999,124,4,2020-11-27 06:50:38,693,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,263,109,154,196,62,1,2020-11-27 06:50:40,180,1
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,303,122,181,137,156,6,2020-11-27 06:50:42,78,4
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,165,61,104,124,40,1,2020-11-27 06:50:44,112,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,185,77,108,91,90,0,2020-11-27 06:50:46,77,2
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,1088,471,616,889,175,13,2020-11-27 06:50:48,488,10
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,1288,563,724,953,322,11,2020-11-27 06:50:50,531,2
16,"34","Anykščių r.","9","Utenos apskr.",NA,146,67,79,101,43,2,2020-11-27 06:50:52,101,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,201,94,107,155,43,3,2020-11-27 06:50:54,137,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,162,58,104,70,91,1,2020-11-27 06:50:55,65,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,701,284,417,371,310,4,2020-11-27 06:50:57,308,16
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,217,89,128,151,63,1,2020-11-27 06:50:59,131,2
23,"84","Šakių r.","4","Marijampolės apskr.",NA,344,146,198,273,66,4,2020-11-27 06:51:01,217,1
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,541,236,305,400,134,6,2020-11-27 06:51:03,291,1
25,"79","Trakų r.","10","Vilniaus apskr.",NA,457,179,275,349,104,3,2020-11-27 06:51:05,227,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,182,84,98,103,77,2,2020-11-27 06:51:07,71,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,415,161,254,330,78,5,2020-11-27 06:51:09,197,2
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,285,145,140,232,49,4,2020-11-27 06:51:11,125,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,36,14,22,23,12,0,2020-11-27 06:51:12,14,1
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,463,180,283,377,78,4,2020-11-27 06:51:14,275,4
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,1968,800,1143,1469,477,10,2020-11-27 06:51:17,786,8
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,585,233,352,266,309,2,2020-11-27 06:51:19,166,8
36,"43","Zarasų r.","9","Utenos apskr.",NA,67,32,35,52,13,2,2020-11-27 06:51:21,40,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,1016,420,596,874,126,11,2020-11-27 06:51:23,651,5
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,571,221,349,316,244,10,2020-11-27 06:51:25,245,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,531,192,339,296,223,9,2020-11-27 06:51:27,169,3
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,398,170,228,258,134,1,2020-11-27 06:51:29,136,5
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,130,52,78,88,38,3,2020-11-27 06:51:31,66,1
42,"52","Kauno r.","2","Kauno apskr.",NA,2008,882,1126,1623,366,16,2020-11-27 06:51:34,813,3
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,640,236,403,458,163,10,2020-11-27 06:51:36,253,9
45,"77","Tauragės r.","7","Tauragės apskr.",NA,810,357,453,578,213,14,2020-11-27 06:51:38,492,3
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,99,42,57,78,21,0,2020-11-27 06:51:40,59,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,340,129,210,221,102,7,2020-11-27 06:51:42,94,10
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,308,147,159,248,60,0,2020-11-27 06:51:44,123,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,17,7,9,14,3,0,2020-11-27 06:51:45,7,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,1222,547,675,826,383,12,2020-11-27 06:51:48,645,1
51,"45","Ignalinos r.","9","Utenos apskr.",NA,87,34,53,41,46,0,2020-11-27 06:51:49,43,0
52,"78","Telšių r.","8","Telšių apskr.",NA,718,256,462,309,390,8,2020-11-27 06:51:52,267,11
53,"68","Plungės r.","8","Telšių apskr.",NA,845,328,517,424,400,19,2020-11-27 06:51:54,162,2
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,806,295,509,659,126,17,2020-11-27 06:51:56,276,3
55,"38","Varėnos r.","1","Alytaus apskr.",NA,300,124,176,200,97,3,2020-11-27 06:51:58,181,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,385,159,226,344,39,2,2020-11-27 06:52:00,265,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,1219,460,759,525,660,28,2020-11-27 06:52:03,351,6
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,11449,5208,6079,8827,2535,53,2020-11-27 06:52:15,4169,20
60,"87","Šilalės r.","7","Tauragės apskr.",NA,736,287,449,582,135,5,2020-11-27 06:52:17,356,14
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,4207,1762,2428,3391,768,32,2020-11-27 06:52:22,1761,16
20,"30","Visagino","9","Utenos apskr.",NA,171,78,93,115,54,2,2020-11-27 06:52:24,114,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,308,137,171,228,79,1,2020-11-27 06:52:26,112,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,1846,753,1092,1443,392,7,2020-11-27 06:52:29,1066,4
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,3470,1454,2016,2564,875,21,2020-11-27 06:52:33,1451,10
30,"12","Birštono","2","Kauno apskr.",NA,69,27,42,53,16,0,2020-11-27 06:52:35,38,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,233,98,135,197,35,1,2020-11-27 06:52:37,161,0
