"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
84541,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-20 06:50:08,0,0,8,21.5,37179,0,0,0,12.8,0
84542,NA,"Kaišiadorių r.",NA,NA,NA,NA,8,4,4,5,3,0,2020-08-20 06:50:09,0,0,8,27.1,29526,16.9,5,16.9,12.8,0
84543,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-08-20 06:50:10,0,0,8,23.1,34660,0,0,0,12.8,0
84544,NA,"Prienų r.",NA,NA,NA,NA,23,8,15,17,5,1,2020-08-20 06:50:10,0,0,23,89.1,25802,65.9,10,38.8,12.8,0
84801,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,7,13,0,2020-08-20 06:50:11,0,0,20,48.6,41163,17,4,9.7,12.8,0
84802,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-20 06:50:12,0,0,6,82.7,7258,0,0,0,12.8,0
84803,NA,"Marijampolės",NA,NA,NA,NA,82,36,46,3,75,4,2020-08-20 06:50:13,0,0,82,152.5,53772,5.6,0,0,12.8,0
84804,NA,"Kauno m.",NA,NA,NA,NA,292,165,127,182,106,3,2020-08-20 06:50:14,0,0,292,100.9,289380,62.9,107,37,12.8,1
84805,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-20 06:50:15,0,0,28,56.1,49888,0,0,0,12.8,0
84806,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-20 06:50:16,0,0,1,5.2,19109,0,0,0,12.8,0
84807,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-08-20 06:50:16,0,0,15,72.4,20726,0,0,0,12.8,0
