"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,34,14,20,19,15,0,2020-10-28 11:10:59,14,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,47,26,21,41,6,0,2020-10-28 11:11:01,29,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,19,6,13,8,10,1,2020-10-28 11:11:02,8,0
4,"69","Prienų r.","2","Kauno apskr.",NA,81,31,50,51,29,1,2020-10-28 11:11:03,49,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,58,19,39,36,22,0,2020-10-28 11:11:04,31,0
6,"74","Rietavo","8","Telšių apskr.",NA,31,12,19,18,13,0,2020-10-28 11:11:05,17,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,233,87,145,130,94,8,2020-10-28 11:11:07,129,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1340,637,703,882,443,12,2020-10-28 11:11:10,620,3
9,"11","Alytaus m.","1","Alytaus apskr.",NA,64,35,29,24,39,1,2020-10-28 11:11:11,25,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,26,15,11,6,20,0,2020-10-28 11:11:12,4,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,101,43,58,78,19,3,2020-10-28 11:11:14,63,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,17,6,11,13,4,0,2020-10-28 11:11:15,12,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,22,10,12,3,19,0,2020-10-28 11:11:16,3,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,294,118,176,232,51,3,2020-10-28 11:11:18,139,8
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,230,117,113,139,86,5,2020-10-28 11:11:19,128,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,15,8,7,5,10,0,2020-10-28 11:11:21,4,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,28,17,11,8,18,2,2020-10-28 11:11:22,9,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,60,19,41,15,45,0,2020-10-28 11:11:23,15,0
