"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,224,109,115,0,224,290102,148908,141194,73.2,81.4,77.2
2,"10-19",NA,471,251,220,0,471,263568,134947,128621,186,171,178.7
3,"20-29",NA,1072,543,529,0,1072,339736,177466,162270,306,326,315.5
4,"30-39",NA,1206,613,593,0,1206,359239,188972,170267,324.4,348.3,335.7
5,"40-49",NA,1309,556,753,0,1309,369722,183873,185849,302.4,405.2,354
6,"50-59",NA,1381,537,844,0,1381,419039,196469,222570,273.3,379.2,329.6
7,"60-69",NA,874,368,506,0,874,351248,147788,203460,249,248.7,248.8
8,"70-79",NA,368,160,208,0,368,236890,81674,155216,195.9,134,155.3
9,"Virš 80",NA,364,102,258,4,360,164546,44257,120289,230.5,214.5,221.2
