"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,165,78,87,0,165,290102,148908,141194,52.4,61.6,56.9
2,"10-19",NA,357,188,169,0,357,263568,134947,128621,139.3,131.4,135.4
3,"20-29",NA,893,445,448,0,893,339736,177466,162270,250.8,276.1,262.9
4,"30-39",NA,1002,516,486,0,1002,359239,188972,170267,273.1,285.4,278.9
5,"40-49",NA,1072,459,613,0,1072,369722,183873,185849,249.6,329.8,289.9
6,"50-59",NA,1162,458,704,0,1162,419039,196469,222570,233.1,316.3,277.3
7,"60-69",NA,708,296,412,0,708,351248,147788,203460,200.3,202.5,201.6
8,"70-79",NA,291,125,166,0,291,236890,81674,155216,153,106.9,122.8
9,"Virš 80",NA,313,88,225,0,313,164546,44257,120289,198.8,187,190.2
