"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,33,14,19,18,15,0,2020-10-27 06:50:24,13,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,39,20,19,33,6,0,2020-10-27 06:50:25,23,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,18,6,12,8,9,1,2020-10-27 06:50:26,7,0
4,"69","Prienų r.","2","Kauno apskr.",NA,75,29,46,45,29,1,2020-10-27 06:50:28,43,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,56,19,37,34,22,0,2020-10-27 06:50:29,30,0
6,"74","Rietavo","8","Telšių apskr.",NA,30,12,18,17,13,0,2020-10-27 06:50:30,16,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,218,82,135,115,94,8,2020-10-27 06:50:32,115,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1227,588,639,850,362,12,2020-10-27 06:50:34,523,3
9,"11","Alytaus m.","1","Alytaus apskr.",NA,56,30,26,20,35,1,2020-10-27 06:50:36,17,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,24,14,10,4,20,0,2020-10-27 06:50:37,2,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,100,42,58,79,17,3,2020-10-27 06:50:38,63,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,15,5,10,11,4,0,2020-10-27 06:50:39,11,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,22,10,12,3,19,0,2020-10-27 06:50:41,3,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,271,110,161,212,51,3,2020-10-27 06:50:44,126,5
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,212,106,106,123,85,4,2020-10-27 06:50:46,110,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,14,7,7,4,10,0,2020-10-27 06:50:48,3,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,28,17,11,8,18,2,2020-10-27 06:50:50,9,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,58,16,42,14,44,0,2020-10-27 06:50:52,12,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,244,89,155,39,189,2,2020-10-27 06:50:54,11,14
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,33,15,18,10,23,0,2020-10-27 06:50:56,9,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,41,20,21,14,26,1,2020-10-27 06:50:59,13,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,56,33,23,35,20,1,2020-10-27 06:51:01,23,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,80,37,43,45,35,0,2020-10-27 06:51:03,34,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,24,12,12,5,19,0,2020-10-27 06:51:05,5,0
