"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,442,224,218,0,442,290102,148908,141194,150.4,154.4,152.4
2,"10-19",NA,932,512,420,0,932,263568,134947,128621,379.4,326.5,353.6
3,"20-29",NA,1942,976,966,0,1942,339736,177466,162270,550,595.3,571.6
4,"30-39",NA,2281,1112,1169,0,2281,359239,188972,170267,588.4,686.6,635
5,"40-49",NA,2351,983,1368,0,2351,369722,183873,185849,534.6,736.1,635.9
6,"50-59",NA,2402,932,1470,0,2402,419039,196469,222570,474.4,660.5,573.2
7,"60-69",NA,1526,638,888,0,1526,351248,147788,203460,431.7,436.4,434.5
8,"70-79",NA,569,252,317,0,569,236890,81674,155216,308.5,204.2,240.2
9,"Virš 80",NA,568,163,398,7,561,164546,44257,120289,368.3,330.9,345.2
