"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,22,8,14,12,10,0,2020-10-19 08:30:48,7,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,26,14,12,21,5,0,2020-10-19 08:30:49,12,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,12,6,6,3,8,1,2020-10-19 08:30:50,2,0
4,"69","Prienų r.","2","Kauno apskr.",NA,39,15,24,10,28,1,2020-10-19 08:30:51,10,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,30,10,20,10,20,0,2020-10-19 08:30:52,7,0
6,"74","Rietavo","8","Telšių apskr.",NA,17,7,10,11,6,0,2020-10-19 08:30:53,9,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,135,55,80,41,90,4,2020-10-19 08:30:54,37,0
8,"19","Kauno m.","2","Kauno apskr.",NA,814,397,417,493,310,9,2020-10-19 08:30:56,244,2
9,"11","Alytaus m.","1","Alytaus apskr.",NA,45,25,20,9,35,1,2020-10-19 08:30:57,9,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,23,14,9,22,1,0,2020-10-19 08:30:58,13,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,62,31,31,45,14,2,2020-10-19 08:30:59,46,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,8,2,6,5,3,0,2020-10-19 08:31:00,5,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,20,10,10,3,17,0,2020-10-19 08:31:01,1,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,188,84,104,158,26,3,2020-10-19 08:31:03,89,1
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,133,69,64,50,79,4,2020-10-19 08:31:04,39,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,12,5,7,2,10,0,2020-10-19 08:31:05,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,22,13,9,6,14,2,2020-10-19 08:31:06,3,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,46,12,34,11,35,0,2020-10-19 08:31:07,1,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,237,86,151,130,92,2,2020-10-19 08:31:09,24,13
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,28,11,17,8,20,0,2020-10-19 08:31:10,6,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,34,18,16,19,14,1,2020-10-19 08:31:11,17,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,42,23,19,22,19,1,2020-10-19 08:31:12,15,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,58,26,32,35,23,0,2020-10-19 08:31:13,17,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,24,12,12,8,16,0,2020-10-19 08:31:14,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,35,12,23,26,9,0,2020-10-19 08:31:15,24,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,30,13,17,17,12,1,2020-10-19 08:31:16,15,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,8,1,7,3,5,0,2020-10-19 08:31:17,3,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,36,12,24,1,35,0,2020-10-19 08:31:19,1,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,453,188,265,137,309,3,2020-10-19 08:31:21,74,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,110,55,55,68,42,0,2020-10-19 08:31:24,60,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,6,5,1,1,5,0,2020-10-19 08:31:25,0,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,45,25,20,18,26,0,2020-10-19 08:31:26,6,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,120,43,77,27,83,9,2020-10-19 08:31:28,11,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,127,45,82,103,23,1,2020-10-19 08:31:33,86,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,27,12,15,7,19,0,2020-10-19 08:31:34,7,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,7,3,4,1,5,0,2020-10-19 08:31:36,1,1
42,"52","Kauno r.","2","Kauno apskr.",NA,240,111,129,167,69,4,2020-10-19 08:31:37,81,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,36,16,20,21,15,0,2020-10-19 08:31:38,20,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,63,44,19,14,49,0,2020-10-19 08:31:40,11,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,14,5,9,7,7,0,2020-10-19 08:31:41,6,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,46,23,23,23,21,1,2020-10-19 08:31:42,21,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,62,35,27,44,18,0,2020-10-19 08:31:43,30,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,5,2,3,4,1,0,2020-10-19 08:31:44,3,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,62,30,32,30,31,1,2020-10-19 08:31:45,15,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,25,12,13,1,24,0,2020-10-19 08:31:46,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,38,15,23,17,19,2,2020-10-19 08:31:47,15,0
53,"68","Plungės r.","8","Telšių apskr.",NA,90,39,51,73,17,0,2020-10-19 08:31:48,73,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,99,38,61,34,61,4,2020-10-19 08:31:50,32,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,7,4,3,5,1,1,2020-10-19 08:31:50,3,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,9,5,4,1,8,0,2020-10-19 08:31:51,1,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,675,256,419,622,45,6,2020-10-19 08:31:53,262,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,1905,910,992,1124,749,24,2020-10-19 08:31:57,567,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,29,17,12,18,11,0,2020-10-19 08:31:58,17,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,506,208,298,193,295,18,2020-10-19 08:32:00,122,0
20,"30","Visagino","9","Utenos apskr.",NA,21,10,11,8,12,1,2020-10-19 08:32:01,5,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,37,14,23,22,15,0,2020-10-19 08:32:02,19,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,171,84,87,73,97,1,2020-10-19 08:32:03,37,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,489,190,299,406,76,5,2020-10-19 08:32:06,188,2
30,"12","Birštono","2","Kauno apskr.",NA,3,1,2,2,1,0,2020-10-19 08:32:07,2,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,12,5,7,12,0,0,2020-10-19 08:32:07,3,0
