"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,15,6,9,5,10,0,2020-10-06 06:45:14,5,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,14,7,7,10,4,0,2020-10-06 06:45:15,4,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-10-06 06:45:17,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,30,11,19,2,27,1,2020-10-06 06:45:19,1,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,24,8,16,5,19,0,2020-10-06 06:45:20,4,0
6,"74","Rietavo","8","Telšių apskr.",NA,8,5,3,2,6,0,2020-10-06 06:45:22,2,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,98,44,54,10,84,4,2020-10-06 06:45:24,7,0
8,"19","Kauno m.","2","Kauno apskr.",NA,583,302,281,323,251,8,2020-10-06 06:45:27,165,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,36,21,15,2,33,1,2020-10-06 06:45:29,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,11,6,5,9,1,0,2020-10-06 06:45:30,10,1
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,17,9,8,1,14,2,2020-10-06 06:45:32,2,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-10-06 06:45:33,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,3,16,0,2020-10-06 06:45:35,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,103,48,55,88,14,1,2020-10-06 06:45:37,70,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,94,47,47,18,72,4,2020-10-06 06:45:39,7,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,11,5,6,1,10,0,2020-10-06 06:45:40,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,19,10,9,10,8,1,2020-10-06 06:45:42,5,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,45,12,33,20,25,0,2020-10-06 06:45:43,1,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,215,74,141,200,11,0,2020-10-06 06:45:45,140,4
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,22,9,13,16,6,0,2020-10-06 06:45:47,1,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,17,10,7,5,11,1,2020-10-06 06:45:49,3,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,28,16,12,13,14,1,2020-10-06 06:45:50,9,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,42,20,22,21,21,0,2020-10-06 06:45:52,4,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,19,10,9,8,11,0,2020-10-06 06:45:54,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,11,2,9,4,7,0,2020-10-06 06:45:56,2,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,15,8,7,2,12,1,2020-10-06 06:45:57,1,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,2,3,0,2020-10-06 06:45:59,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,35,12,23,2,33,0,2020-10-06 06:46:01,0,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,383,152,231,83,293,3,2020-10-06 06:46:03,29,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,50,18,32,21,29,0,2020-10-06 06:46:05,1,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,6,5,1,2,4,0,2020-10-06 06:46:06,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,39,22,17,22,16,0,2020-10-06 06:46:08,12,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,109,37,72,19,80,9,2020-10-06 06:46:10,6,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,42,11,31,38,3,1,2020-10-06 06:46:12,28,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-10-06 06:46:13,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,6,2,4,0,5,0,2020-10-06 06:46:15,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,165,81,84,101,62,2,2020-10-06 06:46:17,53,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,16,9,7,1,15,0,2020-10-06 06:46:19,1,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,53,40,13,10,43,0,2020-10-06 06:46:21,2,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,8,4,4,1,7,0,2020-10-06 06:46:22,1,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,27,17,10,7,19,0,2020-10-06 06:46:24,6,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,37,21,16,25,12,0,2020-10-06 06:46:26,12,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-10-06 06:46:27,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,48,22,26,28,19,1,2020-10-06 06:46:29,15,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,25,12,13,2,23,0,2020-10-06 06:46:30,1,0
52,"78","Telšių r.","8","Telšių apskr.",NA,23,10,13,8,13,2,2020-10-06 06:46:32,6,0
53,"68","Plungės r.","8","Telšių apskr.",NA,17,7,10,2,15,0,2020-10-06 06:46:34,0,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,67,25,42,2,61,4,2020-10-06 06:46:36,1,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,4,2,2,2,1,1,2020-10-06 06:46:37,2,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,8,5,3,0,8,0,2020-10-06 06:46:39,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,423,138,285,410,7,5,2020-10-06 06:46:41,344,1
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,1360,658,702,708,624,23,2020-10-06 06:46:44,288,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,12,10,2,3,9,0,2020-10-06 06:46:46,1,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,384,160,224,78,288,18,2020-10-06 06:46:48,22,0
20,"30","Visagino","9","Utenos apskr.",NA,16,8,8,3,12,1,2020-10-06 06:46:49,2,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,18,8,10,8,10,0,2020-10-06 06:46:51,4,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,134,67,67,49,84,1,2020-10-06 06:46:53,33,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,305,123,182,271,31,3,2020-10-06 06:46:55,182,0
30,"12","Birštono","2","Kauno apskr.",NA,1,1,0,1,0,0,2020-10-06 06:46:56,0,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,9,3,6,9,0,0,2020-10-06 06:46:58,5,0
