"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
61,NA,"Kita",NA,NA,NA,NA,1,0,0,0,0,0,2020-10-28 11:13:59,0,0,1,0,0,0,0,0,98.6,0
104181,NA,"Utenos r.",NA,NA,NA,NA,34,14,20,19,15,0,2020-10-28 11:13:59,0,0,34,91.4,37179,51.1,14,37.7,201.8,0
104182,NA,"Kaišiadorių r.",NA,NA,NA,NA,47,26,21,41,6,0,2020-10-28 11:13:59,0,0,47,159.2,29526,138.9,29,98.2,201.8,0
104183,NA,"Vilkaviškio r.",NA,NA,NA,NA,19,6,13,8,10,1,2020-10-28 11:13:59,0,0,19,54.8,34660,23.1,8,23.1,201.8,0
104184,NA,"Prienų r.",NA,NA,NA,NA,81,31,50,51,29,1,2020-10-28 11:13:59,0,0,81,313.9,25802,197.7,49,189.9,201.8,0
104185,NA,"Jonavos r.",NA,NA,NA,NA,58,19,39,36,22,0,2020-10-28 11:13:59,0,0,58,140.9,41163,87.5,31,75.3,201.8,0
104186,NA,"Rietavo",NA,NA,NA,NA,31,12,19,18,13,0,2020-10-28 11:13:59,0,0,31,427.1,7258,248,17,234.2,201.8,0
104187,NA,"Marijampolės",NA,NA,NA,NA,233,87,145,130,94,8,2020-10-28 11:13:59,0,0,233,433.3,53772,241.8,129,239.9,201.8,0
104188,NA,"Kauno m.",NA,NA,NA,NA,1340,637,703,882,443,12,2020-10-28 11:13:59,0,0,1340,463.1,289380,304.8,620,214.3,201.8,3
104189,NA,"Alytaus m.",NA,NA,NA,NA,64,35,29,24,39,1,2020-10-28 11:13:59,0,0,64,128.3,49888,48.1,25,50.1,201.8,0
104190,NA,"Druskininkų",NA,NA,NA,NA,26,15,11,6,20,0,2020-10-28 11:13:59,0,0,26,136.1,19109,31.4,4,20.9,201.8,0
