"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,0,8,0,2020-08-25 06:50:14,0,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,8,4,4,5,3,0,2020-08-25 06:50:15,4,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-08-25 06:50:16,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,24,8,16,16,7,1,2020-08-25 06:50:17,4,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,7,13,0,2020-08-25 06:50:17,2,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-08-25 06:50:18,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,83,37,46,3,76,4,2020-08-25 06:50:19,1,0
8,"19","Kauno m.","2","Kauno apskr.",NA,321,179,142,199,115,6,2020-08-25 06:50:20,87,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-08-25 06:50:21,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-08-25 06:50:22,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-08-25 06:50:23,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-08-25 06:50:24,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-08-25 06:50:24,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,1,10,1,2020-08-25 06:50:25,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,70,33,37,8,58,4,2020-08-25 06:50:26,3,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,8,3,5,0,8,0,2020-08-25 06:50:27,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-08-25 06:50:28,2,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,19,6,13,12,7,0,2020-08-25 06:50:29,8,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,8,6,2,1,7,0,2020-08-25 06:50:29,0,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,5,1,4,0,5,0,2020-08-25 06:50:30,0,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-08-25 06:50:31,2,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,15,8,7,5,9,1,2020-08-25 06:50:32,3,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,27,13,14,17,10,0,2020-08-25 06:50:33,10,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,7,4,3,4,3,0,2020-08-25 06:50:34,4,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,4,1,3,1,3,0,2020-08-25 06:50:34,1,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,1,10,1,2020-08-25 06:50:35,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-08-25 06:50:36,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,29,9,20,5,24,0,2020-08-25 06:50:37,3,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,322,123,199,41,274,3,2020-08-25 06:50:38,5,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,16,8,8,5,11,0,2020-08-25 06:50:39,5,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,5,5,0,3,2,0,2020-08-25 06:50:40,3,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,14,7,7,4,10,0,2020-08-25 06:50:41,2,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,92,29,63,3,79,9,2020-08-25 06:50:42,3,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,3,2,1,0,3,0,2020-08-25 06:50:43,0,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-08-25 06:50:44,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,5,2,3,0,4,0,2020-08-25 06:50:45,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,85,44,41,61,24,0,2020-08-25 06:50:46,38,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,12,8,4,5,7,0,2020-08-25 06:50:46,4,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,19,10,9,8,11,0,2020-08-25 06:50:47,8,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,6,3,3,0,6,0,2020-08-25 06:50:48,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,3,1,2,1,2,0,2020-08-25 06:50:49,0,0
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,12,4,8,7,5,0,2020-08-25 06:50:50,3,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,2,1,1,1,1,0,2020-08-25 06:50:51,1,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,10,5,5,2,7,1,2020-08-25 06:50:51,2,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,11,13,14,10,0,2020-08-25 06:50:52,0,0
52,"78","Telšių r.","8","Telšių apskr.",NA,11,6,5,0,9,2,2020-08-25 06:50:53,0,0
53,"68","Plungės r.","8","Telšių apskr.",NA,8,5,3,0,8,0,2020-08-25 06:50:54,0,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,64,24,40,2,58,4,2020-08-25 06:50:55,1,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,1,1,0,0,0,1,2020-08-25 06:50:56,0,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,7,4,3,0,7,0,2020-08-25 06:50:57,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,7,1,6,1,5,1,2020-08-25 06:50:57,0,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,741,348,391,282,429,22,2020-08-25 06:50:59,154,6
60,"87","Šilalės r.","7","Tauragės apskr.",NA,3,2,1,0,3,0,2020-08-25 06:51:00,0,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,319,117,202,40,261,18,2020-08-25 06:51:01,29,0
20,"30","Visagino","9","Utenos apskr.",NA,11,6,5,6,5,0,2020-08-25 06:51:02,1,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,5,3,2,2,3,0,2020-08-25 06:51:03,1,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,72,37,35,23,48,1,2020-08-25 06:51:04,10,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,25,14,11,8,16,1,2020-08-25 06:51:05,6,0
