"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,212,101,111,0,212,290102,148908,141194,67.8,78.6,73.1
2,"10-19",NA,450,241,209,0,450,263568,134947,128621,178.6,162.5,170.7
3,"20-29",NA,1039,528,511,0,1039,339736,177466,162270,297.5,314.9,305.8
4,"30-39",NA,1161,592,569,0,1161,359239,188972,170267,313.3,334.2,323.2
5,"40-49",NA,1276,546,730,0,1276,369722,183873,185849,296.9,392.8,345.1
6,"50-59",NA,1340,528,812,0,1340,419039,196469,222570,268.7,364.8,319.8
7,"60-69",NA,852,362,490,0,852,351248,147788,203460,244.9,240.8,242.6
8,"70-79",NA,356,155,201,0,356,236890,81674,155216,189.8,129.5,150.3
9,"Virš 80",NA,355,99,252,4,351,164546,44257,120289,223.7,209.5,215.7
