"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,371,190,181,0,371,290102,148908,141194,127.6,128.2,127.9
2,"10-19",NA,798,438,360,0,798,263568,134947,128621,324.6,279.9,302.8
3,"20-29",NA,1591,802,789,0,1591,339736,177466,162270,451.9,486.2,468.3
4,"30-39",NA,1891,929,962,0,1891,359239,188972,170267,491.6,565,526.4
5,"40-49",NA,1988,829,1159,0,1988,369722,183873,185849,450.9,623.6,537.7
6,"50-59",NA,2006,788,1218,0,2006,419039,196469,222570,401.1,547.2,478.7
7,"60-69",NA,1299,530,769,0,1299,351248,147788,203460,358.6,378,369.8
8,"70-79",NA,498,213,285,0,498,236890,81674,155216,260.8,183.6,210.2
9,"Virš 80",NA,514,143,361,10,504,164546,44257,120289,323.1,300.1,312.4
