"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
96121,NA,"Utenos r.",NA,NA,NA,NA,17,6,11,7,10,0,2020-10-08 06:45:13,0,0,17,45.7,37179,18.8,6,16.1,55.6,0
96122,NA,"Kaišiadorių r.",NA,NA,NA,NA,14,7,7,10,4,0,2020-10-08 06:45:15,0,0,14,47.4,29526,33.9,4,13.5,55.6,0
96123,NA,"Vilkaviškio r.",NA,NA,NA,NA,10,5,5,1,8,1,2020-10-08 06:45:17,0,0,10,28.9,34660,2.9,0,0,55.6,0
96124,NA,"Prienų r.",NA,NA,NA,NA,30,11,19,2,27,1,2020-10-08 06:45:18,0,0,30,116.3,25802,7.8,1,3.9,55.6,0
96125,NA,"Jonavos r.",NA,NA,NA,NA,25,8,17,6,19,0,2020-10-08 06:45:20,0,0,25,60.7,41163,14.6,5,12.1,55.6,0
96126,NA,"Rietavo",NA,NA,NA,NA,12,6,6,6,6,0,2020-10-08 06:45:21,0,0,12,165.3,7258,82.7,6,82.7,55.6,0
96127,NA,"Marijampolės",NA,NA,NA,NA,98,44,54,10,84,4,2020-10-08 06:45:23,0,0,98,182.3,53772,18.6,4,7.4,55.6,0
96128,NA,"Kauno m.",NA,NA,NA,NA,624,311,313,343,272,8,2020-10-08 06:45:25,0,0,624,215.6,289380,118.5,184,63.6,55.6,1
97025,NA,"Alytaus m.",NA,NA,NA,NA,36,21,15,1,34,1,2020-10-08 06:45:27,0,0,36,72.2,49888,2,0,0,55.6,0
97026,NA,"Druskininkų",NA,NA,NA,NA,12,7,5,11,1,0,2020-10-08 06:45:28,0,0,12,62.8,19109,57.6,11,57.6,55.6,0
97027,NA,"Joniškio r.",NA,NA,NA,NA,17,9,8,1,14,2,2020-10-08 06:45:29,0,0,17,82,20726,4.8,1,4.8,55.6,0
97028,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-10-08 06:45:30,0,0,3,26.5,11337,0,0,0,55.6,0
97029,NA,"Biržų r.",NA,NA,NA,NA,19,9,10,2,17,0,2020-10-08 06:45:32,0,0,19,83.6,22718,8.8,0,0,55.6,0
97030,NA,"Šiaulių r.",NA,NA,NA,NA,109,51,58,92,15,2,2020-10-08 06:45:33,0,0,109,263,41442,222,63,152,55.6,0
