"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
109037,NA,"Utenos r.",NA,NA,NA,NA,127,53,74,81,46,0,2020-11-12 10:30:20,0,0,127,341.6,37179,217.9,89,239.4,600,0
109038,NA,"Kaišiadorių r.",NA,NA,NA,NA,187,106,81,179,7,1,2020-11-12 10:30:20,0,0,187,633.3,29526,606.2,136,460.6,600,0
109039,NA,"Vilkaviškio r.",NA,NA,NA,NA,81,32,49,62,18,1,2020-11-12 10:30:20,0,0,81,233.7,34660,178.9,59,170.2,600,0
109040,NA,"Prienų r.",NA,NA,NA,NA,241,96,145,176,63,2,2020-11-12 10:30:20,0,0,241,934,25802,682.1,156,604.6,600,0
110209,NA,"Jonavos r.",NA,NA,NA,NA,275,139,136,215,58,2,2020-11-12 10:30:20,0,0,275,668.1,41163,522.3,214,519.9,600,0
110210,NA,"Rietavo",NA,NA,NA,NA,92,34,58,61,30,1,2020-11-12 10:30:20,0,0,92,1267.5,7258,840.4,58,799.1,600,0
110211,NA,"Marijampolės",NA,NA,NA,NA,620,257,348,490,115,14,2020-11-12 10:30:20,0,0,620,1153,53772,911.3,368,684.4,600,0
110212,NA,"Kauno m.",NA,NA,NA,NA,3553,1656,1897,2975,542,28,2020-11-12 10:30:20,0,0,3553,1227.8,289380,1028.1,2124,734,600,8
110213,NA,"Alytaus m.",NA,NA,NA,NA,402,163,231,360,40,2,2020-11-12 10:30:20,0,0,402,805.8,49888,721.6,338,677.5,600,0
110214,NA,"Druskininkų",NA,NA,NA,NA,70,35,35,46,23,0,2020-11-12 10:30:20,0,0,70,366.3,19109,240.7,41,214.6,600,1
110215,NA,"Joniškio r.",NA,NA,NA,NA,197,70,127,126,65,5,2020-11-12 10:30:20,0,0,197,950.5,20726,607.9,76,366.7,600,1
110216,NA,"Kazlų Rūdos",NA,NA,NA,NA,46,20,26,31,15,0,2020-11-12 10:30:20,0,0,46,405.7,11337,273.4,29,255.8,600,0
110217,NA,"Biržų r.",NA,NA,NA,NA,101,45,56,70,30,0,2020-11-12 10:30:20,0,0,101,444.6,22718,308.1,73,321.3,600,0
110218,NA,"Šiaulių r.",NA,NA,NA,NA,523,216,306,421,88,4,2020-11-12 10:30:20,0,0,523,1262,41442,1015.9,212,511.6,600,9
110219,NA,"Klaipėdos r.",NA,NA,NA,NA,615,287,327,468,141,6,2020-11-12 10:30:20,0,0,615,1022.6,60139,778.2,349,580.3,600,0
110220,NA,"Anykščių r.",NA,NA,NA,NA,39,18,21,25,14,0,2020-11-12 10:30:20,0,0,39,169.3,23034,108.5,24,104.2,600,0
110221,NA,"Akmenės r.",NA,NA,NA,NA,55,30,25,28,25,2,2020-11-12 10:30:20,0,0,55,293.1,18764,149.2,26,138.6,600,0
110222,NA,"Molėtų r.",NA,NA,NA,NA,87,28,59,26,61,0,2020-11-12 10:30:20,0,0,87,507.2,17153,151.6,25,145.7,600,0
110223,NA,"Radviliškio r.",NA,NA,NA,NA,357,136,221,125,214,3,2020-11-12 10:30:20,0,0,357,1020.1,34995,357.2,111,317.2,600,15
110224,NA,"Rokiškio r.",NA,NA,NA,NA,80,31,49,52,27,1,2020-11-12 10:30:20,0,0,80,285,28070,185.3,47,167.4,600,0
110225,NA,"Šakių r.",NA,NA,NA,NA,107,44,63,64,41,2,2020-11-12 10:30:20,0,0,107,400.8,26698,239.7,60,224.7,600,0
110226,NA,"Panevėžio r.",NA,NA,NA,NA,220,115,105,195,22,2,2020-11-12 10:30:20,0,0,220,622.8,35324,552,159,450.1,600,1
110227,NA,"Trakų r.",NA,NA,NA,NA,222,92,123,160,60,1,2020-11-12 10:30:20,0,0,222,682.1,32546,491.6,131,402.5,600,0
110228,NA,"Kupiškio r.",NA,NA,NA,NA,106,51,55,77,28,1,2020-11-12 10:30:20,0,0,106,648.1,16356,470.8,77,470.8,600,0
110229,NA,"Skuodo r.",NA,NA,NA,NA,192,61,107,147,43,2,2020-11-12 10:30:20,0,0,192,1194.2,16078,914.3,112,696.6,600,0
110230,NA,"Palangos m.",NA,NA,NA,NA,149,71,78,130,16,3,2020-11-12 10:30:20,0,0,149,928.6,16046,810.2,76,473.6,600,0
110231,NA,"Pagėgių",NA,NA,NA,NA,20,7,13,12,8,0,2020-11-12 10:30:20,0,0,20,274.4,7288,164.7,12,164.7,600,0
110232,NA,"Šalčininkų r.",NA,NA,NA,NA,159,62,97,116,43,0,2020-11-12 10:30:20,0,0,159,521,30520,380.1,109,357.1,600,0
110233,NA,"Vilniaus r.",NA,NA,NA,NA,1194,496,666,781,402,3,2020-11-12 10:30:20,0,0,1194,1192.1,100158,779.8,553,552.1,600,5
110234,NA,"Švenčionių r.",NA,NA,NA,NA,386,163,223,223,160,1,2020-11-12 10:30:20,0,0,386,1683.2,22932,972.4,215,937.6,600,2
110235,NA,"Zarasų r.",NA,NA,NA,NA,23,13,10,16,7,0,2020-11-12 10:30:20,0,0,23,154.2,14916,107.3,16,107.3,600,0
110236,NA,"Kėdainių r.",NA,NA,NA,NA,336,136,200,273,60,1,2020-11-12 10:30:20,0,0,336,742,45285,602.8,234,516.7,600,2
110237,NA,"Ukmergės r.",NA,NA,NA,NA,301,110,183,172,119,9,2020-11-12 10:30:20,0,0,301,899.3,33471,513.9,151,451.1,600,1
110238,NA,"Kelmės r.",NA,NA,NA,NA,338,116,222,201,128,6,2020-11-12 10:30:20,0,0,338,1331.6,25382,791.9,115,453.1,600,3
110239,NA,"Širvintų r.",NA,NA,NA,NA,245,97,144,169,75,0,2020-11-12 10:30:20,0,0,245,1625.1,15076,1121,166,1101.1,600,1
110240,NA,"Kalvarijos",NA,NA,NA,NA,53,25,28,36,15,1,2020-11-12 10:30:20,0,0,53,520.1,10190,353.3,35,343.5,600,1
110241,NA,"Kauno r.",NA,NA,NA,NA,1117,520,597,923,182,11,2020-11-12 10:30:20,0,0,1117,1158.2,96441,957.1,627,650.1,600,1
110242,NA,"Šilutės r.",NA,NA,NA,NA,343,126,209,258,77,5,2020-11-12 10:30:20,0,0,343,911.3,37637,685.5,260,690.8,600,3
110243,NA,"Tauragės r.",NA,NA,NA,NA,286,141,145,195,90,1,2020-11-12 10:30:20,0,0,286,756.5,37805,515.8,183,484.1,600,0
110244,NA,"Lazdijų r.",NA,NA,NA,NA,42,16,26,24,18,0,2020-11-12 10:30:20,0,0,42,229.1,18331,130.9,24,130.9,600,0
110245,NA,"Jurbarko r.",NA,NA,NA,NA,239,86,153,182,45,5,2020-11-12 10:30:20,0,0,239,962.9,24822,733.2,129,519.7,600,7
110246,NA,"Elektrėnų",NA,NA,NA,NA,168,83,83,127,41,0,2020-11-12 10:30:20,0,0,168,700.2,23992,529.3,74,308.4,600,0
110247,NA,"Neringos",NA,NA,NA,NA,10,4,5,9,1,0,2020-11-12 10:30:20,0,0,10,283.3,3530,255,6,170,600,0
110248,NA,"Mažeikių r.",NA,NA,NA,NA,521,220,301,406,111,4,2020-11-12 10:30:20,0,0,521,1020.2,51067,795,389,761.7,600,0
110249,NA,"Ignalinos r.",NA,NA,NA,NA,39,16,23,13,26,0,2020-11-12 10:30:20,0,0,39,270.2,14433,90.1,15,103.9,600,0
110250,NA,"Telšių r.",NA,NA,NA,NA,432,150,282,336,92,4,2020-11-12 10:30:20,0,0,432,1098.8,39317,854.6,328,834.2,600,0
110251,NA,"Plungės r.",NA,NA,NA,NA,660,248,412,459,188,12,2020-11-12 10:30:20,0,0,660,2000.8,32987,1391.5,305,924.6,600,1
110252,NA,"Kretingos r.",NA,NA,NA,NA,504,144,289,389,105,9,2020-11-12 10:30:20,0,0,504,1346.6,37427,1039.4,325,868.4,600,0
110253,NA,"Varėnos r.",NA,NA,NA,NA,110,48,62,92,16,2,2020-11-12 10:30:20,0,0,110,527.8,20840,441.5,89,427.1,600,0
110254,NA,"Alytaus r.",NA,NA,NA,NA,100,47,53,90,9,1,2020-11-12 10:30:20,0,0,100,386.3,25887,347.7,83,320.6,600,0
110255,NA,"Raseinių r.",NA,NA,NA,NA,858,346,512,261,580,15,2020-11-12 10:30:20,0,0,858,2747.8,31225,835.9,111,355.5,600,2
110256,NA,"Vilniaus m.",NA,NA,NA,NA,6858,3158,3478,5159,1640,29,2020-11-12 10:30:20,0,0,6858,1220.2,562030,917.9,3438,611.7,600,15
110257,NA,"Šilalės r.",NA,NA,NA,NA,325,119,205,274,49,1,2020-11-12 10:30:20,0,0,325,1484.9,21887,1251.9,251,1146.8,600,1
110258,NA,"Klaipėdos m.",NA,NA,NA,NA,2392,974,1378,1922,445,22,2020-11-12 10:30:20,0,0,2392,1603.7,149157,1288.6,1471,986.2,600,3
110259,NA,"Visagino",NA,NA,NA,NA,54,23,31,31,21,2,2020-11-12 10:30:20,0,0,54,295.9,18250,169.9,33,180.8,600,0
110260,NA,"Pasvalio r.",NA,NA,NA,NA,181,72,105,133,47,1,2020-11-12 10:30:20,0,0,181,793.3,22816,582.9,103,451.4,600,0
110261,NA,"Panevėžio m.",NA,NA,NA,NA,720,299,402,593,121,5,2020-11-12 10:30:20,0,0,720,838.4,85878,690.5,474,551.9,600,1
110262,NA,"Šiaulių m.",NA,NA,NA,NA,1911,770,1141,1516,376,12,2020-11-12 10:30:20,0,0,1911,1882.5,101514,1493.4,1101,1084.6,600,7
110263,NA,"Birštono",NA,NA,NA,NA,30,14,16,25,5,0,2020-11-12 10:30:20,0,0,30,737.3,4069,614.4,19,466.9,600,0
110264,NA,"Pakruojo r.",NA,NA,NA,NA,65,27,38,47,18,0,2020-11-12 10:30:20,0,0,65,349.3,18606,252.6,49,263.4,600,0
61,NA,"Kita",NA,NA,NA,NA,104,8,0,102,0,0,2020-11-12 10:30:20,0,0,1,0,0,0,104,0,98.6,0
