"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
65939,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-17 06:52:28,0,0,1,6.7,14916,0,0,0,3.3
65940,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-17 06:52:29,0,0,1,2.2,45285,0,0,0,3.3
65941,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,1,78,9,2020-06-17 06:52:30,0,0,88,262.9,33471,3,1,3,3.3
65942,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-17 06:52:31,0,0,2,7.9,25382,0,0,0,3.3
65943,NA,"Širvintų r.",NA,NA,NA,NA,16,9,7,9,6,0,2020-06-17 06:52:31,0,0,16,106.1,15076,59.7,8,53.1,3.3
65944,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-17 06:52:32,0,0,5,49.1,10190,0,0,0,3.3
65945,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-17 06:52:32,0,0,21,21.8,96441,0,0,0,3.3
65946,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-17 06:52:33,0,0,7,18.6,37637,0,0,0,3.3
65947,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,0,9,0,2020-06-17 06:52:34,0,0,9,23.8,37805,0,0,0,3.3
65948,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,2,3,0,2020-06-17 06:52:34,0,0,5,27.3,18331,10.9,0,0,3.3
65949,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-17 06:52:35,0,0,2,8.1,24822,0,0,0,3.3
65950,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,3,4,0,2020-06-17 06:52:36,0,0,7,29.2,23992,12.5,0,0,3.3
65951,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-17 06:52:36,0,0,1,28.3,3530,0,0,0,3.3
65952,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-17 06:52:37,0,0,7,13.7,51067,2,0,0,3.3
65953,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,0,5,0,2020-06-17 06:52:38,0,0,5,34.6,14433,0,0,0,3.3
65954,NA,"Telšių r.",NA,NA,NA,NA,11,6,5,1,8,2,2020-06-17 06:52:38,0,0,11,28,39317,2.5,1,2.5,3.3
65955,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-17 06:52:39,0,0,8,24.3,32987,3,0,0,3.3
65956,NA,"Kretingos r.",NA,NA,NA,NA,60,22,38,3,54,3,2020-06-17 06:52:40,0,0,60,160.3,37427,8,1,2.7,3.3
65957,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-17 06:52:40,0,0,1,4.8,20840,0,0,0,3.3
65958,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-17 06:52:41,0,0,7,27,25887,0,0,0,3.3
65959,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-17 06:52:42,0,0,6,19.2,31225,0,0,0,3.3
65960,NA,"Vilniaus m.",NA,NA,NA,NA,478,208,270,119,334,20,2020-06-17 06:52:43,0,0,478,85,562030,21.2,41,7.3,3.3
65961,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-17 06:52:44,0,0,3,13.7,21887,0,0,0,3.3
65962,NA,"Klaipėdos m.",NA,NA,NA,NA,277,93,184,20,241,16,2020-06-17 06:52:45,0,0,277,185.7,149157,13.4,3,2,3.3
65963,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-17 06:52:46,0,0,3,16.4,18250,0,0,0,3.3
65964,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-17 06:52:46,0,0,4,17.5,22816,4.4,0,0,3.3
65965,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-17 06:52:47,0,0,22,25.6,85878,1.2,1,1.2,3.3
65966,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-17 06:52:48,0,0,14,13.8,101514,1,0,0,3.3
65967,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-17 06:52:48,0,0,0,0,4069,0,0,0,3.3
65968,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-17 06:52:48,0,0,0,0,18606,0,0,0,3.3
61,NA,"Kita",NA,NA,NA,NA,0,9,5,1,12,1,2020-06-17 06:54:52,0,0,0,0,0,0,0,0,3.3
