"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,12,5,7,2,10,0,2020-09-30 06:45:16,2,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,12,6,6,8,4,0,2020-09-30 06:45:17,3,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-09-30 06:45:19,1,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,5,23,1,2020-09-30 06:45:20,0,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-30 06:45:22,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-30 06:45:23,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,96,44,52,10,82,4,2020-09-30 06:45:25,7,0
8,"19","Kauno m.","2","Kauno apskr.",NA,503,267,236,287,207,8,2020-09-30 06:45:27,113,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,36,21,15,3,32,1,2020-09-30 06:45:28,2,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,3,2,1,2,1,0,2020-09-30 06:45:30,2,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,16,9,7,1,14,1,2020-09-30 06:45:32,1,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-30 06:45:33,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,6,13,0,2020-09-30 06:45:34,5,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,74,35,39,62,11,1,2020-09-30 06:45:36,52,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,90,45,45,14,72,4,2020-09-30 06:45:38,4,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,0,10,0,2020-09-30 06:45:39,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,17,9,8,12,5,0,2020-09-30 06:45:40,9,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,23,21,0,2020-09-30 06:45:42,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,152,56,96,139,9,0,2020-09-30 06:45:44,140,4
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,22,9,13,16,6,0,2020-09-30 06:45:45,5,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,16,9,7,4,11,1,2020-09-30 06:45:47,3,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,24,14,10,9,14,1,2020-09-30 06:45:48,8,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,41,20,21,22,19,0,2020-09-30 06:45:50,4,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,18,10,8,9,9,0,2020-09-30 06:45:51,8,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,10,2,8,3,7,0,2020-09-30 06:45:53,1,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,14,7,7,2,11,1,2020-09-30 06:45:54,2,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,5,0,5,2,3,0,2020-09-30 06:45:56,0,0
