"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,1157,598,559,0,1157,290102,148908,141194,401.6,395.9,398.8
2,"10-19",NA,2094,1095,998,1,2093,263568,134947,128621,811.4,775.9,794.5
3,"20-29",NA,5861,2869,2982,10,5851,339736,177466,162270,1616.6,1837.7,1725.2
4,"30-39",NA,6696,3207,3484,5,6691,359239,188972,170267,1697.1,2046.2,1863.9
5,"40-49",NA,6941,2894,4040,7,6934,369722,183873,185849,1573.9,2173.8,1877.4
6,"50-59",NA,7586,2858,4727,1,7585,419039,196469,222570,1454.7,2123.8,1810.3
7,"60-69",NA,4740,1980,2760,0,4740,351248,147788,203460,1339.8,1356.5,1349.5
8,"70-79",NA,1806,797,1009,0,1806,236890,81674,155216,975.8,650.1,762.4
9,"Virš 80",NA,2048,509,1249,290,1758,164546,44257,120289,1150.1,1038.3,1244.6
