"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,98,42,56,61,37,0,2020-11-10 06:50:29,65,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,168,99,67,160,7,1,2020-11-10 06:50:30,129,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,60,21,36,42,17,1,2020-11-10 06:50:32,42,0
4,"69","Prienų r.","2","Kauno apskr.",NA,197,76,103,150,45,2,2020-11-10 06:50:33,121,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,246,120,117,198,48,0,2020-11-10 06:50:35,189,0
6,"74","Rietavo","8","Telšių apskr.",NA,72,28,44,42,29,1,2020-11-10 06:50:37,43,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,579,229,323,453,112,13,2020-11-10 06:50:39,361,0
8,"19","Kauno m.","2","Kauno apskr.",NA,3259,1443,1641,2686,540,26,2020-11-10 06:50:43,2029,7
9,"11","Alytaus m.","1","Alytaus apskr.",NA,329,104,157,287,40,2,2020-11-10 06:50:45,269,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,50,31,19,26,23,0,2020-11-10 06:50:46,25,1
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,188,66,122,127,55,5,2020-11-10 06:50:48,88,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,44,20,23,29,15,0,2020-11-10 06:50:49,29,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,79,34,44,56,23,0,2020-11-10 06:50:51,57,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,475,192,272,383,78,4,2020-11-10 06:50:53,189,9
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,544,221,244,427,111,6,2020-11-10 06:50:55,312,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,34,16,18,21,13,0,2020-11-10 06:50:56,20,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,51,28,22,24,25,2,2020-11-10 06:50:58,23,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,80,27,53,24,56,0,2020-11-10 06:50:59,20,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,334,120,207,111,206,2,2020-11-10 06:51:01,90,15
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,61,26,35,34,26,1,2020-11-10 06:51:02,29,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,95,38,51,60,34,1,2020-11-10 06:51:03,54,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,173,74,76,149,22,2,2020-11-10 06:51:05,117,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,190,73,95,141,47,0,2020-11-10 06:51:07,109,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,110,50,59,85,24,1,2020-11-10 06:51:08,86,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,172,50,90,135,35,2,2020-11-10 06:51:10,108,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,153,61,69,135,15,2,2020-11-10 06:51:11,86,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,16,4,11,10,6,0,2020-11-10 06:51:12,8,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,135,50,80,96,39,0,2020-11-10 06:51:14,88,0
