"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,13,5,8,3,10,0,2020-10-03 06:45:12,3,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,12,6,6,8,4,0,2020-10-03 06:45:13,3,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-10-03 06:45:15,1,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,3,25,1,2020-10-03 06:45:16,0,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,23,7,16,4,19,0,2020-10-03 06:45:17,3,0
6,"74","Rietavo","8","Telšių apskr.",NA,7,5,2,1,6,0,2020-10-03 06:45:18,1,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,97,44,53,10,83,4,2020-10-03 06:45:20,6,0
8,"19","Kauno m.","2","Kauno apskr.",NA,554,290,264,298,247,8,2020-10-03 06:45:22,153,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,36,21,15,3,32,1,2020-10-03 06:45:23,2,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,8,5,3,7,1,0,2020-10-03 06:45:24,7,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,16,9,7,1,14,1,2020-10-03 06:45:26,1,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-10-03 06:45:27,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,19,9,10,3,16,0,2020-10-03 06:45:28,2,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,91,45,46,78,12,1,2020-10-03 06:45:30,63,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,94,47,47,18,72,4,2020-10-03 06:45:31,8,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,11,5,6,1,10,0,2020-10-03 06:45:33,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,19,10,9,14,5,0,2020-10-03 06:45:34,6,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,45,12,33,24,21,0,2020-10-03 06:45:35,1,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,194,69,125,181,9,0,2020-10-03 06:45:37,147,4
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,22,9,13,16,6,0,2020-10-03 06:45:38,4,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,16,9,7,4,11,1,2020-10-03 06:45:39,3,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,25,15,10,10,14,1,2020-10-03 06:45:40,8,0
