"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
116025,NA,"Utenos r.",NA,NA,NA,NA,283,126,157,209,72,2,2020-11-24 10:30:11,0,0,283,761.2,37179,562.1,186,500.3,814.3,0
116026,NA,"Kaišiadorių r.",NA,NA,NA,NA,287,162,125,243,40,4,2020-11-24 10:30:11,0,0,287,972,29526,823,120,406.4,814.3,0
116027,NA,"Vilkaviškio r.",NA,NA,NA,NA,294,136,158,226,66,1,2020-11-24 10:30:11,0,0,294,848.2,34660,652,234,675.1,814.3,1
116028,NA,"Prienų r.",NA,NA,NA,NA,416,159,257,301,111,3,2020-11-24 10:30:11,0,0,416,1612.3,25802,1166.6,218,844.9,814.3,1
116029,NA,"Jonavos r.",NA,NA,NA,NA,504,257,247,438,64,2,2020-11-24 10:30:11,0,0,504,1224.4,41163,1064.1,252,612.2,814.3,0
116030,NA,"Rietavo",NA,NA,NA,NA,147,51,96,83,61,3,2020-11-24 10:30:11,0,0,147,2025.3,7258,1143.5,78,1074.7,814.3,0
116031,NA,"Marijampolės",NA,NA,NA,NA,1069,463,606,811,237,20,2020-11-24 10:30:11,0,0,1069,1988,53772,1508.2,499,928,814.3,1
116032,NA,"Kauno m.",NA,NA,NA,NA,5593,2534,3059,4628,899,48,2020-11-24 10:30:11,0,0,5593,1932.8,289380,1599.3,2380,822.4,814.3,18
116929,NA,"Alytaus m.",NA,NA,NA,NA,1046,402,644,963,79,4,2020-11-24 10:30:11,0,0,1046,2096.7,49888,1930.3,717,1437.2,814.3,0
116930,NA,"Druskininkų",NA,NA,NA,NA,215,96,119,166,44,1,2020-11-24 10:30:11,0,0,215,1125.1,19109,868.7,165,863.5,814.3,1
116931,NA,"Joniškio r.",NA,NA,NA,NA,276,111,165,117,149,6,2020-11-24 10:30:11,0,0,276,1331.7,20726,564.5,89,429.4,814.3,4
116932,NA,"Kazlų Rūdos",NA,NA,NA,NA,109,41,68,82,26,1,2020-11-24 10:30:11,0,0,109,961.4,11337,723.3,64,564.5,814.3,0
116933,NA,"Biržų r.",NA,NA,NA,NA,159,63,96,80,75,0,2020-11-24 10:30:11,0,0,159,699.9,22718,352.1,79,347.7,814.3,2
116934,NA,"Šiaulių r.",NA,NA,NA,NA,973,428,544,804,148,10,2020-11-24 10:30:11,0,0,973,2347.9,41442,1940.1,486,1172.7,814.3,10
116935,NA,"Klaipėdos r.",NA,NA,NA,NA,1118,504,613,845,261,10,2020-11-24 10:30:11,0,0,1118,1859,60139,1405.1,504,838.1,814.3,2
116936,NA,"Anykščių r.",NA,NA,NA,NA,115,51,64,80,34,1,2020-11-24 10:30:11,0,0,115,499.3,23034,347.3,79,343,814.3,0
116937,NA,"Akmenės r.",NA,NA,NA,NA,156,72,84,113,41,2,2020-11-24 10:30:11,0,0,156,831.4,18764,602.2,105,559.6,814.3,0
116938,NA,"Molėtų r.",NA,NA,NA,NA,129,44,85,41,87,1,2020-11-24 10:30:11,0,0,129,752.1,17153,239,48,279.8,814.3,0
116939,NA,"Radviliškio r.",NA,NA,NA,NA,593,240,353,282,291,4,2020-11-24 10:30:11,0,0,593,1694.5,34995,805.8,262,748.7,814.3,16
116940,NA,"Rokiškio r.",NA,NA,NA,NA,153,69,84,101,51,1,2020-11-24 10:30:11,0,0,153,545.1,28070,359.8,93,331.3,814.3,0
116941,NA,"Šakių r.",NA,NA,NA,NA,262,110,152,200,59,3,2020-11-24 10:30:11,0,0,262,981.3,26698,749.1,168,629.3,814.3,0
116942,NA,"Panevėžio r.",NA,NA,NA,NA,462,203,259,342,113,6,2020-11-24 10:30:11,0,0,462,1307.9,35324,968.2,278,787,814.3,1
116943,NA,"Trakų r.",NA,NA,NA,NA,399,162,233,298,98,2,2020-11-24 10:30:11,0,0,399,1226,32546,915.6,209,642.2,814.3,0
116944,NA,"Kupiškio r.",NA,NA,NA,NA,156,74,82,80,74,2,2020-11-24 10:30:11,0,0,156,953.8,16356,489.1,53,324,814.3,0
116945,NA,"Skuodo r.",NA,NA,NA,NA,367,137,230,317,44,4,2020-11-24 10:30:11,0,0,367,2282.6,16078,1971.6,195,1212.8,814.3,2
116946,NA,"Palangos m.",NA,NA,NA,NA,229,119,110,180,46,3,2020-11-24 10:30:11,0,0,229,1427.1,16046,1121.8,85,529.7,814.3,0
116947,NA,"Pagėgių",NA,NA,NA,NA,29,12,17,17,11,0,2020-11-24 10:30:11,0,0,29,397.9,7288,233.3,12,164.7,814.3,1
116948,NA,"Šalčininkų r.",NA,NA,NA,NA,392,152,240,318,67,3,2020-11-24 10:30:11,0,0,392,1284.4,30520,1041.9,255,835.5,814.3,4
116949,NA,"Vilniaus r.",NA,NA,NA,NA,1778,720,1033,1284,473,9,2020-11-24 10:30:11,0,0,1778,1775.2,100158,1282,740,738.8,814.3,8
116950,NA,"Švenčionių r.",NA,NA,NA,NA,534,216,318,239,287,1,2020-11-24 10:30:11,0,0,534,2328.6,22932,1042.2,180,784.9,814.3,7
116951,NA,"Zarasų r.",NA,NA,NA,NA,40,22,18,28,10,2,2020-11-24 10:30:11,0,0,40,268.2,14916,187.7,23,154.2,814.3,0
116952,NA,"Kėdainių r.",NA,NA,NA,NA,787,328,459,659,116,8,2020-11-24 10:30:11,0,0,787,1737.9,45285,1455.2,497,1097.5,814.3,4
116953,NA,"Ukmergės r.",NA,NA,NA,NA,482,181,300,261,210,10,2020-11-24 10:30:11,0,0,482,1440,33471,779.8,237,708.1,814.3,1
116954,NA,"Kelmės r.",NA,NA,NA,NA,480,173,307,261,207,9,2020-11-24 10:30:11,0,0,480,1891.1,25382,1028.3,167,657.9,814.3,3
116955,NA,"Širvintų r.",NA,NA,NA,NA,370,161,209,240,124,1,2020-11-24 10:30:11,0,0,370,2454.2,15076,1591.9,158,1048,814.3,5
116956,NA,"Kalvarijos",NA,NA,NA,NA,122,49,73,90,28,3,2020-11-24 10:30:11,0,0,122,1197.2,10190,883.2,74,726.2,814.3,1
116957,NA,"Kauno r.",NA,NA,NA,NA,1816,802,1014,1511,287,16,2020-11-24 10:30:11,0,0,1816,1883,96441,1566.8,762,790.1,814.3,2
116958,NA,"Šilutės r.",NA,NA,NA,NA,572,208,363,405,150,10,2020-11-24 10:30:11,0,0,572,1519.8,37637,1076.1,263,698.8,814.3,7
116959,NA,"Tauragės r.",NA,NA,NA,NA,686,305,381,504,166,13,2020-11-24 10:30:11,0,0,686,1814.6,37805,1333.2,462,1222.1,814.3,3
116960,NA,"Lazdijų r.",NA,NA,NA,NA,85,36,49,66,19,0,2020-11-24 10:30:11,0,0,85,463.7,18331,360,53,289.1,814.3,0
116961,NA,"Jurbarko r.",NA,NA,NA,NA,308,114,194,209,85,5,2020-11-24 10:30:11,0,0,308,1240.8,24822,842,81,326.3,814.3,9
116962,NA,"Elektrėnų",NA,NA,NA,NA,274,132,140,215,59,0,2020-11-24 10:30:11,0,0,274,1142,23992,896.1,119,496,814.3,0
116963,NA,"Neringos",NA,NA,NA,NA,17,7,9,15,2,0,2020-11-24 10:30:11,0,0,17,481.6,3530,424.9,7,198.3,814.3,0
116964,NA,"Mažeikių r.",NA,NA,NA,NA,1113,502,611,813,287,12,2020-11-24 10:30:11,0,0,1113,2179.5,51067,1592,664,1300.3,814.3,1
116965,NA,"Ignalinos r.",NA,NA,NA,NA,68,28,40,34,34,0,2020-11-24 10:30:11,0,0,68,471.1,14433,235.6,35,242.5,814.3,0
116966,NA,"Telšių r.",NA,NA,NA,NA,643,228,415,290,340,7,2020-11-24 10:30:11,0,0,643,1635.4,39317,737.6,268,681.6,814.3,6
116967,NA,"Plungės r.",NA,NA,NA,NA,807,309,498,412,376,17,2020-11-24 10:30:11,0,0,807,2446.4,32987,1249,169,512.3,814.3,2
116968,NA,"Kretingos r.",NA,NA,NA,NA,721,264,455,589,113,17,2020-11-24 10:30:11,0,0,721,1926.4,37427,1573.7,268,716.1,814.3,1
116969,NA,"Varėnos r.",NA,NA,NA,NA,245,104,141,156,86,3,2020-11-24 10:30:11,0,0,245,1175.6,20840,748.6,148,710.2,814.3,0
116970,NA,"Alytaus r.",NA,NA,NA,NA,324,132,192,296,26,2,2020-11-24 10:30:11,0,0,324,1251.6,25887,1143.4,241,931,814.3,0
116971,NA,"Raseinių r.",NA,NA,NA,NA,1098,421,677,478,593,25,2020-11-24 10:30:11,0,0,1098,3516.4,31225,1530.8,269,861.5,814.3,2
116972,NA,"Vilniaus m.",NA,NA,NA,NA,10361,4708,5491,7890,2397,41,2020-11-24 10:30:11,0,0,10361,1843.5,562030,1403.8,4048,720.2,814.3,20
116973,NA,"Šilalės r.",NA,NA,NA,NA,635,251,384,529,99,4,2020-11-24 10:30:11,0,0,635,2901.3,21887,2416.9,357,1631.1,814.3,3
116974,NA,"Klaipėdos m.",NA,NA,NA,NA,3828,1592,2218,3123,661,31,2020-11-24 10:30:11,0,0,3828,2566.4,149157,2093.8,1733,1161.9,814.3,13
116975,NA,"Visagino",NA,NA,NA,NA,135,59,76,85,48,2,2020-11-24 10:30:11,0,0,135,739.7,18250,465.8,94,515.1,814.3,0
116976,NA,"Pasvalio r.",NA,NA,NA,NA,276,118,158,210,65,1,2020-11-24 10:30:11,0,0,276,1209.7,22816,920.4,113,495.3,814.3,0
116977,NA,"Panevėžio m.",NA,NA,NA,NA,1545,615,928,1200,335,7,2020-11-24 10:30:11,0,0,1545,1799.1,85878,1397.3,941,1095.7,814.3,3
116978,NA,"Šiaulių m.",NA,NA,NA,NA,3110,1305,1805,2300,783,17,2020-11-24 10:30:11,0,0,3110,3063.6,101514,2265.7,1420,1398.8,814.3,10
116979,NA,"Birštono",NA,NA,NA,NA,60,25,35,46,14,0,2020-11-24 10:30:11,0,0,60,1474.5,4069,1130.5,34,835.6,814.3,0
116980,NA,"Pakruojo r.",NA,NA,NA,NA,160,70,90,125,34,1,2020-11-24 10:30:11,0,0,160,859.9,18606,671.8,106,569.7,814.3,0
61,NA,"Kita",NA,NA,NA,NA,142,37,13,140,0,0,2020-11-24 10:30:11,0,0,1,0,0,0,109,0,98.6,0
