"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,116,57,59,0,116,290102,148908,141194,38.3,41.8,40
2,"10-19",NA,272,149,123,0,272,263568,134947,128621,110.4,95.6,103.2
3,"20-29",NA,728,365,363,0,728,339736,177466,162270,205.7,223.7,214.3
4,"30-39",NA,786,413,373,0,786,359239,188972,170267,218.6,219.1,218.8
5,"40-49",NA,846,358,488,0,846,369722,183873,185849,194.7,262.6,228.8
6,"50-59",NA,899,368,531,0,899,419039,196469,222570,187.3,238.6,214.5
7,"60-69",NA,547,234,313,0,547,351248,147788,203460,158.3,153.8,155.7
8,"70-79",NA,232,102,130,0,232,236890,81674,155216,124.9,83.8,97.9
9,"Virš 80",NA,267,83,184,0,267,164546,44257,120289,187.5,153,162.3
