"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-05-29 11:09:38,0,0,1,0,0,0,1,0,4.8
59893,NA,"Utenos r.",NA,NA,NA,NA,4,1,3,0,4,0,2020-05-29 11:07:29,0,0,4,10.8,37179,0,0,0,4.8
59894,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-05-29 11:07:29,0,0,3,10.2,29526,0,0,0,4.8
59895,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-05-29 11:07:30,0,0,7,20.2,34660,0,0,0,4.8
59896,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-05-29 11:07:31,0,0,5,19.4,25802,0,0,0,4.8
59897,NA,"Jonavos r.",NA,NA,NA,NA,9,1,8,0,9,0,2020-05-29 11:07:31,0,0,9,21.9,41163,0,0,0,4.8
59898,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-05-29 11:07:32,0,0,6,82.7,7258,0,0,0,4.8
59899,NA,"Marijampolės",NA,NA,NA,NA,77,31,46,2,70,4,2020-05-29 11:07:33,0,0,77,143.2,53772,3.7,0,0,4.8
59900,NA,"Kauno m.",NA,NA,NA,NA,102,50,52,15,84,3,2020-05-29 11:07:33,0,0,102,35.2,289380,5.2,9,3.1,4.8
59901,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-05-29 11:07:34,0,0,28,56.1,49888,0,0,0,4.8
59902,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-05-29 11:07:35,0,0,1,5.2,19109,0,0,0,4.8
59903,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-05-29 11:07:35,0,0,15,72.4,20726,0,0,0,4.8
59904,NA,"Kazlų Rūdos",NA,NA,NA,NA,2,0,2,1,1,0,2020-05-29 11:07:36,0,0,2,17.6,11337,8.8,0,0,4.8
60161,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-05-29 11:07:37,0,0,10,44,22718,0,0,0,4.8
60162,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-05-29 11:07:37,0,0,11,26.5,41442,0,0,0,4.8
60163,NA,"Klaipėdos r.",NA,NA,NA,NA,55,24,31,5,47,3,2020-05-29 11:07:38,0,0,55,91.5,60139,8.3,0,0,4.8
60164,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-05-29 11:07:39,0,0,6,26,23034,0,0,0,4.8
60165,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-05-29 11:07:39,0,0,5,26.6,18764,0,0,0,4.8
60166,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-05-29 11:07:40,0,0,3,17.5,17153,11.7,0,0,4.8
60167,NA,"Radviliškio r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-05-29 11:07:41,0,0,3,8.6,34995,0,0,0,4.8
60168,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-05-29 11:07:42,0,0,3,10.7,28070,0,0,0,4.8
60169,NA,"Šakių r.",NA,NA,NA,NA,3,1,2,0,2,1,2020-05-29 11:07:42,0,0,3,11.2,26698,0,0,0,4.8
60170,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,1,6,1,2020-05-29 11:07:43,0,0,8,22.6,35324,2.8,1,2.8,4.8
60171,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-05-29 11:07:43,0,0,5,15.4,32546,0,0,0,4.8
60172,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-05-29 11:07:44,0,0,1,6.1,16356,0,0,0,4.8
60173,NA,"Skuodo r.",NA,NA,NA,NA,2,0,2,0,2,0,2020-05-29 11:07:44,0,0,2,12.4,16078,0,0,0,4.8
60174,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,5,6,1,2020-05-29 11:07:45,0,0,12,74.8,16046,31.2,0,0,4.8
60175,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-05-29 11:07:45,0,0,1,13.7,7288,0,0,0,4.8
